Kod stacji,DsWrocWybCon,KpBydWarszaw,LdLodzCzerni,LdZgieMielcz,LuZielKrotka,MpKrakAlKras,MpKrakBulwar,MpKrakowWIOSPrad6115,MzWarWokalna,OpKKozBSmial,PdBialWaszyn,PkJasloWIOSFabr,PkPrzemyslWIOSMick,PkRzeszWIOSSzop,SlGliwicMewy,SlKatoKossut,SlZabSkloCur,WmOlsPuszkin,WpPoznPolank,WpKaliSawick,ZpSzczAndr01,ZpSzczPils02
2009-03-31 03:00:00,,29.6,,51,,,26,30,,,,45.3,41.4,,,,30,,44.7,,,50
2009-03-31 04:00:00,,11.1,,39,,,27,28,,,,40.8,41.5,,,,25,,44.1,,,43
2009-03-31 05:00:00,,10.5,,43,,,27,29,,,,43,39,,,,21,,42.6,,,49
2009-03-31 06:00:00,,12.1,,64,,,34,29,,,,40.1,37.7,,,,31,,48.2,,,34
2009-03-31 07:00:00,,11.4,,67,,,27,30,,,,37.8,42.9,,,,36,,60.9,,,30
2009-03-31 08:00:00,,24.2,,58,,,27,28,,,,37.4,42.4,,,,29,,61.8,,,31
2009-03-31 09:00:00,,43.7,,60,,,26,25,,,,34.8,41.9,,,,17,,63.9,,,32
2009-03-31 10:00:00,,44.2,,43,,,28,23,,,,28.9,41.6,,,,19,,60.8,,,38
2009-03-31 11:00:00,,40.6,,18,,,24,23,,,,30,39.5,,,,19,,53.4,,,53
2009-03-31 12:00:00,,20,,27,,,23,22,,,,26.1,39.1,,,,21,,47.5,,,33
2009-03-31 13:00:00,,,,14,,,24,19,,,,27.4,30,,,,24,,33.3,,,19
2009-03-31 14:00:00,,6.2,,15,,,26,21,,,,25,27.9,,,,23,,29.4,,,17
2009-03-31 15:00:00,,12.7,,18,,,21,21,,,,25.3,32.1,,,,23,,20,,,21
2009-03-31 16:00:00,,11.5,,24,,,22,21,,,,25.2,28.4,,,,17,,21.2,,,19
2009-03-31 17:00:00,,10.8,,24,,,20,17,,,,24.1,39.1,,,,21,,24.1,,,25
2009-03-31 18:00:00,,14.4,,39,,,20,18,,,,39.9,56.1,,,,27,,22.3,,,17
2009-03-31 19:00:00,,19.8,,106,,,44,33,,,,61.4,142.2,,,,54,,18.1,,,30
2009-03-31 20:00:00,,36.2,,170,,,81,55,,,,52.1,195.5,,,,78,,25.2,,,26
2009-03-31 21:00:00,,51.5,,155,,,106,122,,,,60.1,129.4,,,,118,,42,,,40
2009-03-31 22:00:00,,63.9,,155,,,153,105,,,,86.9,107.5,,,,116,,45.6,,,56
2009-03-31 23:00:00,,118.8,,147,,,138,92,,,,64.6,62,,,,123,,54.1,,,67
2009-04-01 00:00:00,,127.8,,138,,,137,76,,,,78.8,60.2,,,,122,,56.1,,,102
2009-04-01 01:00:00,,125.7,,116,,,150,68,,,,74.7,54.7,,,,114,,56.1,,,121
2009-04-01 02:00:00,,101.3,,88,,,137,57,,,,97.2,43.4,,,,112,,60.7,,,148
2009-04-01 03:00:00,,100,,81,,,126,80,,,,95.7,45.3,,,,75,,65.6,,,150
2009-04-01 04:00:00,,97.9,,77,,,124,59,,,,88.7,40.2,,,,61,,76.9,,,123
2009-04-01 05:00:00,,82,,84,,,115,61,,,,82.4,46.9,,,,71,,76.4,,,141
2009-04-01 06:00:00,,78,,133,,,125,69,,,,75.9,39.8,,,,53,,75.3,,,116
2009-04-01 07:00:00,,81.4,,156,,,111,70,,,,59.4,62.6,,,,76,,78,,,86
2009-04-01 08:00:00,,92.9,,67,,,106,70,,,,56.2,67.2,,,,56,,84.2,,,73
2009-04-01 09:00:00,,124.6,,46,,,98,62,,,,63.2,77.7,,,,36,,88.5,,,75
2009-04-01 10:00:00,,63.4,,21,,,65,35,,,,51.1,54.2,,,,16,,97.2,,,85
2009-04-01 11:00:00,,12.2,,15,,,32,18,,,,30.5,42.5,,,,9,,92.4,,,63
2009-04-01 12:00:00,,1.4,,21,,,26,18,,,,27.6,38.3,,,,8,,77.8,,,43
2009-04-01 13:00:00,,0.6,,15,,,23,16,,,,26.3,35.9,,,,8,,70.8,,,42
2009-04-01 14:00:00,,4.3,,17,,,20,12,,,,25.8,32.5,,,,12,,54.5,,,31
2009-04-01 15:00:00,,4.7,,18,,,17,13,,,,32.6,36.4,,,,13,,47.6,,,35
2009-04-01 16:00:00,,7.9,,19,,,13,12,,,,28.3,36,,,,6,,31.6,,,44
2009-04-01 17:00:00,,7.8,,25,,,13,14,,,,40.8,34.4,,,,12,,31,,,46
2009-04-01 18:00:00,,5.6,,30,,,23,20,,,,72.8,56.6,,,,19,,29.5,,,27
2009-04-01 19:00:00,,13.5,,45,,,71,31,,,,80.8,123.6,,,,25,,29.1,,,43
2009-04-01 20:00:00,,28.6,,173,,,98,104,,,,51.3,144.3,,,,38,,28.2,,,38
2009-04-01 21:00:00,,18.4,,220,,,89,118,,,,68.3,115.5,,,,49,,28.3,,,29
2009-04-01 22:00:00,,19.1,,151,,,131,94,,,,86.3,91.6,,,,40,,28.3,,,27
2009-04-01 23:00:00,,11,,12,,,141,90,,,,75.5,71,,,,48,,30.1,,,29
2009-04-02 00:00:00,,5.1,,1,,,139,85,,,,72.2,55,,,,46,,34.3,,,24
2009-04-02 01:00:00,,10.9,,1,,,137,71,,,,88.1,51.9,,,,42,,31.5,,,30
2009-04-02 02:00:00,,10.2,,3,,,138,69,,,,77.2,49.9,,,,41,,25,,,23
2009-04-02 03:00:00,,9.2,,1,,,141,60,,,,74.3,49.3,,,,40,,23.3,,,29
2009-04-02 04:00:00,,6.6,,5,,,151,48,,,,79.9,54.8,,,,38,,19.4,,,18
2009-04-02 05:00:00,,9.7,,9,,,166,45,,,,83.2,59.8,,,,37,,19.9,,,25
2009-04-02 06:00:00,,28,,17,,,163,45,,,,86.8,70.2,,,,37,,21,,,20
2009-04-02 07:00:00,,18.7,,22,,,149,45,,,,87.2,86.4,,,,38,,25.4,,,11
2009-04-02 08:00:00,,40.3,,13,,,56,44,,,,76.6,48.3,,,,34,,35.7,,,21
2009-04-02 09:00:00,,23.2,,7,,,49,36,,,,39.7,38.3,,,,19,,30.6,,,14
2009-04-02 10:00:00,,6.3,,3,,,34,33,,,,35.2,34.6,,,,13,,18.6,,,17
2009-04-02 11:00:00,,4.3,,,,,37,29,,,,20,20.3,,,,7,,17.4,,,17
2009-04-02 12:00:00,,6.4,,2,,,42,14,,,,20.2,21.4,,,,9,,14.4,,,14
2009-04-02 13:00:00,,3.5,,6,,,24,13,,,,20.9,20.3,,,,9,,13.2,,,9
2009-04-02 14:00:00,,7.5,,6,,,20,7,,,,17,19.4,,,,7,,10.4,,,7
2009-04-02 15:00:00,,4.6,,12,,,15,6,,,,16.8,22.6,,,,4,,9.1,,,6
2009-04-02 16:00:00,,7.4,,11,,,17,12,,,,16.2,21.9,,,,8,,6,,,5
2009-04-02 17:00:00,,11.9,,12,,,20,16,,,,17.5,27.4,,,,7,,6.9,,,4
2009-04-02 18:00:00,,12.2,,16,,,18,18,,,,26.2,44.4,,,,13,,9,,,6
2009-04-02 19:00:00,,21.5,,49,,,29,31,,,,41.7,108.4,,,,29,,9.8,,,5
2009-04-02 20:00:00,,25.6,,55,,,52,44,,,,72.9,151.4,,,,43,,11.6,,,4
2009-04-02 21:00:00,,49.3,,74,,,59,52,,,,52.2,143.9,,,,48,,13.7,,,7
2009-04-02 22:00:00,,38.4,,59,,,70,47,,,,75.5,136.2,,,,48,,18.6,,,20
2009-04-02 23:00:00,,46.2,,75,,,81,47,,,,81.1,146.5,,,,45,,23.4,,,24
2009-04-03 00:00:00,,34.6,,56,,,63,41,,,,58.7,103.6,,,,42,,34.3,,,31
2009-04-03 01:00:00,,31.9,,20,,,77,41,,,,80.4,95.6,,,,39,,34,,,34
2009-04-03 02:00:00,,38.8,,13,,,59,41,,,,92.8,103.9,,,,31,,33.4,,,20
2009-04-03 03:00:00,,48.5,,14,,,69,44,,,,81.4,103.3,,,,29,,34.9,,,20
2009-04-03 04:00:00,,46.4,,14,,,64,47,,,,85,116.7,,,,36,,38.4,,,24
2009-04-03 05:00:00,,51.7,,19,,,62,54,,,,93,133.1,,,,34,,38.6,,,24
2009-04-03 06:00:00,,56.5,,16,,,84,73,,,,93,167.8,,,,33,,39,,,19
2009-04-03 07:00:00,,58.3,,25,,,90,80,,,,96.8,162.7,,,,40,,40.5,,,34
2009-04-03 08:00:00,,89.7,,39,,,85,69,,,,107.9,138.1,,,,46,,44.1,,,31
2009-04-03 09:00:00,,55.3,,54,,,87,70,,,,109.4,123.5,,,,43,,45.1,,,39
2009-04-03 10:00:00,,61.7,,63,,,71,68,,,,98.5,114.9,,,,34,,47.6,,,31
2009-04-03 11:00:00,,53.5,,57,,,55,64,,,,79.3,98.3,,,,,,46,,,37
2009-04-03 12:00:00,,31.8,,48,,,64,61,,,,34.3,77.6,,,,18,,42,,,37
2009-04-03 13:00:00,,19.9,,39,,,62,45,,,,24.8,59.5,,,,13,,37.9,,,36
2009-04-03 14:00:00,,11.8,,42,,,38,25,,,,21.2,55.5,,,,14,,28.1,,,27
2009-04-03 15:00:00,,12,,30,,,35,13,,,,22,52.8,,,,16,,27.1,,,26
2009-04-03 16:00:00,,14.2,,38,,,31,12,,,,27.4,56.9,,,,20,,24.7,,,22
2009-04-03 17:00:00,,22.6,,25,,,18,12,,,,30.4,70,,,,19,,24.6,,,22
2009-04-03 18:00:00,,16.8,,34,,,46,26,,,,48.2,106.2,,,,27,,24.4,,,28
2009-04-03 19:00:00,,28.2,,65,,,72,76,,,,113.2,232.4,,,,40,,26.4,,,23
2009-04-03 20:00:00,,54.5,,172,,,130,132,,,,85.9,183.2,,,,63,,31.2,,,32
2009-04-03 21:00:00,,75.4,,217,,,158,140,,,,87.3,183.3,,,,259,,37.6,,,29
2009-04-03 22:00:00,,163.3,,129,,,147,115,,,,90.8,131.4,,,,212,,52.7,,,49
2009-04-03 23:00:00,,141.4,,119,,,139,100,,,,90.6,114.9,,,,158,,60.8,,,55
2009-04-04 00:00:00,,122,,101,,,148,105,,,,105.4,93.6,,,,139,,80,,,83
2009-04-04 01:00:00,,98.9,,67,,,139,106,,,,118.1,99.1,,,,106,,89.2,,,84
2009-04-04 02:00:00,,75.2,,55,,,123,97,,,,133.8,90.2,,,,94,,110.8,,,81
2009-04-04 03:00:00,,61.2,,88,,,114,90,,,,145.9,67.9,,,,69,,115,,,66
2009-04-04 04:00:00,,63.2,,79,,,108,98,,,,143,61.5,,,,53,,124.6,,,52
2009-04-04 05:00:00,,61.6,,74,,,100,84,,,,123.7,65.7,,,,47,,127.8,,,84
2009-04-04 06:00:00,,59.6,,77,,,94,98,,,,122.3,63.4,,,,60,,135.1,,,87
2009-04-04 07:00:00,,70.7,,100,,,91,98,,,,140.2,70.3,,,,56,,131.6,,,76
2009-04-04 08:00:00,,91.3,,86,,,84,107,,,,108.8,63.8,,,,31,,123.5,,,61
2009-04-04 09:00:00,,137.6,,49,,,51,70,,,,69.2,63.8,,,,36,,119.1,,,74
2009-04-04 10:00:00,,171.6,,19,,,37,29,,,,55.6,55.1,,,,21,,108.9,,,69
2009-04-04 11:00:00,,65.2,,20,,,32,24,,,,39.5,50.8,,,,10,,102,,,62
2009-04-04 12:00:00,,19.2,,19,,,14,12,,,,22.4,38.7,,,,3,,86.1,,,64
2009-04-04 13:00:00,,23.6,,17,,,13,12,,,,18.8,30.5,,,,6,,75.7,,,65
2009-04-04 14:00:00,,12.3,,22,,,12,9,,,,19.4,27.6,,,,7,,51.8,,,60
2009-04-04 15:00:00,,20.1,,23,,,10,9,,,,17.9,25.4,,,,10,,47.6,,,47
2009-04-04 16:00:00,,20.1,,18,,,10,10,,,,23.8,24.5,,,,10,,38,,,43
2009-04-04 17:00:00,,19.3,,25,,,11,11,,,,26.5,27.6,,,,10,,37.7,,,28
2009-04-04 18:00:00,,18,,38,,,13,16,,,,44.8,49.3,,,,10,,37,,,41
2009-04-04 19:00:00,,36,,88,,,24,43,,,,91,173.4,,,,16,,37.1,,,31
2009-04-04 20:00:00,,64.6,,169,,,96,102,,,,96.5,144.7,,,,73,,37.1,,,23
2009-04-04 21:00:00,,80.1,,155,,,135,151,,,,115.8,90.4,,,,90,,44,,,43
2009-04-04 22:00:00,,40.5,,167,,,156,132,,,,93.3,76.4,,,,214,,60,,,53
2009-04-04 23:00:00,,44.4,,207,,,169,113,,,,102.7,71.3,,,,219,,67,,,73
2009-04-05 00:00:00,,91.4,,130,,,135,112,,,,133.4,67,,,,181,,83.7,,,58
2009-04-05 01:00:00,,105.6,,78,,,114,101,,,,122.9,61.7,,,,137,,82.5,,,53
2009-04-05 02:00:00,,133.3,,45,,,105,92,,,,151.9,59.5,,,,105,,79.8,,,73
2009-04-05 03:00:00,,113.6,,70,,,94,88,,,,126.2,58.1,,,,71,,75.3,,,73
2009-04-05 04:00:00,,88.4,,47,,,91,78,,,,128.1,56.3,,,,48,,65,,,55
2009-04-05 05:00:00,,59.5,,48,,,95,81,,,,112.9,60.2,,,,53,,63.5,,,75
2009-04-05 06:00:00,,26.8,,47,,,87,77,,,,152,55.3,,,,61,,59.9,,,64
2009-04-05 07:00:00,,30.6,,60,,,82,80,,,,145.7,55.3,,,,66,,62,,,60
2009-04-05 08:00:00,,33.3,,61,,,66,78,,,,98,54.9,,,,54,,66.7,,,61
2009-04-05 09:00:00,,26.1,,47,,,40,59,,,,77.3,52.2,,,,55,,66.4,,,58
2009-04-05 10:00:00,,19.5,,39,,,35,37,,,,60.4,45.3,,,,45,,65.6,,,59
2009-04-05 11:00:00,,25.5,,27,,,33,32,,,,44.6,41.3,,,,39,,64.1,,,73
2009-04-05 12:00:00,,25.8,,24,,,25,24,,,,23.4,33.3,,,,26,,60.5,,,65
2009-04-05 13:00:00,,15.6,,28,,,18,20,,,,21,29.2,,,,25,,58.8,,,56
2009-04-05 14:00:00,,12.4,,38,,,17,19,,,,22.8,23.9,,,,19,,54.9,,,39
2009-04-05 15:00:00,,20.7,,35,,,22,40,,,,25.6,27.5,,,,25,,54.7,,,31
2009-04-05 16:00:00,,19.7,,34,,,31,43,,,,22.9,30.7,,,,18,,54.1,,,31
2009-04-05 17:00:00,,18.6,,49,,,32,45,,,,24.3,33.9,,,,21,,52.1,,,26
2009-04-05 18:00:00,,11.8,,44,,,35,54,,,,31.5,65.4,,,,28,,47.4,,,20
2009-04-05 19:00:00,,6,,30,,,47,62,,,,50.4,152.8,,,,25,,50.5,,,22
2009-04-05 20:00:00,,19.6,,54,,,54,66,,,,60.7,100.4,,,,35,,57.5,,,25
2009-04-05 21:00:00,,66.4,,28,,,58,58,,,,67.1,64,,,,20,,57.4,,,26
2009-04-05 22:00:00,,135.5,,24,,,52,57,,,,60.8,58.9,,,,19,,57.2,,,24
2009-04-05 23:00:00,,40.2,,26,,,49,55,,,,79,62.2,,,,19,,63.2,,,25
2009-04-06 00:00:00,,15.5,,19,,,48,53,,,,85.9,52.8,,,,20,,77,,,23
2009-04-06 01:00:00,,0.7,,20,,,49,55,,,,74.8,56.1,,,,18,,71.4,,,19
2009-04-06 02:00:00,,1.8,,20,,,52,58,,,,68.6,57,,,,18,,58.5,,,20
2009-04-06 03:00:00,,5.5,,19,,,52,71,,,,70.4,56.8,,,,19,,54.8,,,23
2009-04-06 04:00:00,,5.3,,12,,,52,55,,,,73.1,73.4,,,,19,,46.2,,,39
2009-04-06 05:00:00,,12,,13,,,54,54,,,,75.8,71.3,,,,22,,44.1,,,44
2009-04-06 06:00:00,,20.8,,14,,,57,56,,,,81.4,85.4,,,,22,,39.2,,,25
2009-04-06 07:00:00,,24.6,,28,,,56,57,,,,89.7,92.1,,,,25,,37.6,,,31
2009-04-06 08:00:00,,42.9,,,,,55,58,,,,82.2,88.2,,,,29,,33.7,,,34
2009-04-06 09:00:00,,34.1,,5,,,61,62,,,,74,83.4,,,,32,,32.7,,,55
2009-04-06 10:00:00,,18.3,,4,,,64,69,,,,68.8,75.6,,,,37,,30.3,,,50
2009-04-06 11:00:00,,8.5,,1,,,66,70,,,,65.2,72.4,,,,35,,27.9,,,
2009-04-06 12:00:00,,2.5,,2,,,67,79,,,,54.1,66.7,,,,22,,22.2,,,26
2009-04-06 13:00:00,,,,4,,,64,74,,,,39.3,67.3,,,,11,,21.9,,,25
2009-04-06 14:00:00,,,,4,,,50,59,,,,38.8,44.9,,,,17,,21.2,,,15
2009-04-06 15:00:00,,,,10,,,33,42,,,,37.2,40.4,,,,18,,19.2,,,9
2009-04-06 16:00:00,,7.4,,11,,,31,41,,,,32.2,37,,,,16,,14.4,,,8
2009-04-06 17:00:00,,2.7,,10,,,34,20,,,,33.9,33,,,,25,,14.8,,,7
2009-04-06 18:00:00,,2.6,,12,,,29,24,,,,46.8,57.8,,,,21,,15.8,,,12
2009-04-06 19:00:00,,2.7,,24,,,58,40,,,,76.3,149.9,,,,21,,17.2,,,17
2009-04-06 20:00:00,,18.3,,48,,,67,57,,,,45.4,125.3,,,,23,,20.5,,,19
2009-04-06 21:00:00,,21,,87,,,72,61,,,,85.4,113.3,,,,36,,24.4,,,28
2009-04-06 22:00:00,,47.7,,43,,,75,61,,,,111.1,158.9,,,,43,,33.5,,,22
2009-04-06 23:00:00,,24.8,,22,,,63,61,,,,79.9,123.1,,,,34,,35.5,,,24
2009-04-07 00:00:00,,30.3,,20,,,78,61,,,,74.1,105.4,,,,25,,40,,,23
2009-04-07 01:00:00,,36.5,,23,,,56,55,,,,74.4,99.1,,,,31,,38.8,,,23
2009-04-07 02:00:00,,34.6,,25,,,55,61,,,,96.1,91.7,,,,43,,35.8,,,15
2009-04-07 03:00:00,,35.1,,27,,,78,59,,,,87.3,83,,,,43,,33.4,,,30
2009-04-07 04:00:00,,37.4,,31,,,68,54,,,,88.1,107.7,,,,38,,27.9,,,28
2009-04-07 05:00:00,,35.2,,37,,,56,57,,,,93.4,120.1,,,,34,,27.6,,,28
2009-04-07 06:00:00,,32.7,,38,,,67,53,,,,94.8,107,,,,40,,26.7,,,20
2009-04-07 07:00:00,,51.5,,54,,,80,50,,,,97.7,112.9,,,,50,,26.4,,,19
2009-04-07 08:00:00,,58.8,,23,,,94,56,,,,90.6,130.4,,,,44,,25.5,,,34
2009-04-07 09:00:00,,49.9,,27,,,67,60,,,,90.3,120.9,,,,36,,26.7,,,36
2009-04-07 10:00:00,,43.8,,31,,,77,72,,,,88.7,99.1,,,,33,,29.4,,,35
2009-04-07 11:00:00,,26.7,,25,,,50,66,,,,81.6,71.9,,,,27,,35.4,,,26
2009-04-07 12:00:00,,22.2,,21,,,43,57,,,,71,66,,,,22,,49.4,,,16
2009-04-07 13:00:00,,22.4,,20,,,34,45,,,,55.7,62.4,,,,7,,47.9,,,13
2009-04-07 14:00:00,,28,,24,,,35,43,,,,30.6,54,,,,5,,44.1,,,13
2009-04-07 15:00:00,,24.3,,23,,,30,32,,,,25.4,53.9,,,,14,,43.1,,,20
2009-04-07 16:00:00,,25.2,,24,,,29,28,,,,23,51.7,,,,15,,40.5,,,33
2009-04-07 17:00:00,,26.2,,24,,,31,28,,,,30.8,54.7,,,,17,,41.1,,,33
2009-04-07 18:00:00,,30.3,,31,,,46,38,,,,57.5,98.1,,,,29,,42.6,,,35
2009-04-07 19:00:00,,34.2,,37,,,45,51,,,,62.7,142.1,,,,53,,45.4,,,49
2009-04-07 20:00:00,,39.1,,43,,,39,56,,,,103.9,214.2,,,,92,,51.9,,,51
2009-04-07 21:00:00,,45.4,,36,,,51,59,,,,121.4,182.3,,,,56,,55.1,,,54
2009-04-07 22:00:00,,46.2,,29,,,67,91,,,,125.7,148.2,,,,41,,62.7,,,50
2009-04-07 23:00:00,,51.5,,33,,,81,83,,,,117.3,134.6,,,,39,,62.7,,,57
2009-04-08 00:00:00,,44.2,,38,,,70,79,,,,104.3,116.7,,,,37,,62.5,,,51
2009-04-08 01:00:00,,39.9,,41,,,70,76,,,,101.9,105.3,,,,34,,63.2,,,45
2009-04-08 02:00:00,,33.5,,43,,,69,71,,,,97.6,94.1,,,,38,,64.8,,,51
2009-04-08 03:00:00,,30.9,,43,,,65,62,,,,102.9,100,,,,48,,64.8,,,52
2009-04-08 04:00:00,,32,,45,,,63,55,,,,99.9,100.5,,,,48,,64.6,,,63
2009-04-08 05:00:00,,29.6,,49,,,75,54,,,,114,100.5,,,,42,,63.4,,,63
2009-04-08 06:00:00,,31.5,,57,,,72,59,,,,116.5,104.2,,,,36,,60.7,,,54
2009-04-08 07:00:00,,34.7,,57,,,78,54,,,,107.2,126.6,,,,39,,62.1,,,50
2009-04-08 08:00:00,,40.8,,54,,,66,59,,,,92.3,120,,,,37,,65.1,,,67
2009-04-08 09:00:00,,50.1,,44,,,54,72,,,,86.8,138.9,,,,33,,66.2,,,79
2009-04-08 10:00:00,,55.8,,36,,,38,62,,,,71.5,108.2,,,,29,,68.8,,,77
2009-04-08 11:00:00,,64.5,,37,,,34,50,,,,50.2,85.9,,,,31,,68.3,,,70
2009-04-08 12:00:00,,43.7,,34,,,22,33,,,,40.5,65.8,,,,22,,67,,,63
2009-04-08 13:00:00,,22.4,,51,,,21,22,,,,36.9,52.5,,,,12,,57.4,,,51
2009-04-08 14:00:00,,32.5,,30,,,17,22,,,,30.1,49.9,,,,13,,35.3,,,43
2009-04-08 15:00:00,,26.8,,29,,,15,20,,,,25.1,54.8,,,,19,,32.6,,,42
2009-04-08 16:00:00,,35.8,,30,,,13,17,,,,30.6,49.8,,,,14,,26.1,,,40
2009-04-08 17:00:00,,19.2,,36,,,16,17,,,,42.4,72.5,,,,16,,23.8,,,34
2009-04-08 18:00:00,,17.5,,28,,,18,19,,,,52,91,,,,17,,18.3,,,42
2009-04-08 19:00:00,,35.2,,42,,,38,33,,,,89.7,58.2,,,,17,,21.8,,,56
2009-04-08 20:00:00,,39.8,,51,,,35,52,,,,96.7,66.7,,,,20,,29.6,,,48
2009-04-08 21:00:00,,63,,20,,,55,59,,,,65.1,63.5,,,,38,,32.1,,,53
2009-04-08 22:00:00,,25,,26,,,67,51,,,,69.5,69.5,,,,53,,37.9,,,65
2009-04-08 23:00:00,,26.5,,34,,,66,93,,,,68.5,72.4,,,,58,,35.4,,,52
2009-04-09 00:00:00,,36.1,,27,,,55,69,,,,69.5,87.4,,,,51,,29.6,,,50
2009-04-09 01:00:00,,30.2,,24,,,54,61,,,,70.4,78.3,,,,64,,33.8,,,49
2009-04-09 02:00:00,,33.7,,23,,,57,59,,,,73.6,60.4,,,,39,,43.8,,,59
2009-04-09 03:00:00,,22.3,,23,,,56,49,,,,82.1,54.2,,,,41,,38.2,,,55
2009-04-09 04:00:00,,17.3,,28,,,56,42,,,,73.8,69.9,,,,40,,25.3,,,34
2009-04-09 05:00:00,,10.5,,28,,,60,40,,,,74.3,66,,,,46,,26.8,,,28
2009-04-09 06:00:00,,21.4,,53,,,82,48,,,,72.8,75.7,,,,43,,30.1,,,36
2009-04-09 07:00:00,,13.6,,42,,,71,51,,,,78.8,102.1,,,,42,,30.5,,,39
2009-04-09 08:00:00,,25,,49,,,54,53,,,,63.2,72.7,,,,45,,31.3,,,25
2009-04-09 09:00:00,,17.9,,51,,,47,41,,,,48.9,70.5,,,,48,,30.9,,,26
2009-04-09 10:00:00,,15.9,,43,,,41,38,,,,41.9,37.9,,,,29,,30,,,23
2009-04-09 11:00:00,,5.5,,27,,,38,35,,,,33.5,32.6,,,,18,,30.4,,,14
2009-04-09 12:00:00,,,,20,,,29,26,,,,27.9,34.1,,,,6,,31.2,,,9
2009-04-09 13:00:00,,,,10,,,25,25,,,,25.4,38.8,,,,5,,28.4,,,7
2009-04-09 14:00:00,,,,11,,,24,30,,,,23.9,31,,,,5,,22,,,17
2009-04-09 15:00:00,,,,19,,,20,19,,,,29.4,27.2,,,,9,,20.9,,,12
2009-04-09 16:00:00,,,,22,,,16,17,,,,25.9,29.5,,,,10,,18.1,,,9
2009-04-09 17:00:00,,,,16,,,19,21,,,,20.6,36.8,,,,5,,17.4,,,21
2009-04-09 18:00:00,,,,16,,,18,20,,,,27.4,27.3,,,,4,,15.6,,,23
2009-04-09 19:00:00,,,,30,,,29,28,,,,46.3,28.3,,,,21,,13.7,,,16
2009-04-09 20:00:00,,13.8,,124,,,42,43,,,,36.8,29.9,,,,26,,9.3,,,10
2009-04-09 21:00:00,,13.4,,148,,,42,50,,,,42.5,28,,,,49,,12.5,,,23
2009-04-09 22:00:00,,9.5,,100,,,55,54,,,,40.8,29.9,,,,24,,19.7,,,28
2009-04-09 23:00:00,,9.1,,45,,,52,64,,,,44.8,31.7,,,,22,,22.7,,,18
2009-04-10 00:00:00,,17,,46,,,44,49,,,,46,28.8,,,,29,,29.5,,,12
2009-04-10 01:00:00,,25.7,,26,,,40,34,,,,51,25.4,,,,31,,31.8,,,15
2009-04-10 02:00:00,,8.9,,28,,,46,31,,,,59.8,24.5,,,,24,,36.9,,,18
2009-04-10 03:00:00,,16.2,,27,,,37,33,,,,48.7,23.7,,,,21,,33.3,,,13
2009-04-10 04:00:00,,13.3,,28,,,36,47,,,,42.5,21.6,,,,21,,24.9,,,14
2009-04-10 05:00:00,,24.1,,24,,,39,44,,,,51,21,,,,23,,26.4,,,15
2009-04-10 06:00:00,,20,,21,,,44,45,,,,45.5,23,,,,29,,29.8,,,19
2009-04-10 07:00:00,,35.6,,18,,,52,61,,,,42.8,34.6,,,,33,,30.9,,,22
2009-04-10 08:00:00,,32.8,,15,,,60,41,,,,44.8,32.5,,,,31,,33.3,,,25
2009-04-10 09:00:00,,27.6,,3,,,55,50,,,,51.1,35.5,,,,26,,33.9,,,22
2009-04-10 10:00:00,,9,,6,,,53,45,,,,58.8,32.4,,,,17,,35.1,,,19
2009-04-10 11:00:00,,,,8,,,45,28,,,,59.3,32.2,,,,14,,35.5,,,19
2009-04-10 12:00:00,,,,8,,,35,26,,,,54.8,34.2,,,,13,,36.3,,,13
2009-04-10 13:00:00,,,,9,,,30,27,,,,44.3,31.1,,,,11,,33.1,,,11
2009-04-10 14:00:00,,,,4,,,24,23,,,,35.2,26,,,,11,,25.8,,,13
2009-04-10 15:00:00,,,,9,,,21,21,,,,27,22.3,,,,12,,23.2,,,13
2009-04-10 16:00:00,,,,8,,,18,17,,,,29.4,12.6,,,,11,,16.9,,,12
2009-04-10 17:00:00,,,,6,,,16,16,,,,27.1,,,,,9,,15.7,,,9
2009-04-10 18:00:00,,,,11,,,15,21,,,,28.5,,,,,11,,12.8,,,11
2009-04-10 19:00:00,,,,12,,,22,22,,,,27.2,,,,,16,,14.9,,,14
2009-04-10 20:00:00,,,,25,,,43,37,,,,29.2,,,,,18,,19.9,,,9
2009-04-10 21:00:00,,2.5,,26,,,32,31,,,,26.9,,,,,18,,20.3,,,12
2009-04-10 22:00:00,,5.8,,24,,,33,35,,,,28.2,,,,,19,,21.1,,,10
2009-04-10 23:00:00,,2.6,,19,,,29,24,,,,28.4,,,,,12,,20.5,,,9
2009-04-11 00:00:00,,7.2,,19,,,25,16,,,,27.4,,,,,16,,19.1,,,10
2009-04-11 01:00:00,,11.5,,16,,,19,13,,,,30.9,,,,,14,,19.2,,,20
2009-04-11 02:00:00,,13.7,,18,,,16,13,,,,29.3,,,,,15,,19.3,,,16
2009-04-11 03:00:00,,13.7,,17,,,17,13,,,,27.9,,,,,12,,17.6,,,10
2009-04-11 04:00:00,,12.2,,16,,,14,12,,,,30.6,,,,,10,,13.6,,,22
2009-04-11 05:00:00,,11.9,,19,,,16,13,,,,33.4,,,,,9,,15.9,,,17
2009-04-11 06:00:00,,12.6,,23,,,20,13,,,,34.9,,,,,12,,21.2,,,13
2009-04-11 07:00:00,,12.3,,18,,,19,14,,,,29,,,,,14,,21.5,,,8
2009-04-11 08:00:00,,14.7,,17,,,29,18,,,,26.3,,,,,16,,22.1,,,22
