Kod stacji,DsWrocWybCon,KpBydWarszaw,LdLodzCzerni,LdZgieMielcz,LuZielKrotka,MpKrakAlKras,MpKrakBulwar,MpKrakowWIOSPrad6115,MzWarWokalna,OpKKozBSmial,PdBialWaszyn,PkJasloWIOSFabr,PkPrzemyslWIOSMick,PkRzeszWIOSSzop,SlGliwicMewy,SlKatoKossut,SlZabSkloCur,WmOlsPuszkin,WpPoznPolank,WpKaliSawick,ZpSzczAndr01,ZpSzczPils02
2009-08-28 16:00:00,17,,20,16,,18,,12,9.5,11,0,,18.8,21,14,21,12,11.6,16.6,,17,6
2009-08-28 17:00:00,13,,22,24,,17,,19,8.5,9,7,,21,21,12,16,11,10.2,9.8,,12,5
2009-08-28 18:00:00,18,,25,24,,21,,16,8.3,10,11,,29.3,23,18,15,14,10.1,9.3,,13,9
2009-08-28 19:00:00,20,,27,24,,26,,29,8.2,16,12,,43,26,26,43,21,11.6,8.7,,15,25
2009-08-28 20:00:00,31,,24,12,,46,,44,11.6,22,10,,96.3,43,33,39,40,11.7,8.6,,13,26
2009-08-28 21:00:00,35,,25,21,,66,,57,12.5,23,8,,58.4,58,42,40,37,9.4,14.1,,13,29
2009-08-28 22:00:00,43,,30,24,,63,,65,15.4,25,20,,56.5,53,50,49,42,8,14.5,,17,32
2009-08-28 23:00:00,39,,35,26,,70,,49,20.7,31,19,,48,57,47,59,41,9,9.1,,16,18
2009-08-29 00:00:00,29,,34,25,,60,,38,36.6,34,13,,44.8,64,46,63,42,10.2,8.7,,20,20
2009-08-29 01:00:00,24,,32,26,,65,,47,23.9,32,11,,39.6,55,46,58,44,9.2,13.3,,6,16
2009-08-29 02:00:00,14,,26,25,,56,,54,25.9,29,8,,37.8,45,44,61,45,9.7,13.6,,6,12
2009-08-29 03:00:00,13,,30,26,,54,,45,20.2,33,10,,33.6,39,43,51,40,10.9,10.9,,9,20
2009-08-29 04:00:00,13,,33,25,,51,,39,27.5,32,11,,35.6,39,40,40,38,16.7,10.7,,9,12
2009-08-29 05:00:00,14,,36,19,,53,,,26.2,31,9,,32.5,38,29,36,31,10.5,16.4,,10,8
2009-08-29 06:00:00,10,,30,18,,50,,,29.5,22,11,,34.1,42,21,34,20,12,16.9,,10,5
2009-08-29 07:00:00,7,,28,13,,47,,33,29.3,19,13,,35.2,43,19,30,17,12.7,10.8,,10,10
2009-08-29 08:00:00,7,,20,17,,36,,26,27.7,17,13,,22.6,39,22,21,15,13.2,10.3,,10,8
2009-08-29 09:00:00,16,,19,7,,27,,21,33.2,16,13,,22.4,31,14,24,13,16.9,15.9,,,11
2009-08-29 10:00:00,13,,21,14,,27,,28,33.5,17,15,,21.1,24,20,11,12,16.2,16.3,,,9
2009-08-29 11:00:00,15,,14,12,,28,,28,36,12,23,,19.9,23,19,16,17,8.7,10.7,,16,15
2009-08-29 12:00:00,17,,17,3,,23,,15,11.8,10,20,,21.3,21,18,16,10,8.6,10.3,,13,10
2009-08-29 13:00:00,14,,17,5,,17,,3,19.4,11,23,,21.6,19,15,20,11,9,6.1,,9,7
2009-08-29 14:00:00,14,,15,1,,17,,5,15.8,16,21,,21.9,18,15,18,12,11.2,5.7,,9,8
2009-08-29 15:00:00,13,,18,3,,12,,9,16.7,14,28,,24.2,21,18,19,10,13.1,5.1,,13,6
2009-08-29 16:00:00,12,,16,10,,15,,8,20,16,20,,36.3,28,17,23,14,10.3,5,,11,4
2009-08-29 17:00:00,11,,13,13,,20,,15,10,13,10,,31.6,25,19,17,22,9.5,4.9,,8,3
2009-08-29 18:00:00,10,,13,15,,23,,14,10.3,16,5,,15,12,19,29,15,11.3,4.9,,8,4
2009-08-29 19:00:00,10,,20,14,,25,,12,12.8,17,3,,13.9,8,18,38,15,11.3,4.4,,8,8
2009-08-29 20:00:00,14,,23,11,,24,,19,14.2,11,4,,14.9,11,20,36,18,16,4.3,,8,6
2009-08-29 21:00:00,12,,22,9,,27,,26,12.9,19,4,,17.3,16,33,38,24,8.4,4.6,,8,6
2009-08-29 22:00:00,10,,26,10,,27,,26,22.4,16,6,,18.3,19,27,37,29,10.5,4.6,,7,5
2009-08-29 23:00:00,13,,20,11,,28,,,17.4,17,9,,20.6,16,31,43,25,12.4,4,,7,5
2009-08-30 00:00:00,14,,24,9,,31,,23,18.2,20,11,,20.7,13,29,41,22,13,3.9,,6,14
2009-08-30 01:00:00,11,,23,21,,29,,21,18.5,19,12,,19,12,28,43,19,13.7,2.6,,6,8
2009-08-30 02:00:00,10,,17,17,,28,,22,17.1,18,9,,19.7,12,23,36,16,13,2.5,,5,5
2009-08-30 03:00:00,11,,21,5,,27,,20,22,17,6,,20.9,15,19,29,13,10.2,2.2,,5,5
2009-08-30 04:00:00,10,,14,3,,27,,27,15.3,16,10,,23.3,19,23,25,12,10.2,2.2,,5,4
2009-08-30 05:00:00,7,,15,4,,28,,29,14.6,16,12,,25.2,23,18,23,8,12.3,7.9,,5,4
2009-08-30 06:00:00,9,,15,6,,32,,26,16.2,13,16,,25.9,23,14,18,8,9.8,8.3,,5,4
2009-08-30 07:00:00,12,,13,5,,31,,26,14.3,10,19,,27.2,26,13,17,11,8.5,7.2,,7,13
2009-08-30 08:00:00,8,,11,7,,27,,22,15.3,10,22,,27.3,26,13,15,15,11.1,7.1,,7,8
2009-08-30 09:00:00,6,,19,5,,22,,19,14.2,10,13,,21.7,23,14,15,10,12.1,9.6,,9,5
2009-08-30 10:00:00,8,,10,3,,17,,8,12,11,12,,20.5,21,14,15,5,9.5,9.7,,9,6
2009-08-30 11:00:00,11,,7,1,,14,,8,6.4,12,15,,19.3,14,11,14,4,6.5,7.2,,9,5
2009-08-30 12:00:00,10,,4,,,9,,8,6.1,10,8,,9.9,10,11,11,6,5.5,7,,9,4
2009-08-30 13:00:00,9,,5,5,,9,,8,7.7,15,8,,8.2,9,14,10,9,5,8.4,,9,3
2009-08-30 14:00:00,11,,5,1,,9,,6,10.4,13,7,,8.7,8,12,10,8,5.4,8.5,,11,4
2009-08-30 15:00:00,12,,7,3,,9,,3,17.4,13,6,,7,8,10,10,8,6.9,6,,11,3
2009-08-30 16:00:00,8,,9,6,,9,,3,12.8,11,5,,7.5,7,10,10,9,6.5,5.8,,9,4
2009-08-30 17:00:00,6,,6,7,,11,,9,11.3,9,6,,8.7,7,9,11,7,4.8,4.3,,10,7
2009-08-30 18:00:00,7,,7,11,,11,,19,12.3,9,9,,11,6,8,15,10,4.2,4.2,,13,6
2009-08-30 19:00:00,8,,10,15,,15,,33,14.1,10,8,,18.3,5,10,14,12,4.4,5,,13,3
2009-08-30 20:00:00,11,,10,19,,22,,20,13.6,9,11,,22.3,5,21,23,35,7.4,5.1,,8,6
2009-08-30 21:00:00,15,,9,14,,25,,27,20.9,8,14,,20.7,11,21,26,35,9.6,12.6,,9,14
2009-08-30 22:00:00,13,,16,17,,20,,16,20.8,12,,,16.1,18,29,46,,9.5,13.1,,11,9
2009-08-30 23:00:00,17,,23,7,,22,,20,14.9,18,13,,13.4,14,21,33,29,9.3,8.5,,8,7
2009-08-31 00:00:00,13,,15,10,,20,,22,21.9,14,11,,12.6,11,21,24,19,11.4,8.1,,8,17
2009-08-31 01:00:00,17,,16,12,,18,,13,20.8,16,9,,12.4,13,21,24,18,12.4,9.2,,7,10
2009-08-31 02:00:00,16,,15,7,,19,,20,13.8,18,6,,10.8,13,20,24,17,10.5,9.2,,7,10
2009-08-31 03:00:00,21,,11,6,,18,,19,14,18,5,,11.4,13,25,23,18,9.1,8,,6,7
2009-08-31 04:00:00,18,,7,5,,17,,9,12.3,20,8,,12,12,26,28,20,8.5,7.9,,6,5
2009-08-31 05:00:00,24,,6,7,,21,,10,16.5,23,10,,13.3,10,28,26,19,7.9,8.2,,7,4
2009-08-31 06:00:00,25,,10,12,,29,,15,12.3,18,16,,14.2,8,26,32,25,10.9,8.2,,7,5
2009-08-31 07:00:00,19,,11,13,,32,,19,11.5,23,19,,16.5,10,31,22,25,12.4,14.4,,9,13
2009-08-31 08:00:00,25,,11,15,,27,,18,16.6,26,14,,19.4,11,24,25,26,9.6,14.8,,9,7
2009-08-31 09:00:00,19,,11,11,,22,,14,18,22,14,,14.8,14,19,22,18,10.5,19.4,,12,9
2009-08-31 10:00:00,17,,15,6,,20,,5,11.8,19,13,,10.3,18,20,20,15,13.1,19.9,,12,18
2009-08-31 11:00:00,15,,14,10,,16,,5,15.9,18,15,,9.9,18,25,16,11,12,24.9,,11,15
2009-08-31 12:00:00,16,,10,1,,13,,7,12.7,17,11,,8.1,12,16,19,9,8.8,25.3,,11,10
2009-08-31 13:00:00,6,,10,9,,12,,7,18.8,20,10,,8.2,7,15,16,5,,14.6,,9,14
2009-08-31 14:00:00,8,,9,4,,15,,5,8.4,18,11,,9.2,10,13,10,6,,13.6,,,11
2009-08-31 15:00:00,15,,11,5,,13,,5,10.5,10,11,,11,12,10,10,6,4.7,9.3,,17,14
2009-08-31 16:00:00,13,,8,6,,14,,6,12.3,8,10,,12.1,12,8,10,9,4,8.9,,14,9
2009-08-31 17:00:00,12,,8,6,,11,,5,12.7,7,15,,16.5,13,8,11,9,3.1,5.4,,18,7
2009-08-31 18:00:00,12,,8,11,,13,,5,12.4,9,16,,28.8,12,11,12,13,1.4,5,,15,6
2009-08-31 19:00:00,9,,9,21,,21,,33,21.3,12,20,,45.3,10,18,28,23,3.1,4.1,,12,7
2009-08-31 20:00:00,9,,10,32,,35,,39,24.4,12,17,,42.9,26,31,36,54,6.9,4,,13,17
2009-08-31 21:00:00,13,,19,32,,42,,44,33,10,29,,44.4,55,51,36,47,12.5,12.6,,16,12
2009-08-31 22:00:00,14,,22,26,,36,,40,32.7,10,20,,53.8,71,45,29,36,27.6,13.4,,16,16
2009-08-31 23:00:00,19,,22,13,,33,,38,21.8,15,21,,40.5,65,38,25,33,18.3,13.2,,12,18
2009-09-01 00:00:00,15,,23,7,,32,,32,23.6,22,20,,34,46,39,35,29,16,13.2,,12,25
2009-09-01 01:00:00,17,,20,11,,32,,28,25,26,18,,32.7,36,43,34,30,15.8,20.4,,13,19
2009-09-01 02:00:00,26,,17,13,,34,,28,22.3,23,11,,30.7,31,41,33,29,13.4,21.1,,13,27
2009-09-01 03:00:00,21,,17,16,,34,,23,27.5,32,12,,26.9,25,43,31,30,11.4,21.4,,17,21
2009-09-01 04:00:00,26,,26,16,,34,,20,20.2,30,18,,23.8,22,53,30,27,10.2,21.4,,17,13
2009-09-01 05:00:00,26,,24,18,,36,,28,21.7,33,21,,25.9,20,50,29,25,16.7,12.7,,14,10
2009-09-01 06:00:00,32,,25,19,,52,,39,29.1,39,18,,32.7,18,45,25,24,13.6,12,,14,12
2009-09-01 07:00:00,32,,26,19,,61,,52,29.1,37,22,,28.2,28,48,25,20,13.8,18.6,,13,12
2009-09-01 08:00:00,32,,29,20,,57,,36,26.5,34,26,,29.8,40,41,24,21,20.9,19.1,,13,27
2009-09-01 09:00:00,21,,32,21,,45,,26,16.2,41,15,,33.2,34,24,19,17,19.7,16.5,,12,23
2009-09-01 10:00:00,24,,24,16,,29,,19,10.7,47,20,,22.2,23,25,10,15,18.8,16.3,,17,18
2009-09-01 11:00:00,29,,16,16,,20,,16,16.8,24,9,,19.3,16,21,15,12,21.8,17.2,,11,11
2009-09-01 12:00:00,19,,16,7,,15,,13,16.9,26,11,,15,14,15,15,11,17.6,17.3,,16,10
2009-09-01 13:00:00,12,,16,7,,15,,11,10.2,15,11,,12.7,12,15,17,9,16.9,11.3,,18,15
2009-09-01 14:00:00,11,,14,9,,15,,9,12.1,14,12,,13.1,10,16,16,8,13.5,10.8,,15,10
2009-09-01 15:00:00,11,,14,10,,13,,7,17.1,15,14,,14.6,14,16,14,11,18,7.1,,18,7
2009-09-01 16:00:00,11,,13,10,,14,,7,18.7,13,13,,15.3,18,18,17,10,17.8,6.8,,18,5
2009-09-01 17:00:00,12,,13,14,,13,,11,15.4,11,12,,17.4,16,16,18,13,15.7,5.2,,11,4
2009-09-01 18:00:00,11,,19,17,,16,,10,21.2,11,10,,25,14,30,21,16,18.4,5,,17,4
2009-09-01 19:00:00,22,,12,19,,22,,22,18.6,11,16,,50.9,18,29,31,23,16.1,7.3,,14,2
2009-09-01 20:00:00,28,,15,17,,30,,31,22.9,11,16,,64.6,27,45,31,28,16.3,7.5,,13,4
2009-09-01 21:00:00,26,,21,8,,35,,32,25.9,10,19,,70.4,35,39,28,34,14.3,19.4,,12,13
2009-09-01 22:00:00,23,,18,14,,42,,35,22.8,18,18,,80.7,27,38,31,34,16.8,20.2,,17,22
2009-09-01 23:00:00,19,,13,13,,43,,32,23.8,22,19,,90.2,22,39,36,36,18.1,18.2,,15,32
2009-09-02 00:00:00,22,,20,13,,40,,56,32,21,18,,82.6,32,48,41,40,13.4,18,,13,23
2009-09-02 01:00:00,16,,21,17,,38,,,27.2,34,20,,80.6,33,48,43,37,16.9,15.3,,18,17
2009-09-02 02:00:00,20,,21,17,,42,,,26.3,31,17,,80.5,33,52,45,35,18.9,15.1,,19,16
2009-09-02 03:00:00,14,,26,20,,36,,27,25,22,18,,70.5,36,51,38,33,15.7,11,,15,24
2009-09-02 04:00:00,18,,26,20,,37,,26,21.4,24,19,,72.3,39,52,40,37,20.3,10.7,,16,27
2009-09-02 05:00:00,19,,24,22,,42,,31,26.6,33,20,,64.1,41,45,34,35,20,14.6,,12,16
2009-09-02 06:00:00,15,,24,23,,52,,35,22.8,32,13,,54.6,40,44,29,32,16,14.9,,17,16
2009-09-02 07:00:00,24,,25,26,,54,,36,24.3,41,12,,43.1,40,43,,30,16.6,25.7,,17,13
2009-09-02 08:00:00,22,,33,29,,61,,34,24.7,34,13,,40.6,37,35,,35,20.5,26.5,,21,23
2009-09-02 09:00:00,13,,30,34,,40,,34,25.5,29,12,,39.1,36,31,,33,16.5,22.3,,17,15
2009-09-02 10:00:00,14,,36,32,,21,,20,21,19,13,,28.2,33,23,,21,19.6,22,,16,27
2009-09-02 11:00:00,,,34,30,,18,,17,17.9,28,15,,18,28,20,,19,14.1,18.8,,16,26
2009-09-02 12:00:00,,,29,29,,19,,26,14.1,16,18,,12.7,25,17,,10,18,18.6,,15,15
2009-09-02 13:00:00,,,29,29,,21,,28,22,17,8,,12.8,22,17,15,11,16.5,15.4,,13,15
2009-09-02 14:00:00,22,,30,28,,25,,23,14.3,11,7,,13.5,19,13,19,14,17.9,15.1,,10,10
2009-09-02 15:00:00,15,,34,31,,23,,22,20.7,10,8,,13.1,16,11,23,11,19,9,,11,
2009-09-02 16:00:00,16,,30,20,,20,,22,17.2,9,11,,14.1,16,10,21,8,18.8,8.5,,10,4
2009-09-02 17:00:00,17,,30,18,,20,,18,18.8,8,9,,17.7,19,9,23,7,24.7,10,,10,2
2009-09-02 18:00:00,15,,21,21,,19,,28,28.7,15,9,,38.2,22,10,13,9,27.2,10.1,,11,1
2009-09-02 19:00:00,13,,28,20,,26,,43,19.2,9,12,,60.1,32,20,23,18,27.3,14.1,,10,1
2009-09-02 20:00:00,19,,31,27,,38,,45,28.7,11,35,,93.3,42,19,29,29,29.7,14.4,,6,4
2009-09-02 21:00:00,16,,24,29,,48,,58,31,18,26,,70.4,34,38,24,44,29.2,18.8,,8,8
2009-09-02 22:00:00,9,,35,32,,53,,54,31.8,23,24,,69.2,24,36,32,35,42.9,19.1,,18,15
2009-09-02 23:00:00,20,,58,18,,62,,59,32.2,27,20,,78,20,42,39,38,35,17,,18,27
2009-09-03 00:00:00,20,,62,23,,57,,52,25.2,32,12,,75.6,25,43,49,39,30.5,16.8,,6,29
2009-09-03 01:00:00,19,,63,22,,50,,37,31,27,21,,79.4,32,41,47,52,29.1,29.6,,6,26
2009-09-03 02:00:00,19,,38,20,,43,,35,30.4,26,11,,79,37,38,52,35,28.3,30.5,,17,30
2009-09-03 03:00:00,21,,51,20,,41,,,39.9,25,16,,74.3,46,42,46,31,25.9,23.4,,17,16
2009-09-03 04:00:00,25,,30,15,,43,,,42.3,23,10,,67.5,46,51,43,34,26,22.5,,17,11
2009-09-03 05:00:00,21,,35,20,,58,,47,35.2,22,11,,62.8,37,59,46,35,28.7,26.5,,11,8
2009-09-03 06:00:00,29,,48,33,,68,,45,30.4,38,18,,63.3,34,66,46,34,29.3,26.7,,16,10
2009-09-03 07:00:00,32,,53,44,,68,,43,31.9,36,16,,43.3,46,65,44,35,26.4,26.5,,11,13
2009-09-03 08:00:00,39,,59,28,,61,,58,28.4,49,12,,36.5,52,64,42,34,27.6,26.5,,22,10
2009-09-03 09:00:00,42,,57,24,,49,,46,24.5,64,12,,29.2,43,39,34,29,26.3,18.9,,26,26
2009-09-03 10:00:00,37,,52,29,,36,,35,26.5,56,12,,15.3,29,31,32,29,20.9,18.3,,24,
2009-09-03 11:00:00,37,,53,33,,25,,25,45.6,40,12,,14.8,18,,31,22,27.3,26.8,,21,
2009-09-03 12:00:00,26,,53,28,,18,,25,19.1,43,16,,15.3,21,,30,23,25.3,27.4,,,8
2009-09-03 13:00:00,26,,33,28,,19,,17,17.2,24,12,,15.9,22,,28,26,26.2,27.5,,15,7
2009-09-03 14:00:00,22,,25,30,,27,,23,22.4,20,18,,17.1,19,,26,26,21.1,27.5,,11,13
2009-09-03 15:00:00,26,,28,12,,18,,22,21.8,19,19,,17.2,21,,20,20,16.6,18.1,,11,8
2009-09-03 16:00:00,13,,27,24,,25,,23,25.4,28,17,,17.1,24,22,18,22,15.5,17.4,,10,6
2009-09-03 17:00:00,12,,23,15,,28,,29,27.6,19,14,,19.9,25,25,21,25,15.8,11,,10,5
2009-09-03 18:00:00,8,,22,23,,29,,33,28.1,23,16,,31.6,25,26,20,23,11.6,10.5,,9,3
2009-09-03 19:00:00,8,,24,26,,40,,66,29.3,26,22,,68.3,28,29,32,32,12.6,21.6,,9,3
2009-09-03 20:00:00,12,,27,24,,40,,65,33.6,22,25,,98.1,36,16,33,26,16.3,22.4,,8,4
2009-09-03 21:00:00,9,,29,5,,49,,72,31.3,7,16,,120.9,47,12,13,7,17.4,15.2,,8,5
2009-09-03 22:00:00,6,,12,,,31,,,16.8,4,18,,95.9,42,8,7,3,15.2,14.6,,4,11
2009-09-03 23:00:00,6,,10,4,,6,,,2.1,4,16,,82.2,28,6,6,3,11.6,9.6,,4,7
2009-09-04 00:00:00,9,,12,4,,6,,,4,6,17,,83.5,25,6,9,6,9.3,9.2,,4,14
2009-09-04 01:00:00,8,,10,5,,6,,,8.5,5,23,,71.3,30,8,10,4,8.7,8.7,,4,9
2009-09-04 02:00:00,6,,10,2,,5,,4,12.1,6,22,,52.5,26,8,9,6,8.4,8.6,,10,12
2009-09-04 03:00:00,10,,4,,,6,,5,11.4,7,27,,23.5,12,8,9,4,7,6.6,,9,9
2009-09-04 04:00:00,9,,4,1,,8,,5,8.2,6,28,,11.5,5,11,9,8,7.6,6.4,,9,5
2009-09-04 05:00:00,9,,5,1,,10,,3,9,6,30,,8.9,4,11,7,10,5.8,4,,6,4
2009-09-04 06:00:00,12,,5,4,,18,,3,9.4,6,12,,7,4,8,9,11,3.1,3.8,,6,5
2009-09-04 07:00:00,13,,5,5,,18,,3,4.5,8,10,,8.8,10,7,13,9,4.8,3.6,,5,4
2009-09-04 08:00:00,13,,6,5,,22,,7,4.8,7,11,,9,14,7,13,8,8.5,3.6,,5,10
2009-09-04 09:00:00,13,,11,,,39,,10,6.4,5,11,,9.1,12,7,10,4,11.3,2.4,,8,13
2009-09-04 10:00:00,12,,11,,,28,,10,8.6,,15,,7.2,11,5,10,5,10.6,2.3,,11,8
2009-09-04 11:00:00,11,,13,11,,23,,8,11.2,,5,,7.7,10,6,9,3,7.8,1.9,,12,4
2009-09-04 12:00:00,12,,13,3,,20,,9,8.6,,5,,9.7,9,8,9,10,10.9,1.8,,10,5
2009-09-04 13:00:00,13,,13,12,,22,,12,6.9,,7,,19.3,7,7,9,7,10.9,1.5,,4,9
2009-09-04 14:00:00,12,,13,7,,19,,11,10.5,,8,,8.8,8,7,12,8,7.6,1.5,,5,
2009-09-04 15:00:00,11,,9,4,,17,,8,12.2,,8,,16,10,9,13,7,8.2,1.4,,7,9
2009-09-04 16:00:00,10,,8,4,,18,9,5,10.2,,9,,10.7,9,10,13,9,7.3,1.4,,6,7
2009-09-04 17:00:00,9,,11,1,,27,16,5,17.7,,8,,15.7,11,8,17,11,7.6,2.5,,6,5
2009-09-04 18:00:00,8,31.2,8,6,,18,13,7,10.1,,9,,20.3,12,10,22,12,9.7,2.5,,4,5
2009-09-04 19:00:00,5,15.8,8,10,,16,14,8,11.1,,17,,19.4,11,13,22,13,10.5,3.5,,4,3
2009-09-04 20:00:00,6,2.1,15,9,,18,15,15,15.4,,17,,13.7,25,16,17,14,8.8,3.6,,4,3
2009-09-04 21:00:00,10,1,15,8,,17,15,11,13.2,,13,,14.3,32,17,16,10,8.7,4,,4,5
2009-09-04 22:00:00,10,1.9,9,4,,15,22,15,15.9,,16,,12.4,24,15,20,15,10.4,4,,6,7
2009-09-04 23:00:00,9,6.6,10,9,,18,20,13,9.4,,17,,11.5,17,22,17,13,10.1,6.7,,6,11
2009-09-05 00:00:00,7,6,12,5,,18,15,16,9.3,,18,,13.3,10,19,25,14,10.1,6.9,,8,20
2009-09-05 01:00:00,6,2.3,12,5,,18,16,14,10.7,,16,,3.8,12,20,23,10,15.3,5.8,,8,12
2009-09-05 02:00:00,6,2.5,16,5,,18,17,10,9.3,,21,,5.5,11,17,22,11,11.9,5.7,,8,15
2009-09-05 03:00:00,6,1.7,12,15,,18,19,14,4.5,,13,,5.3,9,11,13,7,11.6,5.2,,10,15
2009-09-05 04:00:00,3,5.3,12,7,,24,21,14,0.6,,12,,7.8,10,7,10,7,12.4,5.1,,10,8
2009-09-05 05:00:00,,7.9,16,10,,15,15,9,2.2,,11,,10.3,11,5,6,4,14.1,4.8,,10,
2009-09-05 06:00:00,2,,17,5,,8,8,5,6.9,,16,,11,11,6,3,3,18.9,4.7,,10,
2009-09-05 07:00:00,4,,11,,,7,4,3,8.1,,18,,10.3,10,4,3,6,16,4.2,,13,
2009-09-05 08:00:00,7,3.9,7,4,,9,5,3,9.4,,13,,11,9,5,6,6,16.4,4.1,,13,
2009-09-05 09:00:00,8,5.2,7,3,,9,7,4,5.9,,12,,12.3,8,7,10,9,14.1,4.3,,13,
2009-09-05 10:00:00,5,2,10,5,,9,6,3,3.8,,12,,9.6,7,10,13,7,13.9,4.3,,13,
2009-09-05 11:00:00,5,,8,4,,11,9,3,3.3,,12,,10.4,5,10,12,6,13.9,9.3,,9,
2009-09-05 12:00:00,6,,8,4,,11,9,6,2.2,,9,,7.2,4,9,9,4,13.2,9.7,,11,
2009-09-05 13:00:00,8,5.9,10,7,,9,7,5,7.2,,8,,7.7,4,10,8,9,9.8,6.3,,9,14
2009-09-05 14:00:00,8,10.2,10,7,,8,6,6,12,,9,,8.5,6,9,8,8,4.8,6,,9,8
2009-09-05 15:00:00,6,4.9,7,10,,9,7,6,11.6,,4,,7.9,7,8,9,8,4.9,12.2,,6,6
2009-09-05 16:00:00,5,8,9,7,,9,6,3,7.7,,3,,7.9,8,9,9,4,8.3,12.6,,9,5
2009-09-05 17:00:00,7,13.7,10,8,,10,9,3,3.8,,6,,11.5,8,8,7,8,7.8,7.5,,11,3
2009-09-05 18:00:00,9,2,10,9,,12,10,7,5.3,,15,,18.9,8,10,9,10,7,7.1,,11,3
2009-09-05 19:00:00,7,5.8,10,8,,13,9,8,6.2,,13,,23.2,8,12,10,9,7.7,6.1,,8,4
2009-09-05 20:00:00,6,4.5,13,7,,12,10,8,6.5,,13,,19.5,7,9,11,9,7.2,6,,8,4
2009-09-05 21:00:00,6,,12,6,,12,12,10,8.8,,12,,16.8,7,9,13,9,4.2,5.8,,6,6
2009-09-05 22:00:00,8,,12,4,,13,12,9,5.5,,15,,17,9,12,15,10,2,5.7,,6,14
2009-09-05 23:00:00,9,4.9,12,4,,12,13,9,7,,12,,14.2,11,11,13,9,3.9,6.2,,9,8
2009-09-06 00:00:00,8,4.4,10,3,,12,12,12,9,,15,,12.7,13,10,12,8,6.1,6.2,,9,9
2009-09-06 01:00:00,7,,10,4,,11,11,12,8,,13,,12.4,16,11,11,9,5.5,5.9,,8,7
2009-09-06 02:00:00,8,,10,5,,12,12,10,6.7,,11,,11.7,15,11,11,8,6.1,5.9,,8,12
2009-09-06 03:00:00,8,,9,4,,11,12,9,8,,15,,12.4,12,10,12,7,7.3,4.9,,6,9
2009-09-06 04:00:00,5,,15,4,,12,13,10,7.7,,8,,12.1,12,11,11,7,7.3,4.8,,6,7
2009-09-06 05:00:00,9,,9,5,,13,12,7,6.3,,10,,12.8,13,17,10,8,8.5,2.6,,8,10
2009-09-06 06:00:00,9,3.3,9,7,,11,10,8,10.4,,12,,13.4,13,7,12,8,10,2.4,,8,7
2009-09-06 07:00:00,6,2.9,9,6,,10,10,8,10.8,,10,,14.6,13,8,11,11,9.6,2.1,,7,6
2009-09-06 08:00:00,8,2.8,9,6,,12,10,6,9.9,,7,,13,12,10,13,9,7.1,2,,7,9
2009-09-06 09:00:00,8,4.6,9,2,,12,11,6,7.8,,9,,13.7,10,9,12,7,6,9.9,,7,5
2009-09-06 10:00:00,9,7.4,7,6,,12,12,6,7.8,,10,,11.9,9,9,11,7,6.1,10.5,,7,6
2009-09-06 11:00:00,5,5.2,7,6,,13,12,8,7.4,,7,,10.5,9,10,10,5,5.7,7.2,,7,13
2009-09-06 12:00:00,7,3.3,5,4,,14,12,11,4.6,,8,,8.9,9,10,8,5,7.3,6.9,,9,8
2009-09-06 13:00:00,9,9,8,1,,14,12,10,8.8,,10,,9.3,8,10,7,6,8.1,5.9,,9,7
2009-09-06 14:00:00,7,25.2,9,10,,14,10,9,12.1,,10,,12.3,10,10,8,5,4.6,5.8,,8,17
2009-09-06 15:00:00,8,11.9,9,10,,13,11,7,9.4,,10,,12.1,11,9,7,4,2.8,3.7,,8,10
2009-09-06 16:00:00,8,3.2,7,16,,14,11,5,7.6,,7,,10.8,10,8,8,4,4.5,3.5,,9,7
2009-09-06 17:00:00,6,3,7,18,,16,12,6,8.5,,3,,12.9,7,6,9,6,5.8,3.1,,9,6
2009-09-06 18:00:00,5,1.9,9,10,,18,13,8,10,,5,,16.6,5,9,8,9,7.6,3,,11,6
2009-09-06 19:00:00,7,4.6,11,7,,19,15,10,9.3,,8,,18.7,8,12,7,8,7.5,7.6,,11,8
2009-09-06 20:00:00,7,7.6,13,7,,19,16,20,10.3,,8,,18.7,10,12,8,9,1.8,7.9,,11,7
2009-09-06 21:00:00,10,8.3,13,4,,22,19,18,13.3,,8,,16.2,7,13,12,10,1.2,13.3,,11,16
2009-09-06 22:00:00,12,11.8,13,5,,20,17,18,,,5,,13.6,7,12,13,9,3.6,13.7,,11,14
2009-09-06 23:00:00,10,6.7,10,6,,20,18,18,,,2,,11.8,8,9,14,8,4.1,9.2,,11,15
2009-09-07 00:00:00,8,7.7,8,6,,18,19,9,9.8,,5,,12.2,9,12,13,9,6.2,8.9,,10,10
2009-09-07 01:00:00,9,6,8,7,,18,17,9,17.1,,8,,11.7,12,14,10,8,6.8,7.2,,10,11
2009-09-07 02:00:00,9,6.7,16,8,,17,16,11,15.3,,8,,12,13,13,9,7,7.3,7.1,,20,19
2009-09-07 03:00:00,11,3.9,15,6,,16,15,11,10.1,,8,,12.1,12,11,9,7,8.6,5.7,,15,12
2009-09-07 04:00:00,18,5.2,14,7,,14,15,11,8.9,,11,,13.5,12,12,9,8,10.2,5.5,,14,7
2009-09-07 05:00:00,15,5.6,12,8,,19,14,11,17.9,,13,,13.9,12,12,15,9,8.3,9.4,,14,7
2009-09-07 06:00:00,15,6.8,18,10,,27,14,9,16.1,,12,,15.9,13,11,16,8,7.3,9.7,,13,16
