Kod stacji,KpBydWarszaw,MpKrakBulwar,MpKrakowWIOSPrad6115,PkJasloWIOSFabr,PkPrzemyslWIOSMick,Pm.a09a,WpPoznPolank,ZpSzczPils02
2008-10-15 09:00:00,,49,61,,75.26,,23.9,28
2008-10-15 10:00:00,,45,43,,69.39,,28.3,28
2008-10-15 11:00:00,,36,33,,63.17,,38.5,28
2008-10-15 12:00:00,,34,39,,64.74,,36.5,21
2008-10-15 13:00:00,,39,34,,51.71,,31.8,20
2008-10-15 14:00:00,,38,37,,54.91,,31.6,20
2008-10-15 15:00:00,,41,40,,70.29,,30.9,20
2008-10-15 16:00:00,,66,43,,69,,30.1,20
2008-10-15 17:00:00,,74,46,,,,27.9,20
2008-10-15 18:00:00,,102,48,,107.15,,28.5,20
2008-10-15 19:00:00,,83,85,,116.09,,29.9,20
2008-10-15 20:00:00,,59,69,,,,30.2,20
2008-10-15 21:00:00,,58,86,,144.38,,30.8,20
2008-10-15 22:00:00,,62,95,,118.48,,30.9,20
2008-10-15 23:00:00,,60,110,,107.25,,30.8,20
2008-10-16 00:00:00,,61,88,,80.1,,32.3,20
2008-10-16 01:00:00,,65,72,,62.85,,35.8,20
2008-10-16 02:00:00,,65,60,,,,33.7,20
2008-10-16 03:00:00,,63,53,,45.71,,28.9,20
2008-10-16 04:00:00,,60,52,,,,29.3,20
2008-10-16 05:00:00,,58,50,,,,30.3,20
2008-10-16 06:00:00,,58,51,,56.55,,27.9,20
2008-10-16 07:00:00,,65,51,,71.16,,22.3,20
2008-10-16 08:00:00,,61,56,,92.8,,23.3,20
2008-10-16 09:00:00,,67,62,,,,25.6,20
2008-10-16 10:00:00,,48,47,,49.81,,22.7,
2008-10-16 11:00:00,,35,33,,39.07,,15.7,
2008-10-16 12:00:00,,32,28,,,,14.1,17
2008-10-16 13:00:00,,37,27,,41.7,,10.2,16
2008-10-16 14:00:00,,28,22,,53.43,,9,16
2008-10-16 15:00:00,,26,26,,,,6.2,16
2008-10-16 16:00:00,,31,27,,,,5.8,16
2008-10-16 17:00:00,,33,21,,76.16,,4.6,16
2008-10-16 18:00:00,,45,24,,,,7.4,16
2008-10-16 19:00:00,,35,17,,85.96,,13.8,16
2008-10-16 20:00:00,,17,17,,,,14.8,16
2008-10-16 21:00:00,,20,21,,79.42,,17.1,16
2008-10-16 22:00:00,,21,20,,84.82,,16.5,16
2008-10-16 23:00:00,,27,17,,80.51,,14.8,16
2008-10-17 00:00:00,,7,3,,,,12.9,16
2008-10-17 01:00:00,,3,3,,72.32,,8.2,16
2008-10-17 02:00:00,,3,3,,67.43,,7.4,16
2008-10-17 03:00:00,,3,4,,25.85,,5.5,16
2008-10-17 04:00:00,,3,3,,19.24,,5.1,16
2008-10-17 05:00:00,,3,3,,11.55,,4.1,16
2008-10-17 06:00:00,,3,3,,6.63,,3.7,16
2008-10-17 07:00:00,,3,3,,8.14,,2.6,16
2008-10-17 08:00:00,,4,3,,9.95,,2.2,16
2008-10-17 09:00:00,,4,3,,11.61,,1.3,16
2008-10-17 10:00:00,,5,3,,14.6,,2.6,16
2008-10-17 11:00:00,,5,4,,18.06,,5.6,16
2008-10-17 12:00:00,,6,4,,20.61,,5.1,11
2008-10-17 13:00:00,,7,7,,18.87,,3.8,10
2008-10-17 14:00:00,,7,5,,16.2,,3.7,10
2008-10-17 15:00:00,,5,4,,,,3.3,10
2008-10-17 16:00:00,,8,8,,17.94,,3.2,10
2008-10-17 17:00:00,,11,10,,25.43,,2.9,10
2008-10-17 18:00:00,,12,11,,,,5.8,10
2008-10-17 19:00:00,,14,15,,50.6,,12.7,10
2008-10-17 20:00:00,,11,9,,34.47,,11.9,10
2008-10-17 21:00:00,,6,6,,23.3,,9.9,10
2008-10-17 22:00:00,,9,10,,23.34,,9.2,10
2008-10-17 23:00:00,,15,14,,22.48,,7.5,10
2008-10-18 00:00:00,,15,14,,18.17,,10.1,10
2008-10-18 01:00:00,,10,11,,15.83,,16.2,10
2008-10-18 02:00:00,,11,10,,15.57,,13.9,10
2008-10-18 03:00:00,,12,10,,15.54,,8.9,10
2008-10-18 04:00:00,,14,12,,17.24,,8.3,10
2008-10-18 05:00:00,,16,13,,,,6.8,10
2008-10-18 06:00:00,,17,15,,19.27,,7.7,10
2008-10-18 07:00:00,,17,21,,18.44,,9.6,10
2008-10-18 08:00:00,,18,19,,21.55,,8.4,10
2008-10-18 09:00:00,,17,14,,23.4,,5.4,10
2008-10-18 10:00:00,,16,14,,26.61,,8.2,10
2008-10-18 11:00:00,,12,13,,,,14.8,10
2008-10-18 12:00:00,,10,8,,26.49,,13.9,12
2008-10-18 13:00:00,,6,5,,,,11.1,12
2008-10-18 14:00:00,,6,6,,23.61,,9.7,12
2008-10-18 15:00:00,,7,6,,22.26,,6.2,12
2008-10-18 16:00:00,,10,7,,41.42,,8.1,12
2008-10-18 17:00:00,,42,12,,37.7,,12.5,12
2008-10-18 18:00:00,,111,38,,78.7,,15.6,12
2008-10-18 19:00:00,,82,128,,,,22.8,12
2008-10-18 20:00:00,,106,123,,182.95,,24.6,12
2008-10-18 21:00:00,,150,127,,114.28,,28.7,12
2008-10-18 22:00:00,,146,99,,79.51,,27.6,12
2008-10-18 23:00:00,,165,87,,88.6,,24.7,12
2008-10-19 00:00:00,,145,81,,52.71,,25,12
2008-10-19 01:00:00,,135,80,,58.61,,25.7,12
2008-10-19 02:00:00,,121,68,,50.16,,23.6,12
2008-10-19 03:00:00,,114,65,,23.56,,18.7,12
2008-10-19 04:00:00,,110,59,,19.4,,20,12
2008-10-19 05:00:00,,109,57,,28.25,,23,12
2008-10-19 06:00:00,,97,49,,40.48,,22.7,12
2008-10-19 07:00:00,,105,50,,,,21.9,12
2008-10-19 08:00:00,,94,54,,23.97,,22.3,12
2008-10-19 09:00:00,,46,53,,,,23.1,12
2008-10-19 10:00:00,,47,29,,20.37,,23.3,12
2008-10-19 11:00:00,,24,16,,,,23.6,12
2008-10-19 12:00:00,,15,13,,,,22.7,18
2008-10-19 13:00:00,,13,13,,,,20.7,19
2008-10-19 14:00:00,,17,13,,17.94,,20.7,19
2008-10-19 15:00:00,,16,15,,22.39,,20.7,19
2008-10-19 16:00:00,,20,17,,30.23,,20.8,19
2008-10-19 17:00:00,,22,20,,47.35,,20.8,19
2008-10-19 18:00:00,,30,27,,42.23,,19.8,19
2008-10-19 19:00:00,,48,36,,59.52,,17.4,19
2008-10-19 20:00:00,,45,48,,59.95,,19.9,19
2008-10-19 21:00:00,,50,49,,,,25.7,19
2008-10-19 22:00:00,,56,54,,43.89,,23.3,19
2008-10-19 23:00:00,,55,54,,,,17.8,19
2008-10-20 00:00:00,,52,52,,,,19.1,19
2008-10-20 01:00:00,,48,54,,,,21.9,19
2008-10-20 02:00:00,,52,61,,30.19,,23.6,19
2008-10-20 03:00:00,,53,65,,,,27.3,19
2008-10-20 04:00:00,,54,53,,26.23,,23.4,19
2008-10-20 05:00:00,,60,48,,28.86,,14.5,19
2008-10-20 06:00:00,,85,47,,,,16.7,19
2008-10-20 07:00:00,,91,47,,39.41,,21.8,19
2008-10-20 08:00:00,,85,71,,,,24,19
2008-10-20 09:00:00,,61,60,,,,29.1,19
2008-10-20 10:00:00,,44,46,,,,28,19
2008-10-20 11:00:00,,35,28,,,,25.5,19
2008-10-20 12:00:00,,27,18,,,,22.6,19
2008-10-20 13:00:00,,17,13,,,,15.9,19
2008-10-20 14:00:00,,16,18,,,,17.3,19
2008-10-20 15:00:00,,23,23,,,,20.3,19
2008-10-20 16:00:00,,53,22,,,,17.8,19
2008-10-20 17:00:00,,167,30,,,,12,19
2008-10-20 18:00:00,,235,131,,,,14.8,19
2008-10-20 19:00:00,,251,138,,,,21.1,19
2008-10-20 20:00:00,,267,152,,,,22.2,19
2008-10-20 21:00:00,,262,150,,,,24.7,19
2008-10-20 22:00:00,,220,122,,,,26.5,19
2008-10-20 23:00:00,,198,101,,,,30.4,19
2008-10-21 00:00:00,,198,83,,,,31.4,19
2008-10-21 01:00:00,,196,79,,,,33.7,19
2008-10-21 02:00:00,,152,74,,,,31.4,19
2008-10-21 03:00:00,,139,68,,,,26.2,19
2008-10-21 04:00:00,,136,57,,,,25.1,19
2008-10-21 05:00:00,,133,53,,,,22.5,19
2008-10-21 06:00:00,,107,51,,,,23.3,19
2008-10-21 07:00:00,,103,66,,91.72,,25.1,19
2008-10-21 08:00:00,,108,90,,87.19,,24.3,19
2008-10-21 09:00:00,,127,66,,63.92,,22.4,19
2008-10-21 10:00:00,,103,37,,,,24.1,19
2008-10-21 11:00:00,,73,39,,,,28,19
2008-10-21 12:00:00,,42,25,,34.01,,24.7,18
2008-10-21 13:00:00,,15,15,,,,16.7,18
2008-10-21 14:00:00,,13,14,,30.99,,16.1,18
2008-10-21 15:00:00,,16,14,,41.91,,14.8,18
2008-10-21 16:00:00,,23,23,,,,14.8,18
2008-10-21 17:00:00,,104,34,,74.29,,14.8,18
2008-10-21 18:00:00,,257,52,,,,17.3,18
2008-10-21 19:00:00,,238,163,,150.75,,23.2,18
2008-10-21 20:00:00,,217,219,,148.9,,21.8,18
2008-10-21 21:00:00,,209,177,,119.78,,18.3,18
2008-10-21 22:00:00,,201,146,,,,21.4,18
2008-10-21 23:00:00,,183,110,,,,29,18
2008-10-22 00:00:00,,153,91,,201.96,,25.6,18
2008-10-22 01:00:00,,140,83,,149.52,,17.4,18
2008-10-22 02:00:00,,120,71,,117.52,,15.5,18
2008-10-22 03:00:00,,122,57,,102.15,,11,18
2008-10-22 04:00:00,,117,51,,85.9,,10,18
2008-10-22 05:00:00,,110,47,,84.1,,7.5,18
2008-10-22 06:00:00,,100,50,,100.57,,8.1,18
2008-10-22 07:00:00,,107,49,,,,9.6,18
2008-10-22 08:00:00,,106,88,,112.26,,11.4,18
2008-10-22 09:00:00,,107,63,,,,15.5,18
2008-10-22 10:00:00,,118,75,,40.97,,16,18
2008-10-22 11:00:00,,71,58,,42.1,,17,18
2008-10-22 12:00:00,,44,40,,,,19.4,17
2008-10-22 13:00:00,,72,45,,27.16,,25.4,17
2008-10-22 14:00:00,,93,43,,36.95,,24.7,17
2008-10-22 15:00:00,,124,29,,41.51,,22.9,17
2008-10-22 16:00:00,,75,35,,82,,20.9,17
2008-10-22 17:00:00,,72,57,,215.09,,16.2,17
2008-10-22 18:00:00,,78,81,,261.92,,16.9,17
2008-10-22 19:00:00,,170,102,,,,18.3,17
2008-10-22 20:00:00,,277,137,,213.95,,17.2,17
2008-10-22 21:00:00,,237,132,,,,14.4,17
2008-10-22 22:00:00,,220,118,,158.78,,14.5,17
2008-10-22 23:00:00,,186,106,,,,14.7,17
2008-10-23 00:00:00,,130,126,,,,13.4,17
2008-10-23 01:00:00,,122,121,,111.49,,10.3,17
2008-10-23 02:00:00,,99,77,,90.58,,9.3,17
2008-10-23 03:00:00,,69,54,,83.97,,6.9,17
2008-10-23 04:00:00,,40,22,,76.1,,7.9,17
2008-10-23 05:00:00,,6,4,,,,9.9,
2008-10-23 06:00:00,,3,3,,79.78,,17.1,17
2008-10-23 07:00:00,,3,3,,,,33.6,17
2008-10-23 08:00:00,,3,3,,92.94,,29,17
2008-10-23 09:00:00,,3,3,,97.73,,18.1,17
2008-10-23 10:00:00,,4,6,,53.26,,15.6,17
2008-10-23 11:00:00,,3,3,,14.63,,9.6,17
2008-10-23 12:00:00,,3,4,,16.47,,11.7,21
2008-10-23 13:00:00,,4,5,,,,16.5,21
2008-10-23 14:00:00,,5,10,,,,15.9,21
2008-10-23 15:00:00,,8,8,,22.1,,14.4,21
2008-10-23 16:00:00,,8,7,,27.74,,16.7,21
2008-10-23 17:00:00,,30,12,,,,21.9,21
2008-10-23 18:00:00,,19,21,,50.52,,24.8,21
2008-10-23 19:00:00,,23,33,,,,31.5,21
2008-10-23 20:00:00,,38,78,,35.44,,32.7,21
2008-10-23 21:00:00,,42,113,,,,35.5,21
2008-10-23 22:00:00,,98,79,,34.82,,36.8,21
2008-10-23 23:00:00,,83,74,,30.59,,39.9,21
2008-10-24 00:00:00,,77,64,,32.13,,40.9,21
2008-10-24 01:00:00,,70,68,,29.31,,43.3,21
2008-10-24 02:00:00,,68,52,,34.63,,42.6,21
2008-10-24 03:00:00,,57,40,,24.14,,40.7,21
2008-10-24 04:00:00,,42,28,,,,40.5,21
2008-10-24 05:00:00,,37,19,,23.46,,40,21
2008-10-24 06:00:00,,22,19,,26.38,,39.9,21
2008-10-24 07:00:00,,18,19,,,,39.5,21
2008-10-24 08:00:00,,21,21,,,,,21
2008-10-24 09:00:00,,16,13,,,,41.8,21
2008-10-24 10:00:00,,14,10,,,,39.6,21
2008-10-24 11:00:00,,28,11,,,,34,21
2008-10-24 12:00:00,,16,13,,,,31.1,24
2008-10-24 13:00:00,,13,12,,,,24,24
2008-10-24 14:00:00,,17,12,,,,23.4,24
2008-10-24 15:00:00,,17,7,,,,21.9,24
2008-10-24 16:00:00,,32,9,,,,21,24
2008-10-24 17:00:00,,22,13,,,,18.8,24
2008-10-24 18:00:00,,20,18,,,,21,24
2008-10-24 19:00:00,,24,22,,,,26.4,24
2008-10-24 20:00:00,,43,23,,,,29.5,24
2008-10-24 21:00:00,,57,27,,,,37.1,24
2008-10-24 22:00:00,,53,36,,,,37.8,24
2008-10-24 23:00:00,,52,37,,,,39.5,24
2008-10-25 00:00:00,,59,28,,,,38.6,24
2008-10-25 01:00:00,,36,34,,,,36.2,24
2008-10-25 02:00:00,,35,36,,,,38.8,24
2008-10-25 03:00:00,,41,30,,,,44.8,24
2008-10-25 04:00:00,,39,37,,,,42.6,24
2008-10-25 05:00:00,,46,38,,,,37.3,24
2008-10-25 06:00:00,,36,38,,,,35.2,24
2008-10-25 07:00:00,,35,36,,,,30.2,24
2008-10-25 08:00:00,,36,43,,,,32.4,24
2008-10-25 09:00:00,,37,51,,,,37.4,24
2008-10-25 10:00:00,,44,39,,,,42,24
2008-10-25 11:00:00,,43,33,,,,52.9,24
2008-10-25 12:00:00,,40,37,,,,58.2,32
2008-10-25 13:00:00,,33,33,,,,70.8,33
2008-10-25 14:00:00,,31,29,,,,68.4,33
2008-10-25 15:00:00,,38,27,,,,62.5,33
2008-10-25 16:00:00,,54,30,,,,60.1,33
2008-10-25 17:00:00,,55,37,,,,54.3,33
2008-10-25 18:00:00,,77,51,,,,56.1,33
2008-10-25 19:00:00,,114,95,,,,60.5,33
2008-10-25 20:00:00,,88,94,,,,64.2,33
2008-10-25 21:00:00,,103,88,,,,73.3,33
2008-10-25 22:00:00,,113,74,,,,75.2,33
2008-10-25 23:00:00,,116,81,,,,79.6,33
2008-10-26 00:00:00,,107,89,,,,80.5,33
2008-10-26 01:00:00,,75,92,,,,82.5,33
2008-10-26 02:00:00,,54,49,,,,81.5,33
2008-10-26 03:00:00,,39,28,,,,79.1,33
2008-10-26 04:00:00,,37,31,,,,76.5,33
2008-10-26 05:00:00,,37,40,,,,70.4,33
2008-10-26 06:00:00,,45,50,,,,67.5,33
2008-10-26 07:00:00,,49,50,,,,60.7,33
2008-10-26 08:00:00,,48,57,,,,60.7,33
2008-10-26 09:00:00,,42,68,,,,60.4,33
2008-10-26 10:00:00,,31,46,,,,57.3,33
2008-10-26 11:00:00,,27,30,,,,50.1,33
2008-10-26 12:00:00,,26,30,,,,45.3,32
2008-10-26 13:00:00,,27,30,,,,34.2,32
2008-10-26 14:00:00,,37,27,,,,31.2,32
2008-10-26 15:00:00,,42,27,,,,24,32
2008-10-26 16:00:00,,33,33,,,,22.7,32
2008-10-26 17:00:00,,46,38,,,,19.6,32
2008-10-26 18:00:00,,55,58,,,,21.8,32
2008-10-26 19:00:00,,74,82,,,,27.1,32
2008-10-26 20:00:00,,96,109,,,,27.7,32
2008-10-26 21:00:00,,129,127,,,,29.1,32
2008-10-26 22:00:00,,151,121,,,,29.4,
2008-10-26 23:00:00,,119,87,,,,30.2,32
2008-10-27 00:00:00,,111,80,,,,33,32
2008-10-27 01:00:00,,102,67,,,,39.7,32
2008-10-27 02:00:00,,111,65,,,,40.3,32
2008-10-27 03:00:00,,140,85,,,,41.6,32
2008-10-27 04:00:00,,78,70,,,,37.3,32
2008-10-27 05:00:00,,66,62,,,,27.4,32
2008-10-27 06:00:00,,66,52,,,,27.4,32
2008-10-27 07:00:00,,62,52,,,,27.4,32
2008-10-27 08:00:00,,63,59,,,,28,32
2008-10-27 09:00:00,,88,58,,,,29.3,32
2008-10-27 10:00:00,,102,55,,,,26.9,32
2008-10-27 11:00:00,,58,64,,,,21.1,32
2008-10-27 12:00:00,,52,53,,,,21.9,16
2008-10-27 13:00:00,,35,36,,,,23.7,12
2008-10-27 14:00:00,,22,31,,,,22,12
2008-10-27 15:00:00,,16,30,,,,17.9,12
2008-10-27 16:00:00,,23,22,,,,18.5,12
2008-10-27 17:00:00,,138,32,,,,19.7,12
2008-10-27 18:00:00,,106,37,,,,20.6,12
2008-10-27 19:00:00,,105,56,,,,22.7,12
2008-10-27 20:00:00,,140,56,,,,21.9,12
2008-10-27 21:00:00,,89,120,,,,19.8,12
2008-10-27 22:00:00,,82,117,,,,23.6,12
2008-10-27 23:00:00,,90,143,,,,32.6,12
2008-10-28 00:00:00,,103,118,,,,29,12
2008-10-28 01:00:00,,104,99,,,,20.5,12
2008-10-28 02:00:00,,112,87,,,,19.7,12
2008-10-28 03:00:00,,99,77,,,,17.7,12
2008-10-28 04:00:00,,90,65,,,,16.6,12
2008-10-28 05:00:00,,77,56,,,,13.9,12
2008-10-28 06:00:00,,75,56,,,,15,12
2008-10-28 07:00:00,,66,51,,,,17.5,12
2008-10-28 08:00:00,,62,42,,,,17.8,12
2008-10-28 09:00:00,,42,32,,,,18.5,12
2008-10-28 10:00:00,,32,39,,,,19.3,12
2008-10-28 11:00:00,,30,25,,,,,12
2008-10-28 12:00:00,,32,31,,,,21.4,15
2008-10-28 13:00:00,,41,35,,,,22.2,15
2008-10-28 14:00:00,,63,38,,,,22.9,15
2008-10-28 15:00:00,,121,42,,,,24.6,15
2008-10-28 16:00:00,,52,40,,,,24,15
2008-10-28 17:00:00,,52,48,,,,22.6,15
2008-10-28 18:00:00,,46,48,,,,23.3,15
2008-10-28 19:00:00,,56,52,,,,24.9,15
2008-10-28 20:00:00,,48,62,,,,25.2,15
2008-10-28 21:00:00,,37,64,,,,25.9,15
2008-10-28 22:00:00,,43,67,,,,28.3,15
2008-10-28 23:00:00,,39,56,,,,34.1,15
2008-10-29 00:00:00,,31,53,,,,31.9,15
2008-10-29 01:00:00,,29,44,,,,26.6,15
2008-10-29 02:00:00,,51,36,,,,25.2,15
2008-10-29 03:00:00,,43,31,,,,22.1,15
2008-10-29 04:00:00,,38,26,,,,19.8,15
2008-10-29 05:00:00,,54,24,,,,14.5,15
2008-10-29 06:00:00,,55,25,,,,13.5,15
2008-10-29 07:00:00,,61,27,,,,11,15
2008-10-29 08:00:00,,55,30,,,,12.1,15
2008-10-29 09:00:00,,49,31,,,,14.5,15
2008-10-29 10:00:00,,55,37,,,,13.5,15
2008-10-29 11:00:00,,40,30,,,,11.1,15
2008-10-29 12:00:00,,28,21,,,,10,24
2008-10-29 13:00:00,,17,18,,,,7.2,26
2008-10-29 14:00:00,,16,16,,,,7.3,26
2008-10-29 15:00:00,,62,17,,,,7.4,26
2008-10-29 16:00:00,,121,23,,,,6.8,26
2008-10-29 17:00:00,,30,29,,,,5.1,26
2008-10-29 18:00:00,,28,35,,,,6.4,26
2008-10-29 19:00:00,,35,42,,,,9.5,26
2008-10-29 20:00:00,,25,35,,,,9.5,26
2008-10-29 21:00:00,,22,21,,,,9.5,26
2008-10-29 22:00:00,,20,16,,,,9.8,26
2008-10-29 23:00:00,,23,16,,,,10.7,26
2008-10-30 00:00:00,,23,16,,,,9.9,26
2008-10-30 01:00:00,,25,20,,,,8,26
2008-10-30 02:00:00,,24,21,,,,8.3,26
2008-10-30 03:00:00,,25,20,,,,9.2,26
2008-10-30 04:00:00,,23,19,,,,8.2,26
2008-10-30 05:00:00,,21,18,,,,6,26
2008-10-30 06:00:00,,19,19,,,,5.5,26
2008-10-30 07:00:00,,21,22,,,,4.5,26
2008-10-30 08:00:00,,20,25,,,,4.5,26
2008-10-30 09:00:00,,19,16,,,,4.6,26
2008-10-30 10:00:00,,17,16,,,,7.7,26
2008-10-30 11:00:00,,7,4,,,,14.9,26
2008-10-30 12:00:00,,7,4,,,,14.5,26
2008-10-30 13:00:00,,7,3,,,,13.4,25
2008-10-30 14:00:00,,5,4,,,,13.1,25
2008-10-30 15:00:00,,3,3,,,,12.2,25
2008-10-30 16:00:00,,5,3,,,,11.8,25
2008-10-30 17:00:00,,8,6,,,,10.7,25
2008-10-30 18:00:00,,7,6,,,,13.1,25
2008-10-30 19:00:00,,4,3,,,,18.6,25
2008-10-30 20:00:00,,3,3,,,,17.1,25
2008-10-30 21:00:00,,3,3,,,,13.3,25
2008-10-30 22:00:00,,3,3,,,,12.9,25
2008-10-30 23:00:00,,3,3,,,,11.9,25
2008-10-31 00:00:00,,3,3,,,,11.3,25
2008-10-31 01:00:00,,3,3,,,,9.9,25
2008-10-31 02:00:00,,,3,,,,8.6,25
2008-10-31 03:00:00,,4,5,,,,5.5,25
2008-10-31 04:00:00,,12,11,,,,5.5,25
2008-10-31 05:00:00,,13,13,,,,5.4,25
2008-10-31 06:00:00,,15,18,,,,6.4,25
2008-10-31 07:00:00,,30,28,,,,8.7,25
2008-10-31 08:00:00,,39,31,,,,8.8,25
2008-10-31 09:00:00,,36,27,,,,8.9,25
2008-10-31 10:00:00,,53,26,,,,9.6,25
2008-10-31 11:00:00,,67,25,,,,11,25
2008-10-31 12:00:00,,18,18,,,,11.8,14
2008-10-31 13:00:00,,10,11,,,,13.7,11
2008-10-31 14:00:00,,4,4,,,,13.3,11
2008-10-31 15:00:00,,3,3,,,,12.3,11
2008-10-31 16:00:00,,12,3,,,,13,11
2008-10-31 17:00:00,,51,5,,,,14.7,11
2008-10-31 18:00:00,,48,12,,,,19.1,11
2008-10-31 19:00:00,,31,15,,,,29.4,11
2008-10-31 20:00:00,,33,16,,,,49.6,11
2008-10-31 21:00:00,,37,25,,,,97.3,11
2008-10-31 22:00:00,,42,28,,,,93.7,11
2008-10-31 23:00:00,,36,33,,,,85.1,11
2008-11-01 00:00:00,,29,30,,,,77,11
2008-11-01 01:00:00,,24,33,,,,57.8,11
2008-11-01 02:00:00,,39,30,,,,52.8,11
2008-11-01 03:00:00,,37,21,,,,41.2,11
2008-11-01 04:00:00,,31,26,,,,38.9,11
2008-11-01 05:00:00,,16,24,,,,33.6,11
2008-11-01 06:00:00,,14,22,,,,35.1,11
2008-11-01 07:00:00,,16,16,,,,38.7,11
2008-11-01 08:00:00,,35,11,,,,37.8,11
2008-11-01 09:00:00,,36,9,,,,35.8,11
2008-11-01 10:00:00,,38,11,,,,37.1,11
2008-11-01 11:00:00,,14,17,,,,40.1,11
2008-11-01 12:00:00,,18,23,,,,37.8,15
2008-11-01 13:00:00,,22,16,,,,32.2,15
2008-11-01 14:00:00,,22,21,,,,32.6,15
2008-11-01 15:00:00,,24,11,,,,33.3,15
2008-11-01 16:00:00,,37,10,,,,35.7,15
2008-11-01 17:00:00,,37,13,,,,41.3,15
2008-11-01 18:00:00,,58,19,,,,42.7,15
2008-11-01 19:00:00,,59,32,,,,45.7,15
2008-11-01 20:00:00,,43,34,,,,47.4,15
2008-11-01 21:00:00,,36,61,,,,51.4,15
2008-11-01 22:00:00,,49,53,,,,50.8,15
2008-11-01 23:00:00,,63,57,,,,49.4,15
2008-11-02 00:00:00,,66,59,,,,51.3,15
2008-11-02 01:00:00,,65,50,,,,55.7,15
2008-11-02 02:00:00,,60,51,,,,54.6,15
2008-11-02 03:00:00,,59,47,,,,52,15
2008-11-02 04:00:00,,57,44,,,,49.1,15
2008-11-02 05:00:00,,57,38,,,,42.3,15
2008-11-02 06:00:00,,56,35,,,,42.9,15
2008-11-02 07:00:00,,54,41,,,,44.3,15
2008-11-02 08:00:00,,55,51,,,,39.6,15
2008-11-02 09:00:00,,50,43,,,,28.6,15
2008-11-02 10:00:00,,46,39,,,,26.2,15
2008-11-02 11:00:00,,44,41,,,,20.7,15
2008-11-02 12:00:00,,47,43,,,,22.7,18
2008-11-02 13:00:00,,26,27,,,,27.4,18
2008-11-02 14:00:00,,22,35,,,,28,18
2008-11-02 15:00:00,,26,19,,,,29.2,18
2008-11-02 16:00:00,,50,22,,,,28.3,18
2008-11-02 17:00:00,,66,39,,,,26.1,18
2008-11-02 18:00:00,,61,65,,,,25.4,18
2008-11-02 19:00:00,,68,90,,,,23.9,18
2008-11-02 20:00:00,,86,60,,,,26.5,18
2008-11-02 21:00:00,,88,49,,,,32.4,18
2008-11-02 22:00:00,,73,53,,,,30,18
2008-11-02 23:00:00,,57,37,,,,24.3,18
2008-11-03 00:00:00,,74,33,,,,22.8,18
2008-11-03 01:00:00,,54,35,,,,19.3,18
2008-11-03 02:00:00,,48,33,,,,17.7,18
2008-11-03 03:00:00,,49,32,,,,13.9,18
2008-11-03 04:00:00,,51,34,,,,16.4,18
2008-11-03 05:00:00,,50,39,,,,22,18
2008-11-03 06:00:00,,48,32,,,,20.6,18
2008-11-03 07:00:00,,38,28,,,,17.3,18
2008-11-03 08:00:00,,32,25,,,,17.1,18
2008-11-03 09:00:00,,36,23,,,,16.6,18
2008-11-03 10:00:00,,37,26,,,,17.9,18
2008-11-03 11:00:00,,53,26,,,,20.8,18
2008-11-03 12:00:00,,54,29,,,,22.2,22
2008-11-03 13:00:00,,51,30,,,,25.5,23
2008-11-03 14:00:00,,54,34,,,,25.4,23
2008-11-03 15:00:00,,49,36,,,,25.4,23
2008-11-03 16:00:00,,66,38,,,,27.7,23
2008-11-03 17:00:00,,62,39,,,,33.1,23
2008-11-03 18:00:00,,56,42,,,,31.4,23
2008-11-03 19:00:00,,62,40,,,,27.3,23
2008-11-03 20:00:00,,46,37,,,,29.2,23
2008-11-03 21:00:00,,44,33,,,,33.7,23
2008-11-03 22:00:00,,43,33,,,,33.9,23
2008-11-03 23:00:00,,31,32,,,,34.2,23
2008-11-04 00:00:00,,29,32,,,,33.4,23
2008-11-04 01:00:00,,28,35,,,,31.4,23
2008-11-04 02:00:00,,30,30,,,,28.5,23
2008-11-04 03:00:00,,25,19,,,,21.9,23
2008-11-04 04:00:00,,26,21,,,,24.9,23
2008-11-04 05:00:00,,25,28,,,,31.9,23
2008-11-04 06:00:00,,25,31,,,,27.7,23
2008-11-04 07:00:00,,34,33,,,,17.9,23
2008-11-04 08:00:00,,42,18,,,,21.6,23
2008-11-04 09:00:00,,62,23,,,,30,23
2008-11-04 10:00:00,,42,23,,,,31.7,23
2008-11-04 11:00:00,,32,27,,,,35.6,23
2008-11-04 12:00:00,,51,28,,,,37.4,26
2008-11-04 13:00:00,,35,25,,,,41.4,26
2008-11-04 14:00:00,,58,27,,,,41.3,26
2008-11-04 15:00:00,,67,36,,,,41.1,26
2008-11-04 16:00:00,,60,38,,,,46.9,26
2008-11-04 17:00:00,,73,39,,,,61.3,26
2008-11-04 18:00:00,,58,45,,,,62.2,26
2008-11-04 19:00:00,,45,48,,,,64.3,26
2008-11-04 20:00:00,,44,52,,,,66.4,26
2008-11-04 21:00:00,,52,41,,,,71.3,26
2008-11-04 22:00:00,,51,40,,,,71.8,26
2008-11-04 23:00:00,,44,49,,,,73.2,26
2008-11-05 00:00:00,,43,53,,,,66.4,26
2008-11-05 01:00:00,,45,42,,,,49.8,26
2008-11-05 02:00:00,,49,30,,,,43.9,26
2008-11-05 03:00:00,,55,25,,,,30.3,26
2008-11-05 04:00:00,,33,25,,,,30.2,26
2008-11-05 05:00:00,,40,25,,,,29.9,26
2008-11-05 06:00:00,,39,27,,,,28.2,26
