Kod stacji,KpBydPlPozna,KpCiechTezni,KpToruKaszow,KpZielBoryTu,LbLubObywate,LdLodzWIOSARubinst,LdLodzZachod,LuZielKrotka,MpKrakBulwar,MzPlocKroJad,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,MzWarWokalna,OpKKozBSmial,OpZdziePiast,PkRzeszWIOSSzop,PmSlupKniazi,PmGdaKacze02,PmGdyWendy10,PmStaGdaLubi,SlDabro1000L,SlRybniBorki,WmElbBazynsk,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
2011-01-01 01:00:00,5.2,,,0.745,3.97,1.75,2.57,,,2.31,3.59,3.64,1.13,,4,,,0.68,0.53,0.6,0.18,5.7,,,0.3,0,0.1
2011-01-01 02:00:00,0.89,,,0.72,3.76,1.58,1.99,,,2.24,2.39,3.12,1.07,,4,,,0.54,0.46,0.6,0.15,5.5,,,0.28,0.3,0.1
2011-01-01 03:00:00,0.8,,,,3.86,1.29,1.77,,,2.09,1.93,2.12,1.03,,3,,,0.64,0.36,0.4,0.09,4.9,,,0.25,0,0.1
2011-01-01 04:00:00,0.67,,,0.635,3.88,1.1,1.57,,,1.99,1.59,2.27,0.88,,4,,,0.32,0.26,0.4,0.08,4.2,,,0.2,0,0.1
2011-01-01 05:00:00,0.56,,,0.44,4.02,0.9,1.25,,,1.8,1.19,2.14,0.84,,4,,,0.49,0.22,0.3,0.06,4.3,,,0.16,0,0.1
2011-01-01 06:00:00,0.57,,,0.385,4.02,0.91,1.51,,,1.73,1.09,1.88,0.72,,5,,,0.31,0.21,0.3,0.07,3.4,,,0.15,0,0.1
2011-01-01 07:00:00,0.57,,,0.415,3.74,0.83,1.06,,,1.65,1.06,1.74,0.56,,4,,,0.56,0.2,0.4,0.07,2.7,,,0.14,0,0.1
2011-01-01 08:00:00,0.63,,,0.49,3.44,0.75,0.97,,,1.58,1.05,1.92,0.53,,3,,,0.45,0.19,0.3,0.14,2.1,,,0.11,0,0.1
2011-01-01 09:00:00,0.59,,,0.535,3.18,0.76,0.97,,,1.54,1.22,1.82,0.47,,2,,,0.8,0.2,0.3,0.1,1.7,,,0.11,0.2,0.1
2011-01-01 10:00:00,0.62,,,0.605,3.2,0.88,1.29,,,1.7,1.38,1.9,0.51,,2,,,0.52,0.22,0.4,0.1,1.9,,,0.12,0,0.1
2011-01-01 11:00:00,0.8,,,0.57,3.5,0.96,1.78,,,1.74,1.25,2.06,0.52,,2,,,0.49,0.24,0.4,0.11,1.9,,,0.11,0,0.3
2011-01-01 12:00:00,0.86,,,0.56,3.41,1.11,1.83,,,1.8,1.73,2.42,0.51,,2,,,0.64,0.25,0.4,0.15,2.1,,,0.11,0.5,0.5
2011-01-01 13:00:00,0.85,,,0.575,3.11,1.18,2.34,,,1.88,1.46,2.31,0.51,,2,,,0.53,0.21,0.5,0.19,2,,,0.11,0.4,0.1
2011-01-01 14:00:00,0.83,,,0.48,2.88,1.25,2.11,,,1.89,1.61,2.19,0.53,,2,,,1.11,0.22,0.4,0.19,1.8,,,0.12,0.4,0.1
2011-01-01 15:00:00,0.82,,,0.42,3.05,1.25,2.62,,,1.99,1.76,2.06,0.69,,1,,,1.37,0.21,0.4,0.25,2.1,,,0.11,0,0.2
2011-01-01 16:00:00,1.06,,,0.385,2.97,1.16,2.35,,,1.87,1.52,2.08,0.61,,1,,,1.06,0.19,0.5,0.22,2.1,,,0.12,0,0.1
2011-01-01 17:00:00,1.28,,,0.35,3.24,1.07,2.17,,,1.91,1.62,2.34,0.69,,1,,,1.1,0.22,0.5,0.31,2.2,,,0.11,0,0.1
2011-01-01 18:00:00,2.13,,,0.3,2.77,1.05,1.93,,,1.81,1.23,2.22,0.67,,2,,,1.27,0.22,0.5,0.3,2.5,,,0.09,0,0.1
2011-01-01 19:00:00,1.64,,,,2.65,1,1.73,,,1.75,1.1,1.95,0.65,,2,,,1.16,0.23,0.6,0.21,1.9,,,0.1,0,0.3
2011-01-01 20:00:00,1.73,,,0.315,3.02,1.07,1.39,,,1.69,1.05,1.75,0.66,,1,,,0.77,0.23,0.4,0.25,1.6,,,0.09,0,0.3
2011-01-01 21:00:00,2.45,,,0.34,2.36,0.98,1.48,,,1.51,0.92,1.87,0.51,,1,,,0.73,0.22,0.6,0.36,1.6,,,0.1,0,0.5
2011-01-01 22:00:00,1.46,,,0.355,1.87,1.13,1.32,,,1.49,0.98,1.85,0.4,,1,,,1.02,0.23,0.5,0.34,1.9,,,0.09,0,0.2
2011-01-01 23:00:00,0.9,,,0.415,1.76,0.95,1.15,,,1.41,1.05,1.54,0.47,,1,,,0.64,0.21,0.4,0.13,1.7,,,0.09,0,0.1
2011-01-02 00:00:00,0.75,,,0.36,1.44,0.8,0.86,,,1.35,0.96,1.87,0.43,,1,,,0.89,0.23,0.4,0.07,1.5,,,0.07,0,0.1
2011-01-02 01:00:00,0.77,,,0.33,1.33,0.68,0.75,,,1.33,0.84,1.72,0.34,,1,,,1.07,0.22,0.5,0.06,1.2,,,0.08,0,0.1
2011-01-02 02:00:00,0.78,,,,1.25,0.75,0.8,,,1.32,0.85,1.29,0.36,,1,,,0.86,0.21,0.6,0.05,1.1,,,0.09,0,0.1
2011-01-02 03:00:00,0.6,,,0.56,1.03,0.71,0.77,,,1.17,0.84,1.57,0.33,,1,,,0.29,0.18,0.4,0.05,0.5,,,0.07,0,0.1
2011-01-02 04:00:00,0.44,,,0.355,1,0.56,0.72,,,1.22,0.64,1.19,0.31,,0,,,0.26,0.17,0.4,0.05,1.1,,,0.07,0,0.1
2011-01-02 05:00:00,0.44,,,0.305,1.01,0.47,0.66,,,1.1,0.76,1.13,0.33,,0,,,0.79,0.24,0.3,0.03,0.6,,,0.05,0,0.1
2011-01-02 06:00:00,0.41,,,0.355,0.97,0.45,0.67,,,1.15,0.74,1.22,0.32,,0,,,0.49,0.17,0.9,0.08,0,,,0.05,0.2,0.1
2011-01-02 07:00:00,0.42,,,0.425,1.02,0.48,0.8,,,1.28,0.87,1.17,0.32,,0,,,1.08,0.16,0.7,0.12,0,,,0.06,0.1,0.1
2011-01-02 08:00:00,0.63,,,0.45,1.25,0.52,0.77,,,1.2,0.86,1.08,0.37,,0,,,1.01,0.21,0.4,0.23,0,,,0.07,0,0.1
2011-01-02 09:00:00,0.87,,,0.57,1.15,0.57,0.84,,,1.37,0.78,1.08,0.42,,1,,,1.3,0.17,0.4,0.5,0,,,0.06,0,0.1
2011-01-02 10:00:00,1.04,,,0.71,1.39,0.76,1.5,,,1.63,1.17,1.17,0.43,,1,,,1.23,0.19,0.4,0.91,0.7,,,0.08,0.2,0.1
2011-01-02 11:00:00,3.28,,,0.79,1.59,1,1.76,,,1.74,1.51,1.32,0.47,,2,,,1.07,0.21,0.8,0.91,1.9,,,0.07,0.2,0.1
2011-01-02 12:00:00,3.08,,,0.57,1.86,1.14,2.59,,,1.19,1.89,1.42,0.65,,2,,,1.3,0.27,0.8,0.57,1.6,,,0.09,0.3,1
2011-01-02 13:00:00,3.66,,,0.34,2.18,1.55,2.18,,,1.05,1.74,1.51,0.91,,2,,,1.84,0.27,0.3,0.42,1.7,,,0.08,0.3,1.3
2011-01-02 14:00:00,3.57,,,0.39,2.03,1.56,2.72,,,1.01,1.96,1.62,1.01,,2,,,2.67,0.27,0.5,0.89,1.8,,,0.11,0.4,1.7
2011-01-02 15:00:00,4.97,,,0.435,1.83,1.81,2.16,,,1.14,1.73,1.86,1.08,,1,,,2.91,0.28,0.7,0.35,1.4,,,0.11,0.5,2
2011-01-02 16:00:00,5.06,,,0.465,2.12,1.69,2.55,,,1.24,1.65,1.94,1.09,,2,,,2.43,0.32,1,4.27,1.4,,,0.11,0.7,1
2011-01-02 17:00:00,3.81,,,0.445,2.4,1.79,2.11,,,1.17,1.79,1.87,1.21,,3,,,1.78,0.29,0.7,1.6,1.9,,,0.12,0.6,1.5
2011-01-02 18:00:00,6.84,,,0.465,2.62,2.28,1.89,,,1.33,2.02,2.07,1.11,,4,,,1.84,0.62,0.7,1.16,2.2,,,0.13,0.8,2.1
2011-01-02 19:00:00,1.73,,,0.99,2.57,1.87,2.01,,,1.37,2.2,2.5,,,8,,,1.39,0.97,0.7,0.8,3.4,,,0.12,0.8,2.7
2011-01-02 20:00:00,1.54,,,0.92,2.52,1.72,1.98,,,1.24,2.01,2.14,1.17,,5,,,2.1,0.81,0.7,1.14,2.2,,,0.12,1,2.5
2011-01-02 21:00:00,2.48,,,0.74,2.55,1.65,1.87,,,1.21,1.9,2.42,1.08,,1,,,1.75,0.61,0.9,1.07,1.6,,,0.13,1,2.5
2011-01-02 22:00:00,2.41,,,0.99,2.89,1.51,1.94,,,1.1,1.72,2.41,1,,2,,,1.45,0.55,1.6,0.85,1.7,,,0.13,0.3,3
2011-01-02 23:00:00,1.69,,,1,2.54,1.18,2.08,,,1.09,2.31,2.76,1.17,,1,,,1.46,0.68,0.9,0.49,1.7,,,0.15,0.5,1.9
2011-01-03 00:00:00,1.48,,,,2.48,1.81,1.98,,,1.17,1.86,2.39,1.19,,1,,,1.75,0.65,0.7,0.46,1.8,,,0.15,0.4,1
2011-01-03 01:00:00,1.05,,,0.89,2.26,1.69,1.53,,,1.17,2.29,2.19,0.98,,1,,,1.53,0.67,0.7,0.34,1.6,,,0.15,0,0.3
2011-01-03 02:00:00,0.81,,,,2.29,1.59,1.54,,,1.06,1.47,2.31,0.9,,1,,,1.88,0.64,1.6,0.18,1.6,,,0.14,0,0.1
2011-01-03 03:00:00,0.81,,,0.97,2.16,1.27,1.81,,,1.17,1.4,1.88,0.83,,1,,,2.47,0.52,1.3,0.13,2,,,0.15,0,0.1
2011-01-03 04:00:00,0.69,,,0.9,1.94,1.31,1.77,,,1.04,1.52,2,0.78,,1,,,1.42,0.51,0.8,0.12,1.9,,,0.16,0,0.1
2011-01-03 05:00:00,0.8,,,0.855,1.73,0.79,1.12,,,1.14,1.61,1.81,0.82,,1,,,2.24,0.36,0.4,0.18,1.6,,,0.17,0,0.1
2011-01-03 06:00:00,0.89,,,0.765,1.67,0.79,1.06,,,1.07,1.62,1.47,0.88,,1,,,1.5,0.33,0.3,0.23,1.4,,,0.18,0,0.1
2011-01-03 07:00:00,1.37,,,0.77,1.84,0.89,1.5,,,1.04,1.78,1.51,,,2,,,1.78,0.37,0.3,0.82,1.3,,,0.16,0,0.3
2011-01-03 08:00:00,2.18,,,0.855,2.36,1,1.82,,,1.34,2,1.56,1.59,,4,,,2.42,0.42,0.5,0.68,1.8,,,0.15,0.3,0.1
2011-01-03 09:00:00,2.73,,,0.89,3.07,1.4,2.43,,,1.22,1.84,1.64,1.75,,4,,,4.2,0.51,1,0.6,2.4,,,0.2,0,0.8
2011-01-03 10:00:00,2.33,,,0.96,3.41,1.97,2.65,,,1.21,1.97,1.74,1.74,,4,,,4.84,0.72,1,0.87,3.2,,,0.24,0.4,1.1
2011-01-03 11:00:00,2.53,,,1.135,4.27,1.68,2.38,,,,2.09,1.98,1.56,,5,,,4,0.81,0.9,0.71,2.9,,,0.24,0.4,2.1
2011-01-03 12:00:00,2.4,,,1.18,2.96,1.6,2.54,,,,1.99,2.11,1.22,,3,,,2.85,0.64,0.6,0.61,2.9,,,0.22,0.4,2
2011-01-03 13:00:00,2.11,,,1.095,1.55,2.56,3.47,,,,2,2.15,1.36,,3,,,2.57,0.68,0.5,1,2.1,,,0.2,0.3,1.5
2011-01-03 14:00:00,2.49,,,1.035,0.33,2.52,3.09,,,1.32,2.3,1.91,1.32,,3,,,2.08,0.55,0.5,1,2.1,,,0.21,0.2,1.5
2011-01-03 15:00:00,,,,1.02,1.53,2.89,3.21,,,1.31,2.81,1.85,,,3,,,1.7,0.53,0.5,0.98,2.2,,,0.21,0.7,1
2011-01-03 16:00:00,,,,1.015,2.88,3.6,3.1,,,1.47,2.73,2.36,1.6,,2,,,1.14,0.69,0.7,0.89,2.8,,,0.23,0.8,1.1
2011-01-03 17:00:00,,,,1.21,3.29,3.57,2.85,,,1.5,2.94,3.84,2.27,,,,,2.31,0.64,0.7,1.02,3.5,,,0.26,0.6,3
2011-01-03 18:00:00,,,,1.425,4.16,3.29,2.57,,,1.66,3.18,3.69,2.49,,3,,,6.03,0.66,0.6,1.03,3.7,,,0.29,0.6,4.5
2011-01-03 19:00:00,,,,1.17,4.17,3.08,2.92,,,1.71,1.88,3.83,2.03,,4,,,6.4,0.72,0.9,0.78,4,,,0.33,0.6,3.5
2011-01-03 20:00:00,,,,1.25,3.92,2.71,2.82,,,1.68,3.56,3.85,1.88,,4,,,5.38,0.6,1.3,1.1,4.8,,,0.35,0.5,1.8
2011-01-03 21:00:00,,,,1.295,6.55,3.04,2.08,,,1.53,2.96,3.45,1.69,,,,,4.71,0.66,0.7,0.69,6.3,,,0.36,0.4,1.1
2011-01-03 22:00:00,,,,1.365,4.18,2.3,2.45,,,1.48,2.57,3.18,1.33,,,,,1.66,0.68,0.7,0.8,6.4,,,0.33,0.6,1.7
2011-01-03 23:00:00,,,,1.18,3.71,2.16,2.31,,,1.45,2.13,3.03,1.18,,,,,1.32,0.61,0.5,0.68,4.7,,,0.33,1.2,1
2011-01-04 00:00:00,,,,1.01,3.6,1.8,2.32,,,1.53,2.05,2.38,0.95,,,,,1.34,0.56,0.5,0.46,4.3,,,0.33,0.8,0.3
2011-01-04 01:00:00,,,,,3.02,1.51,1.63,,,1.24,1.69,2.07,0.96,,,,,1.34,0.46,0.5,0.35,3.7,,,0.32,0.7,0.1
2011-01-04 02:00:00,,,,0.98,2.46,1.5,1.5,,,1.04,1.55,1.97,0.71,,3,,,1.06,0.39,0.4,0.31,4.2,,,0.33,0.8,0.1
2011-01-04 03:00:00,,,,0.91,0.3,1.54,1.37,,,1,1.67,1.78,0.59,,3,,,1.02,0.39,0.4,0.22,4.6,,,0.29,0.9,0.1
2011-01-04 04:00:00,,,,0.86,0.18,1.43,1.2,,,1.1,1.73,1.62,0.64,,4,,,1.19,0.38,0.4,0.17,2,,,0.26,1,0.1
2011-01-04 05:00:00,,,,0.815,0.16,1.34,1.24,,,1.24,1.67,1.59,0.65,,7,,,0.76,0.38,1,0.2,1.2,,,0.24,0.8,0.1
2011-01-04 06:00:00,,,,0.875,1.84,1.39,1.46,,,1.17,1.94,1.34,,,7,,,0.66,0.38,0.7,0.28,1.7,,,0.22,1,0.1
2011-01-04 07:00:00,,,,1.04,2.18,1.14,1.78,,,1.1,3.1,1.39,0.84,,8,,,0.67,0.43,0.6,1.01,3.8,,,0.23,1,0.1
2011-01-04 08:00:00,,,,0.71,2.68,1.86,2.84,,,1.17,2.62,1.67,1.67,,15,,,1.22,0.61,0.6,1.1,4.3,,,0.22,1,0.1
2011-01-04 09:00:00,,,,1.11,2.93,2.48,3.15,,,1.48,2.85,1.66,1.77,,17,,,1.48,0.67,0.6,0.75,9.1,,,0.22,1,0.1
2011-01-04 10:00:00,,,,1.21,3.2,2.54,3.04,,,1.82,4.05,1.74,1.7,,24,,,1.29,0.68,0.6,0.54,9.6,,,0.22,0.8,0.8
2011-01-04 11:00:00,,,,1.475,2.95,3.22,4.21,,,2.26,2.82,1.8,,,25,,,1.49,0.8,0.8,0.54,9.4,,,0.25,0.9,1
2011-01-04 12:00:00,,,,1.44,2.64,3.24,4.03,,,1.91,3.09,1.96,2.44,,24,,,1.32,0.85,1.3,0.69,7.4,,,0.29,1.2,1.3
2011-01-04 13:00:00,,,,1.27,3.4,2.92,4.35,,,1.71,2.78,2.1,2.35,,5,,,1.04,0.63,0.8,0.79,4,,,0.32,1.4,1
2011-01-04 14:00:00,,,,1.085,2.54,3.12,4.09,,,1.74,3.02,2.12,1.76,,4,,,1.24,0.56,0.6,0.51,2.9,,,0.33,1.2,1
2011-01-04 15:00:00,,,,1.09,2.78,3,4.58,,,1.92,3.59,1.95,2.02,,3,,,1.54,0.55,0.5,1.54,2.8,,,0.4,1.3,1
2011-01-04 16:00:00,,,,1.095,3.45,4.57,4.44,,,2.18,4.49,1.85,2.57,,3,,,1.51,0.62,0.7,1,4,,,0.39,1.7,1.5
2011-01-04 17:00:00,,,,1.315,3.91,5.29,6.16,,,2.14,5.66,2.01,3.34,,4,,,3.03,0.74,1.1,1.96,6.9,,,0.42,1.6,1.3
2011-01-04 18:00:00,,,,1.86,2.06,8.34,10.22,,,2.43,6.18,2.4,3.16,,6,,,1.54,1.03,0.6,0.79,7.7,,,0.37,1.7,1.8
2011-01-04 19:00:00,,,,1.64,0.5,9.37,9.6,,,2.47,5.62,2.94,2.93,,11,,,1.38,1.05,0.6,0.88,8.3,,,0.33,1.4,1.3
2011-01-04 20:00:00,,,,1.375,5.2,9.83,9,,,2.2,5.01,3.12,2.59,,7,,,1.34,0.96,0.6,1.14,9.5,,,0.33,1.7,1
2011-01-04 21:00:00,,,,1.955,5.49,8,7.95,,,2.09,5.32,3.83,3.04,,3,,,1.31,0.75,0.6,0.87,9.8,,,0.32,1.6,1
2011-01-04 22:00:00,,,,2.58,4.92,5.91,6.4,,,2.96,5.55,3.9,3.12,,2,,,1.7,0.58,0.6,0.68,10.3,,,0.3,1.6,1
2011-01-04 23:00:00,,,,2.02,0.49,6.53,5.86,,,3.57,5.82,,3.65,,4,,,1.31,0.64,0.6,0.43,10.6,,,0.28,1.4,1
2011-01-05 00:00:00,,,,1.58,4.36,6.12,5.55,,,3.49,5.53,,3.62,,3,,,1.08,0.63,0.5,0.45,9.2,,,0.29,2.4,1
2011-01-05 01:00:00,,,,,4.47,5.92,5.43,,,4,5.2,,3.81,,3,,,0.66,0.53,0.5,0.32,7.8,,,0.26,1.6,1
2011-01-05 02:00:00,,,,1.485,2.18,6.43,5.81,,,4.34,5.63,,3.74,,3,,,0.51,0.5,0.4,0.3,7,,,0.26,2,0.8
2011-01-05 03:00:00,,,,1.72,2.42,7.66,5.58,,,4.81,5.91,,3.56,,2,,,0.48,0.48,0.4,0.29,7.1,,,0.25,1.5,0.3
2011-01-05 04:00:00,,,,2.76,2.66,6.32,5.61,,,4.81,6.09,3.85,3.42,,2,,,1.03,0.48,0.4,0.38,10.9,,,0.24,1.7,0.1
2011-01-05 05:00:00,,,,3.025,1.54,5.1,4.57,,,4.96,6.02,4.02,3.38,,1,,,0.7,0.5,0.5,0.7,10.1,,,0.22,1.8,0.1
2011-01-05 06:00:00,,,,2.555,2.91,3.93,3.79,,,4.97,6.61,4.06,3.23,,1,,,0.64,0.52,0.5,0.56,7.3,,,0.23,1.7,0.5
2011-01-05 07:00:00,,,,2.69,1.69,4.35,3.89,,,5.38,6.74,4.28,,,1,,,0.85,0.66,0.5,1.53,6.6,,,0.24,2.1,0.8
2011-01-05 08:00:00,,,,2.6,2.85,5.72,5.66,,,5.6,7.29,5.37,3.44,,2,,,0.83,0.88,0.8,1.46,6.9,,,0.29,3,1
2011-01-05 09:00:00,,,,3.545,4.46,7.71,7.54,,,5.93,7.43,6.2,4.78,,2,,,0.75,1.28,1.2,1.71,7.5,,,0.39,2.7,1.3
2011-01-05 10:00:00,,,,4.535,4.55,9,8.07,,,6.73,5.98,7.03,4.53,,1,,,1.19,1.3,1.3,2.44,7.8,,,0.5,3.3,1.3
2011-01-05 11:00:00,,,,4.17,13.81,8.46,8.26,,,7.4,6.26,5.63,4.45,,1,,,1.4,1.56,1.1,2.01,7.6,,,0.68,3.8,1.3
2011-01-05 12:00:00,,,,4.915,13.35,7.58,8.56,,,7.6,6.12,4.23,4.31,,1,,,1.29,1.5,0.8,1.79,6.9,,,0.81,3.8,1
2011-01-05 13:00:00,,,,4.485,2.51,8.71,7.64,,,7.84,7.65,4.31,4.13,,1,,,1.4,1.22,0.8,2.07,3.8,,,0.85,2.9,1
2011-01-05 14:00:00,,,,3.745,6.42,7.49,6.7,,,7.95,7.27,4.42,4.12,,1,,,1.34,1.96,0.7,2.01,2.6,,,0.92,2.6,1
2011-01-05 15:00:00,,,,3.715,8.23,7.85,7.02,,,7.48,7.03,5.18,3.96,,1,,,1.61,2.8,0.7,2.22,3,,,0.89,2.1,1
2011-01-05 16:00:00,,,,3.27,5.15,9.04,7.23,,,7.35,6.82,6.7,4.04,,1,,,1.6,2.8,1.1,3.5,4.7,,,0.84,2,1.3
2011-01-05 17:00:00,,,,3.38,3.63,8.44,8.62,,,7.22,6.49,7.5,3.92,,1,,,1.56,2.84,1.4,4.58,9.3,,,0.93,2.4,1.8
2011-01-05 18:00:00,,,,5.02,0.37,8.03,8.92,,,6.29,6.37,8.8,3.3,,1,,,2.22,3.62,1.6,4.56,11.3,,,0.97,2.5,1.3
2011-01-05 19:00:00,,,,7.08,7.01,6.68,7.46,,,6.2,6.32,9.02,3.29,,1,,,3.07,3.33,1.7,3.78,11,,,1.03,2.4,1.3
2011-01-05 20:00:00,,,,5.79,13.79,5.29,6.81,,,6.17,6.19,8.1,3.6,,1,,,2.14,3.62,1.7,3.45,11.7,,,1.07,2.3,1.3
2011-01-05 21:00:00,,,,5.085,13.47,3.99,5.07,,,5.72,5.93,7.24,3.75,,1,,,3.25,3.36,1.6,3.16,13.5,,,1.09,1.8,1.5
2011-01-05 22:00:00,,,,4.34,6.27,3.78,4.07,,,4.57,5.94,4.95,3.87,,1,,,3.02,3.36,2.1,1.98,15.8,,,1.1,1.6,1
2011-01-05 23:00:00,,,,3.53,11.8,8.08,3.89,,,4.08,5.92,,3.88,,1,,,4.78,2.97,2.5,1.52,13,,,1.1,1.4,1
2011-01-06 00:00:00,,,,,7.81,4.37,4.3,,,3.87,5.69,,3.91,,1,,,4.76,2.14,2.2,1.26,14.1,,,1.06,1.2,0.5
2011-01-06 01:00:00,,,,2.81,8.68,4.38,4.1,,,3.61,5.68,3.97,3.52,,1,,,3.97,1.88,2.3,1.05,14.4,,,0.98,1.1,1
2011-01-06 02:00:00,,,,2.21,3.97,4.79,4.48,,,3.65,5.77,3.84,3.31,,1,,,3.92,1.73,2.2,0.95,12.3,,,0.88,1,1
2011-01-06 03:00:00,,,,2.58,4.59,4.91,4.42,,,3.94,5.73,3.15,,,1,,,3.16,1.66,2.2,0.79,10,,,0.76,1.1,1
2011-01-06 04:00:00,,,,2.635,4.06,5.27,4.47,,,3.92,5.47,2.67,2.88,,1,,,2.59,1.46,1.8,0.7,8.7,,,0.72,1.1,1
2011-01-06 05:00:00,,,,2.675,4.34,4.35,4.03,,,3.95,5.49,,2.37,,1,,,2.38,1.44,1.4,0.71,7.2,,,0.71,1,0.8
2011-01-06 06:00:00,,,,2.44,4.92,3.92,3.94,,,4.22,5.91,,2.22,,2,,,2.84,1.28,1.4,0.65,7,,,0.67,0.8,1
2011-01-06 07:00:00,,,,2.27,5.03,3.69,3.73,,,4.01,5.92,2.87,2.11,,1,,,3.02,1.21,1.2,0.68,7.1,,,0.62,0.8,0.3
2011-01-06 08:00:00,,,,2.135,4.24,3.67,3.69,,,4.51,5.78,,2.02,,2,,,2.48,1.34,1.5,0.97,7.1,,,0.59,0.7,0.1
2011-01-06 09:00:00,,,,2.16,4.14,3.65,3.61,,,4.62,5.74,2.93,1.93,,2,,,3.38,1.33,1.2,1.02,7,,,0.57,0.7,0.3
2011-01-06 10:00:00,,,,2.33,3.8,3.79,4.24,,,4.42,5.26,2.83,1.8,,2,,,3.29,1.49,1.2,1.47,7.5,,,0.59,0.9,0.5
2011-01-06 11:00:00,,,,2.62,4.33,4.15,4.7,,,4.19,5.39,2.8,1.65,,2,,,3.29,1.9,1.4,1.44,8.6,,,0.61,1.1,1
2011-01-06 12:00:00,,,,2.965,6.38,4.15,5.16,,,3.92,5.27,2.72,,,1,,,3.18,1.82,1.3,1.45,8.4,,,0.58,1.1,1
2011-01-06 13:00:00,,,,3.11,4.76,5.03,6.11,,,3.85,5.04,,1.74,,1,,,3.45,1.79,1.8,1.54,7.5,,,0.58,1.3,1
2011-01-06 14:00:00,,,,3.025,6.82,5.15,6.31,,,3.64,4.98,2.76,1.63,,1,,,4.17,1.85,1.7,1.4,5,,,0.53,1.1,1.3
2011-01-06 15:00:00,,,,3.275,8.27,13,5.53,,,3.69,4.83,2.83,1.65,,1,,,3.46,1.91,1.6,2.54,2.5,,,0.53,1.3,1
2011-01-06 16:00:00,,,,3.31,5.48,4.58,5.23,,,4.22,4.79,2.9,1.77,,1,,,4.17,1.99,1.8,1.63,1.8,,,0.6,1.4,1
2011-01-06 17:00:00,,,,2.965,5.51,4.95,5.29,,,4.16,5.13,3.05,1.77,,1,,,4.28,1.9,1.7,1.5,1.6,,,0.57,1.6,1
2011-01-06 18:00:00,,,,2.835,5.37,5.76,5.46,,,4.14,5.41,3.49,1.66,,1,,,4.06,1.75,1.8,1.46,1.9,,,0.54,1.6,1
2011-01-06 19:00:00,,,,2.65,5.06,3.69,4.02,,,3.97,5.38,3.29,1.61,,2,,,3.67,1.86,1.9,1.49,2.2,,,0.54,1.8,1
2011-01-06 20:00:00,,,,2.83,4.79,3.44,4.08,,,3.88,5.47,3.02,1.71,,2,,,3.83,1.89,1.7,1.26,1.8,,,0.54,2,
2011-01-06 21:00:00,,,,2.87,3.36,3.41,5.47,,,3.83,5.43,2.92,1.44,,2,,,3.87,1.84,1.6,1,1.7,,,0.52,1.4,1
2011-01-06 22:00:00,,,,3.02,3.79,3.19,3.66,,,3.83,5.21,2.82,1.37,,2,,,4.05,1.63,1.8,1.37,1.9,,,0.52,1.3,1
2011-01-06 23:00:00,,,,3.23,6.95,2.83,3.3,,,3.72,4.49,2.89,1.36,,2,,,4.49,1.45,1.8,0.96,2.4,,,0.5,1.2,1
2011-01-07 00:00:00,,,,,3.76,2.49,3,,,3.21,4.67,2.79,1.35,,2,,,4.1,1.36,1.7,0.86,1.8,,,0.5,1.2,1
2011-01-07 01:00:00,,,,2.88,2.91,2.37,2.62,,,2.84,4.63,2.43,1.19,,2,,,4.07,1.38,1.5,0.85,1.7,,,0.49,1.1,0.8
2011-01-07 02:00:00,,,,2.8,2.74,2.3,2.62,,,2.38,3.95,2.17,1.15,,2,,,3.79,1.34,1.6,0.74,2,,,0.46,1.1,0.1
2011-01-07 03:00:00,,,,2.61,2.76,2.21,2.31,,,2.24,3.21,2.05,1.01,,1,,,3.42,1.32,1.3,0.74,3,,,0.45,1,0.1
2011-01-07 04:00:00,,,,2.59,2.67,1.99,2.23,,,2.36,3.44,2.03,0.99,,2,,,3.09,1.27,1.4,0.7,2.9,,,0.42,0.9,0.1
2011-01-07 05:00:00,,,,2.37,2.45,2.05,2.37,,,2.19,3.02,1.97,0.95,,2,,,2.78,1.25,1.4,0.73,1.9,,,0.41,0.7,0.1
2011-01-07 06:00:00,,,,2.205,2.16,1.97,2.3,,,2,2.99,1.82,0.91,,2,,,2.55,1.25,1.2,0.84,1.9,,,0.39,0.6,0.1
2011-01-07 07:00:00,,,,2.14,2.69,2.09,2.57,,,1.99,2.8,1.8,1.09,,2,,,2.67,1.25,1.4,1.57,2.1,,,0.4,0.9,0.1
2011-01-07 08:00:00,,,,1.745,2.13,2.36,2.73,,,1.94,,2.05,1.66,,2,,,2.63,1.3,1.5,1.16,2.6,,,0.39,0.7,0.1
2011-01-07 09:00:00,,,,1.54,1.31,2.79,3.27,,,1.96,,2.02,1.92,,2,,,3.21,1.53,1.4,1.08,3.4,,,0.4,0.6,1
2011-01-07 10:00:00,,,,1.545,1.36,2.99,3.81,,,2.19,2.46,2.41,1.87,,2,,,2.29,1.33,1.3,0.88,4.6,,,0.42,0.6,1.3
2011-01-07 11:00:00,,,,1.38,1.81,3.18,4.42,,,1.9,2.27,2.97,2.16,,2,,,2.31,0.96,1.1,0.99,4.5,,,0.41,0.7,1.3
2011-01-07 12:00:00,,,,1.115,2.07,4,5.35,,,1.88,2.26,3.29,2.3,,2,,,2.31,0.78,1,1.42,3.7,,,0.41,0.7,2.5
