Kod stacji,KpBydPlPozna,KpCiechTezni,KpToruKaszow,KpZielBoryTu,LbLubObywate,LdLodzWIOSARubinst,LdLodzZachod,LuZielKrotka,MpKrakBulwar,MzPlocKroJad,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,MzWarWokalna,OpKKozBSmial,OpZdziePiast,PkRzeszWIOSSzop,PmSlupKniazi,PmGdaKacze02,PmGdyWendy10,PmStaGdaLubi,SlDabro1000L,SlRybniBorki,WmElbBazynsk,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
2011-07-12 09:00:00,0.11,,0.23,0.08,,0.5,0.97,0,0.4,0.22,0.23,0.13,1.34,0.11,,,0.33,0.17,0.08,,,0,0.3,0.37,0.33,0,
2011-07-12 10:00:00,0.02,,0.17,,,0.43,0.8,0,0.4,0.18,0.34,0.1,1.26,0.12,,,0.32,0.21,0.09,,,0,0.3,0.45,0.42,0,
2011-07-12 11:00:00,0.08,,0.27,0,,0.45,0.88,0,0.4,0.3,0.2,0.07,1.26,0.09,,,0.33,0.1,0.09,,,0,0.1,0.14,0.48,0,
2011-07-12 12:00:00,0,,0.24,0,,0.3,0.68,0,0.4,0.98,0.17,0.11,1.12,0.26,,,0.33,0.09,0.09,,,0,0.2,0.08,0.67,0,
2011-07-12 13:00:00,0,,0.21,0,,0.29,0.57,0,0.4,0.91,0.17,0.11,1.17,0.26,,,0.3,0.15,0.06,,,0,0.3,0.07,0.36,0,
2011-07-12 14:00:00,0,,0.17,0.045,,0.39,0.74,0,0.4,0.49,0.19,0.17,1.03,,,,0.28,0.19,0.1,,,0,0.3,0.1,0.33,0,
2011-07-12 15:00:00,0.06,,0.16,0.03,,0.35,0.8,0,0.4,0.87,0.29,0.12,1.33,,,,0.28,0.33,0.09,,,0,0.3,0.03,0.36,0,
2011-07-12 16:00:00,0,,0.15,0.035,,0.31,0.87,0,0.4,0.52,0.22,0.13,1.01,0.1,,,0.31,0.26,0.11,,,0.4,0.2,0.14,0.45,0,
2011-07-12 17:00:00,0,,0.17,0.03,,0.36,1.2,0,0.4,0.82,0.19,0.09,1,0.13,,,0.35,0.06,0.08,,,0.2,0.2,0.18,0.45,0,
2011-07-12 18:00:00,0,,0.36,0,,0.36,1.18,0,0.4,0.93,0.19,,0.93,0.16,,,0.48,0.1,0.06,,,0.2,0.2,0.06,0.37,0,
2011-07-12 19:00:00,0.04,,0.26,0.035,,0.44,1.16,0,0.4,0.92,0.31,1.52,0.67,0.26,,,0.42,0.06,0.06,,,0,0.5,0.14,0.32,0,
2011-07-12 20:00:00,0.26,,0.44,0.085,,0.5,1.18,0,0.7,1.14,0.26,0.16,0.88,0.39,,,0.41,0.16,0.07,,,0.3,0.6,0.19,0.39,0,
2011-07-12 21:00:00,0.74,,0.68,0.195,,1.08,1.98,0,0.7,1.52,0.3,0.22,1.86,1.46,,,0.54,0.24,0.07,,,0,0.8,0.17,0.39,0.3,
2011-07-12 22:00:00,0.7,,0.61,0.255,,2.73,2.56,0,0.4,1.44,0.43,0.46,2.31,0.81,,,0.98,0.15,0.06,,,0,0.7,0.09,0.5,1.1,
2011-07-12 23:00:00,0.4,,0.67,0.18,,1.84,2.09,0,0.4,2.1,0.94,0.69,3.09,0.65,,,1,0.36,0.08,,,0,0.7,0.2,0.7,0.9,
2011-07-13 00:00:00,0.16,,0.71,0.135,,1.02,1.57,0,1.7,1.68,0.56,1.3,3.06,0.81,,,1.03,0.25,0.07,,,0,0.7,0.22,0.91,1,
2011-07-13 01:00:00,0.07,,0.67,0.11,,1.57,1.26,0,5.5,1.24,0.26,0.32,2.55,1.28,,,0.85,0.23,0.07,,,0,0.7,0.21,1.11,0.6,
2011-07-13 02:00:00,0.11,,0.51,0.145,,0.97,1.13,0,3.7,1.33,0.2,0.38,1.72,1.3,,,0.79,0.21,0.26,,,0,0.8,0.06,1.05,0.5,
2011-07-13 03:00:00,0.03,,0.58,0.17,,0.9,0.94,0,4.9,1.69,0.23,0.38,1.07,1.07,,,0.7,0.1,0.33,,,0,0.8,0.16,1.14,0.2,
2011-07-13 04:00:00,0.05,,0.57,0.17,,0.99,0.92,0,4.1,1.85,0.35,0.26,0.54,0.92,,,0.62,0.08,0.27,,,0,0.8,0.09,1.16,0.1,
2011-07-13 05:00:00,0.2,,0.55,0.23,,0.95,0.93,0,2.6,1.7,0.36,0.25,0.62,0.63,,,0.58,0.19,0.29,,,0,0.7,0.06,0.94,0,
2011-07-13 06:00:00,0.14,,0.54,0.24,,0.82,1.01,0,2.6,2.02,0.38,0.26,0.82,0.55,,,0.78,0.08,0.43,,,0,0.7,0.14,0.85,0.3,
2011-07-13 07:00:00,1.41,,0.62,0.23,,0.92,3.31,0,0.7,1.42,0.35,0.23,0.86,0.56,,,0.86,0.11,0.56,,,0,0.7,0.19,0.77,0.5,
2011-07-13 08:00:00,0.31,,0.59,0.24,,1.05,2.69,0,2.6,1.14,0.41,0.22,0.77,0.51,,,0.61,0.17,0.37,,,0,0.7,0.33,0.8,0.6,
2011-07-13 09:00:00,0.18,,0.38,,,0.65,1.51,0,1.8,0.86,0.23,0.13,0.66,0.37,,,0.45,0.2,0.21,,,0,0.8,0.28,0.89,0.1,
2011-07-13 10:00:00,0,,0.36,0.14,,0.57,0.98,0,0.4,0.4,0.16,0.15,0.59,0.21,,,0.35,0.07,0.32,,,0,0.7,0.24,0.92,0,
2011-07-13 11:00:00,0,,0.3,0.13,,0.66,0.84,0,0.4,0.71,0.13,0.11,1.03,0.14,,,0.25,0.14,0.25,,,0,0.5,0.2,0.86,0,
2011-07-13 12:00:00,0,,0.51,0.055,,0.51,1.07,0,0.4,0.22,,0.13,0.76,0.12,,,0.28,0.25,0.12,,,0,0.3,0.24,0.66,0,
2011-07-13 13:00:00,0,,0.43,0.205,,0.54,1.06,0,0.4,0.48,0.28,0.09,0.44,0.14,,,0.3,0.19,0.12,,,0,0.4,0.29,0.75,0,
2011-07-13 14:00:00,0,,0.49,0,,0.58,1.25,0,0.4,0.36,0.43,0.15,0.44,,,,0.34,0.12,0.13,,,0,0.4,0.19,0.64,0,
2011-07-13 15:00:00,0,,0.56,0.03,,0.71,1.25,0,0.4,0.37,0.42,0.11,0.14,0.17,,,0.47,0.1,0.13,,,0,0.4,0.07,0.69,0,
2011-07-13 16:00:00,0,,0.68,0.05,,0.73,1.61,0,0.4,0.35,0.46,0.06,0.4,0.15,,,0.5,0.17,0.12,,,0,0.3,0.19,0.62,0,
2011-07-13 17:00:00,0,,0.75,0.09,,0.76,1.57,0,0.4,0.7,0.26,,0.63,0.15,,,0.39,0.23,0.14,,,0,0.2,0.11,0.55,0,
2011-07-13 18:00:00,0.04,,0.67,0,,0.74,1.56,0,0.4,0.59,0.19,,0.56,0.19,,,0.4,0.2,0.16,,,0,0.3,0.06,0.67,0,
2011-07-13 19:00:00,0.04,,0.62,0.09,,0.96,1.59,0,0.4,0.83,0.22,0.19,0.46,0.3,,,0.4,0.16,0.14,,,0,0.4,0.24,0.71,0,
2011-07-13 20:00:00,0,,0.59,0.1,,1.1,2.11,0,0.4,0.83,0.14,0.17,0.49,0.29,,,0.49,0.16,0.12,,,0,0.6,0.14,0.65,0,
2011-07-13 21:00:00,0,,0.51,0.115,,1.31,1.59,0,0.4,0.64,0.12,0.5,0.69,0.55,,,0.56,0.24,0.11,,,0,1.9,0.36,0.8,0,
2011-07-13 22:00:00,0,,0.53,0.115,,1.08,1.71,0,0.4,0.9,0.22,0.29,0.68,0.48,,,0.64,0.2,0.1,,,0,1.4,0.37,0.86,0,
2011-07-13 23:00:00,0,,0.48,0.15,,0.99,1.48,0,0.4,0.93,0.14,0.39,0.65,0.48,,,0.67,0.27,0.09,,,0,0.8,0.29,0.84,0,
2011-07-14 00:00:00,0,,0.47,0.18,,0.97,1.31,0,3.6,1,0.2,0.24,0.54,0.45,,,0.64,0.12,0.1,,,0,0.5,0.33,0.79,0,
2011-07-14 01:00:00,0,,0.31,0.15,,0.9,1.14,0,5.9,0.86,0.26,0.17,0.45,0.32,,,0.53,0.4,0.09,,,0,0.6,0.23,0.79,0,
2011-07-14 02:00:00,0,,0.58,0.125,,0.97,1.13,0,2.4,0.83,0.14,0.18,0.35,0.33,,,0.48,0.12,0.1,,,0,0.6,0.22,0.81,0,
2011-07-14 03:00:00,0,,0.61,0.165,,0.91,1.13,0,1.6,0.78,0.14,0.13,0.33,0.26,,,0.47,0.06,0.11,,,0,0.5,0.19,0.69,0,
2011-07-14 04:00:00,0,,0.64,0.115,,1.01,1.07,0,3.4,0.79,0.13,0.2,0.3,0.27,,,0.46,0.13,0.11,,,0,0.4,0.22,0.68,0.2,
2011-07-14 05:00:00,0,,0.78,0.11,,1.13,1.21,0,4.4,0.56,0.08,0.23,0.3,0.27,,,0.49,0.06,0.14,,,0,0.4,0.24,0.7,0.4,
2011-07-14 06:00:00,0,,1.09,0.05,,0.98,1.25,0,2.8,0.82,0.12,0.24,0.3,0.3,,,0.45,0.17,0.16,,,0,0.6,0.21,0.72,0.3,
2011-07-14 07:00:00,0.03,,0.98,0.09,,0.65,1.14,0,0.4,0.8,0.14,0.21,0.46,0.34,,,1.07,0.28,0.1,,,0,0.4,0.5,0.66,0.1,
2011-07-14 08:00:00,0.1,,0.72,0.12,,1.28,2.45,0,0.4,0.52,0.14,0.2,1.13,0.48,,,0.97,0.33,0.09,,,0,1.6,0.15,0.73,0,
2011-07-14 09:00:00,0.12,,0.78,,,1.67,2.04,0,0.4,0.98,0.17,0.73,1.77,0.86,,,0.51,0.07,0.2,,,0,0.6,0.45,1.29,0,
2011-07-14 10:00:00,0.13,,0.76,0.445,,1.15,1.51,0,0.4,1,0.17,0.79,1.03,0.73,,,0.44,0.14,0.27,,,0,0.2,0.35,1.56,0,
2011-07-14 11:00:00,0,,0.37,0.405,,0.94,1.02,0,0.4,1.02,0.17,0.41,0.67,0.64,,,0.38,0.24,0.46,,,0,0.2,0.32,1.44,0,
2011-07-14 12:00:00,0,,0.46,0.225,,0.65,0.8,0,0.4,0.88,0.16,0.34,1.23,0.47,,,0.36,0.24,0.44,,,0,0.2,0.37,1.24,0,
2011-07-14 13:00:00,0.03,,0.37,0.205,,0.82,0.96,0,0.4,0.55,0.16,0.2,1.2,,,,0.36,0.2,0.2,,,0,0.3,0.45,1.19,0,
2011-07-14 14:00:00,,,0.55,0.17,,0.82,1.22,0,0.4,0.69,0.23,0.18,1.59,,,,0.39,0.17,0.21,,,0,0.8,0.47,1,0,
2011-07-14 15:00:00,,,0.37,0.14,,1.29,1.94,0,0.4,0.89,0.37,0.22,1.78,0.4,,,0.43,0.17,0.18,,,0,0.8,0.52,0.92,0,
2011-07-14 16:00:00,,,0.44,0.06,,0.86,1.29,0,0.4,0.94,0.56,0.13,1.75,0.48,,,0.44,0.12,0.21,,,0,0.9,0.42,0.89,0,
2011-07-14 17:00:00,,,0.36,0.105,,0.88,1.35,0,0.4,0.83,0.92,,,0.58,,,0.45,0.18,0.17,,,0,1,0.29,0.83,0,
2011-07-14 18:00:00,,,0.35,0.125,,0.72,1.1,0,0.4,0.72,0.52,,,0.47,,,0.51,0.11,0.11,,,0,0.8,0.5,0.85,0,
2011-07-14 19:00:00,,,0.37,0.065,,0.86,1.15,0,0.4,0.65,0.8,0.62,2.16,0.64,,,0.56,0.13,0.11,,,0,1.6,0.36,0.69,0,
2011-07-14 20:00:00,,,0.39,0.115,,0.88,1.39,0,0.4,0.78,0.53,0.8,2.57,0.65,,,0.68,0.11,0.09,,,0,1.7,0.21,0.69,0,
2011-07-14 21:00:00,,,0.45,0.125,,1.03,1.51,0,0.4,1.27,0.46,0.65,2.47,0.8,,,0.81,0.12,0.13,,,0.2,2.4,0.57,0.73,0.4,
2011-07-14 22:00:00,,,0.58,0.115,,1.33,2.31,0,0.4,1.62,0.66,1.08,2.26,1.06,,,0.74,0.1,0.24,,,1.2,2.7,0.67,0.69,0.7,
2011-07-14 23:00:00,,,0.66,0.125,,2.1,2.27,0,0.4,2.15,1.03,1.36,2.6,1.39,,,0.81,0.13,0.37,,,0.5,2,0.64,0.8,0.7,
2011-07-15 00:00:00,,,0.92,0.1,,1.6,2,0,0.4,2.13,,0.52,1.63,1.01,,,0.91,0.05,0.68,,,0,0.5,0.52,0.84,0.8,
2011-07-15 01:00:00,,,,0.235,,1.16,1.23,0,0.4,1.78,0.72,0.29,1.62,0.71,,,0.81,0.08,0.45,,,0.8,0.2,0.88,0.79,0.9,
2011-07-15 02:00:00,,,,0.315,,1.07,1.13,0,0.4,1.36,0.52,0.13,0.89,0.56,,,0.8,0.04,0.38,,,1.2,0.2,0.79,0.75,0.7,
2011-07-15 03:00:00,,,0.46,0.255,,0.79,0.99,0,0.4,1.32,0.49,0.09,0.32,0.31,,,0.67,0.06,0.29,,,0.2,0.1,0.52,0.81,0,
2011-07-15 04:00:00,,,0.41,0.3,,0.77,0.82,0,0.4,2.95,0.44,0.08,0.32,0.31,,,0.59,0.1,0.25,,,0,0.1,0.49,1.03,0,
2011-07-15 05:00:00,,,0.42,0.275,,0.69,0.77,0,0.7,4.13,3.25,0.11,0.26,0.27,,,0.58,0.64,0.23,,,0,0.1,0.63,1.12,0,
2011-07-15 06:00:00,,,0.54,0.25,,0.8,1.25,0,1.3,4.05,0.72,0.14,0.61,0.27,,,0.57,0.09,0.45,,,0,0.2,0.5,1.06,0,
2011-07-15 07:00:00,,,0.56,,,0.86,1.07,0,0.9,3.25,1.07,0.18,0.65,0.27,,,0.55,0.04,0.27,,,0,0.2,0.38,1.03,0,
2011-07-15 08:00:00,,,0.53,,,0.83,1.31,0,0.4,2.7,4.75,0.37,0.83,0.32,,,0.62,0.3,0.27,,,0,0.2,0.44,1.1,0,
2011-07-15 09:00:00,,,0.36,0.12,,0.67,1.23,0,0.4,1.73,3.96,0.69,1.98,0.43,,,0.55,,0.21,,,0,0.3,0.35,0.99,0,
2011-07-15 10:00:00,,,0.25,0.105,,0.88,0.92,0,0.4,1.27,0.6,0.37,2.28,0.48,,,0.58,0.01,0.16,,,0,0.6,0.49,1.14,0,
2011-07-15 11:00:00,,,0.31,0.06,,0.71,0.76,0,0.4,0.34,0.56,0.22,1.21,0.45,0,,0.56,0.04,0.18,,,0.8,1.7,0.3,0.91,0,
2011-07-15 12:00:00,,,0.35,0,,0.61,0.93,0,0.4,1.72,0.58,0.23,1.09,,0,,0.54,0.04,0.13,,,0.3,0.5,0.26,1.11,0,
2011-07-15 13:00:00,,,0.51,,,0.52,0.88,0,0.4,1.29,0.56,0.17,1.49,0.42,0,,0.58,0.04,0.12,,,0.5,0.5,0.3,0.58,0,
2011-07-15 14:00:00,,,0.56,,,0.51,0.81,0,0.4,0.65,0.44,0.16,1.78,0.35,0,,0.55,,0.14,,,0,1.2,0.28,0.81,0,
2011-07-15 15:00:00,0.01,,0.53,0,,0.58,0.87,0,0.4,0.58,0.29,,1.86,0.35,0,,0.5,0.13,0.14,,,0,0.5,0.17,0.78,0,
2011-07-15 16:00:00,0.02,,0.46,0,,0.61,1.01,0,0.4,0.59,0.36,,1.59,0.35,0,,0.49,0.12,0.16,,,0,0.6,0.23,0.87,0,
2011-07-15 17:00:00,0.06,,0.34,0,,0.59,0.91,0,0.4,0.72,0.35,0.36,1.85,0.43,0,,0.48,0.26,0.14,,,0,0.7,0.09,0.72,0,
2011-07-15 18:00:00,0.09,,0.43,0.115,,0.55,0.98,0,0.4,0.86,0.36,0.15,1.39,0.48,0,,0.49,0.14,0.16,,,0,1.1,0.19,0.74,0,
2011-07-15 19:00:00,0.1,,0.43,0.07,,0.57,0.98,0,0.4,0.24,0.38,0.4,1.12,0.52,0,,0.5,0.11,0.1,,,0,1.6,0.24,0.67,0,
2011-07-15 20:00:00,0.08,,0.36,0.08,,0.64,0.89,0,0.7,0.93,0.34,0.3,1.27,0.45,0,,0.43,0.09,0.16,,,0,1.6,0.14,0.68,0,
2011-07-15 21:00:00,0.05,,0.4,0.145,,0.75,0.96,0,0.7,1.44,0.35,0.21,1.28,0.54,0,,0.4,0.06,0.11,,,0.4,1.2,0.3,0.7,0,
2011-07-15 22:00:00,0.1,,0.4,0.13,,0.72,0.98,0,1,1.04,0.42,0.2,1.13,0.54,0,,0.36,0.08,0.12,,,0.7,1.4,0.28,0.69,0,
2011-07-15 23:00:00,0,,0.18,0.09,,0.77,1.01,0,1,0.44,0.41,0.18,1.11,0.57,0,,0.39,0.14,0.14,,,1.4,1.9,0.22,0.87,0,
2011-07-16 00:00:00,0,,0.34,0.13,,0.87,1.14,0,1,0.65,0.36,0.15,0.82,0.55,0,,0.43,0.2,0.1,,,1.4,1.5,0.22,0.87,0,
2011-07-16 01:00:00,0,,0.38,0.09,,0.7,0.91,0,1,0.19,0.36,0.17,0.47,0.42,0,,0.37,0.07,0.12,,,1,2.9,0.17,0.76,0,
2011-07-16 02:00:00,0,,0.23,0.085,,0.6,0.82,0,1,0.1,0.34,0.19,0.42,0.41,0,,0.31,0.06,0.11,,,1.5,4.5,0.2,0.7,0,
2011-07-16 03:00:00,0,,0.23,0.09,,0.65,0.76,0,1.2,0.34,0.31,0.29,0.51,0.37,3,,0.31,0.13,0.07,,,1.2,3.8,0.72,0.76,0,
2011-07-16 04:00:00,0,,0.25,0.045,,0.6,0.87,0,1,0.1,0.35,0.15,0.38,0.31,2,,0.35,0.06,0.08,,,1.6,4.8,0.25,0.85,0,
2011-07-16 05:00:00,0,,0.31,0.045,,0.62,0.73,0,0.7,0.37,0.42,0.29,0.65,0.31,14,,0.38,0.04,0.09,,,1.6,4.6,0.25,0.89,0,
2011-07-16 06:00:00,0,,0.29,0.03,,0.77,0.82,0,1.2,0.55,0.48,0.3,0.82,0.48,5,,0.43,0.07,0.2,,,1.4,4.9,0.35,0.82,0,
2011-07-16 07:00:00,0,,0.22,,,0.63,0.74,0,1.5,0.73,0.41,0.2,0.6,0.33,4,,0.44,0.13,0.12,,,1.5,4.4,0.54,0.73,0,
2011-07-16 08:00:00,0,,0.26,,,0.59,0.66,0,1.2,0.23,0.35,0.12,0.53,0.29,9,,0.47,0.12,0.1,,,1.8,3.1,0.29,0.79,0,
2011-07-16 09:00:00,0,,0.1,0.12,,0.39,0.67,0,1.6,0.1,0.14,0.04,0.56,0.21,7,,0.44,0.13,0.11,,,0.6,1.2,0.36,0.62,0,
2011-07-16 10:00:00,0.03,,0.1,0.06,,0.41,0.52,0,1.8,0.1,0.37,0.07,0.63,0.19,3,,0.44,0.08,0.13,,,0,0.9,0.46,0.72,0,
2011-07-16 11:00:00,0,,0.08,0,,0.41,0.55,0,1,0.1,0.37,0.07,0.58,,3,,0.4,0.1,0.1,,,0,0.8,0.42,0.79,0,
2011-07-16 12:00:00,0,,0.09,0,,0.41,0.57,0,0.4,0.1,0.23,0.08,0.56,,3,,0.37,0.02,0.1,,,0,0.5,0.33,0.63,0,
2011-07-16 13:00:00,0,,0.09,0,,0.43,0.61,0,0.4,0.2,0.12,0.07,0.72,0.18,1,,0.39,0.07,0.07,,,0,0.4,0.29,0.61,0,
2011-07-16 14:00:00,0,,0.14,0,,0.36,0.54,0,0.4,0.3,,0.08,0.75,0.16,0,,0.36,0.13,0.08,,,0,0.5,5.4,0.57,0,
2011-07-16 15:00:00,0,,0.11,,,0.34,0.49,0,0.4,0.44,0.31,,0.66,0.12,0,,0.36,0.09,0.07,,,0,0.6,0.36,0.49,0,
2011-07-16 16:00:00,0,,0.22,,,0.27,0.49,0,0.4,0.45,0.3,,0.52,0.12,0,,0.39,0.11,0.07,,,0,0.5,0.13,0.41,0,
2011-07-16 17:00:00,0,,0.2,0,,0.28,0.46,0,0.4,0.54,0.16,,0.59,0.13,0,,0.37,0.13,0.1,,,0,0.7,0.1,0.47,0,
2011-07-16 18:00:00,0.03,,0.23,0.06,,0.29,0.55,0,0.4,0.88,0.07,0.23,0.51,0.16,0,,0.41,0.12,0.11,,,0,0.9,0.14,0.53,0,
2011-07-16 19:00:00,0,,0.33,0.035,,0.3,0.51,0,0.4,0.83,0.08,0.1,0.67,0.14,0,,0.43,0.16,0.09,,,0,0.7,0.22,0.4,0,
2011-07-16 20:00:00,0.41,,0.59,0.045,,0.33,0.67,0,0.4,0.71,0.12,0.28,0.78,0.22,0,,0.54,0.1,0.07,,,1.1,1.3,0.09,0.57,0,
2011-07-16 21:00:00,0.37,,1.13,0.1,,0.68,1.59,0,0.4,1.1,0.28,0.89,0.72,0.48,6,,0.84,0.15,0.07,,,0.8,1.1,0.24,0.52,0,
2011-07-16 22:00:00,0.26,,0.96,0,,1.3,2.42,0,3.9,1.01,0.17,0.96,0.68,0.61,4,,0.81,0.2,0.06,,,0.3,1.5,0.13,0.67,0,
2011-07-16 23:00:00,0.13,,0.9,0.11,,2.06,1.92,0,3.7,0.97,0.19,1.32,0.83,0.77,2,,0.85,0.28,0.07,,,0,1.6,0.57,0.75,0.1,
2011-07-17 00:00:00,0.03,,1.1,0.19,,1.88,2,0,1.8,0.92,0.16,0.66,0.91,1.11,4,,0.98,0.11,0.1,,,0,1.3,0.59,0.76,0.2,
2011-07-17 01:00:00,0.11,,1,0.205,,1.8,1.61,0,1.8,1.39,0.16,0.94,0.76,0.8,11,,0.87,0.12,0.1,,,0,1.4,0.58,0.76,0,
2011-07-17 02:00:00,0.18,,0.77,0.23,,1.53,1.43,0,1.6,1.15,0.17,0.47,0.89,0.85,12,,0.9,0.07,0.17,,,0,1.2,0.93,0.74,0.2,
2011-07-17 03:00:00,0.11,,0.6,0.305,,1.3,1.49,0,1.5,1.23,0.19,0.33,0.95,0.91,16,,0.85,0.07,0.35,,,0,1.4,0.45,0.66,0.5,
2011-07-17 04:00:00,0.09,,0.48,0.31,,1.22,1.23,0,1.3,1.26,0.22,0.26,0.92,0.92,7,,0.8,0.17,0.54,,,0,1.5,0.61,0.77,0.3,
2011-07-17 05:00:00,0.03,,0.46,0.285,,1.13,1.04,0,1.3,1.35,0.23,0.16,0.87,0.95,17,,0.82,0.08,0.33,,,0,1.9,0.47,0.82,0.5,
2011-07-17 06:00:00,0.06,,0.45,0.26,,0.74,1.08,0,1.6,1.32,0.24,0.23,0.81,0.88,78,,0.66,0.05,0.5,,,0,1.8,0.5,0.75,0.6,
2011-07-17 07:00:00,0.11,,0.5,,,0.85,0.83,0,6,1.69,0.19,0.27,0.63,0.7,26,,0.48,0.04,0.31,,,0.4,1.5,0.38,0.76,0.6,
2011-07-17 08:00:00,0.03,,0.51,,,0.74,0.88,0,2,0.83,0.17,0.17,0.46,0.59,3,,0.41,0.06,0.22,,,1.1,0.9,0.42,0.81,0.5,
2011-07-17 09:00:00,0.03,,0.36,0.45,,0.69,0.87,0,0.4,0.98,0.16,0.13,0.42,0.45,1,,0.38,0.07,0.29,,,0,0.4,0.28,0.74,0.3,
2011-07-17 10:00:00,0,,0.35,0.36,,0.64,0.94,0,0.4,0.35,0.13,0.1,0.35,0.3,0,,0.34,0.37,0.18,,,0,0.2,0.31,0.65,0,
2011-07-17 11:00:00,0,,0.32,0.22,,0.72,0.96,0,0.4,0.41,0.12,0.14,0.37,,1,,0.31,0.07,0.18,,,0,0.3,0.39,0.5,0,
2011-07-17 12:00:00,0,,0.32,0.22,,0.5,0.76,0,0.4,0.26,0.12,0.1,0.33,0.34,0,,0.27,0.16,0.16,,,0,0.4,0.28,0.55,0,
2011-07-17 13:00:00,0,,0.35,0.18,,0.49,0.79,0,0.4,0.1,0.12,0.13,0.38,0.23,0,,0.27,0.15,0.14,,,0,0.3,0.2,0.64,0,
2011-07-17 14:00:00,0,,0.75,0.16,,0.5,0.89,0,0.4,0.1,0.12,,0.36,0.21,0,,0.24,0.12,0.13,,,0,0.2,0.16,0.64,0,
2011-07-17 15:00:00,0,,0.28,,,0.5,0.79,0,0.4,0.33,0.1,,0.32,0.2,0,,0.24,0.06,0.14,,,0,0.2,0.18,0.56,0,
2011-07-17 16:00:00,0,,0.28,0.145,,0.48,0.8,0,0.4,0.36,0.08,0.04,0.38,0.22,0,,0.24,0.26,0.13,,,0,0.2,0.17,0.48,0,
2011-07-17 17:00:00,0,,0.23,0.115,,0.52,0.94,0,0.4,0.42,0.1,0.08,0.41,0.22,0,,0.25,0.12,0.12,,,0,0.1,0.12,0.36,0,
2011-07-17 18:00:00,0,,0.36,0.055,,0.54,0.97,0,0.4,0.66,0.08,0.05,0.58,0.24,0,,0.28,0.3,0.12,,,0,0.2,,0.37,0,
2011-07-17 19:00:00,0.03,,0.31,0.14,,0.69,1.13,0,0.4,0.87,0.12,0.13,0.83,0.3,0,,0.32,0.27,0.13,,,0,0.3,0.26,0.36,0,
2011-07-17 20:00:00,0.21,,0.46,0.12,,0.88,1.47,0,0.4,0.54,0.17,0.26,1.11,0.44,0,,0.4,0.24,0.28,,,0,0.5,0.19,0.39,0,
2011-07-17 21:00:00,0.04,,0.59,0.17,,0.98,1.43,0,0.4,1.46,0.79,0.2,1.44,0.82,0,,0.5,0.19,0.66,,,0.5,0.6,0.23,0.4,0,
2011-07-17 22:00:00,0,,0.53,0.19,,0.97,1.28,0,0.4,0.86,0.14,0.33,1.11,0.73,0,,0.49,0.11,0.64,,,0.7,0.9,0.29,0.49,0,
2011-07-17 23:00:00,0,,0.43,0.26,,0.89,1.22,0,2.9,0.83,0.14,0.16,0.78,0.59,0,,0.47,0.31,0.27,,,0,1,0.15,0.5,0,
2011-07-18 00:00:00,0,,0.36,0.235,,0.97,1.2,0,5,0.99,0.16,0.21,0.52,0.53,0,,0.46,0.36,0.16,,,0,0.9,0.08,0.54,0,
2011-07-18 01:00:00,0,,0.37,0.245,,0.93,1.05,0,3.3,0.86,0.14,0.14,0.47,0.45,0,,0.41,0.45,0.16,,,0,0.7,0.2,0.53,0,
2011-07-18 02:00:00,0,,0.39,0.22,,0.89,0.96,0,2.1,0.89,0.14,0.12,0.31,0.35,0,,0.37,0.2,0.15,,,0,0.5,0.21,0.48,0,
2011-07-18 03:00:00,0,,0.26,0.255,,0.89,0.89,0,2.5,0.86,0.14,0.15,0.32,0.35,0,,0.34,0.21,0.15,,,0,0.4,0.32,0.57,0,
2011-07-18 04:00:00,0,,0.44,0.21,,0.85,0.9,0,2.9,0.83,0.14,0.09,0.25,0.42,0,,0.3,0.14,0.14,,,0,0.3,0.29,0.53,0,
2011-07-18 05:00:00,0,,0.42,0.29,,0.77,0.95,0,2.3,0.43,0.14,0.04,0.31,0.36,0,,0.25,0.08,0.19,,,0,0.2,7.56,0.56,0,
2011-07-18 06:00:00,0,,0.49,0.24,,0.99,1.44,0,2.1,0.52,0.17,0.2,0.41,0.34,0,,0.22,0.09,0.2,,,0,0.2,0.22,0.53,0,
2011-07-18 07:00:00,0,,0.35,,,0.7,0.99,0,2.1,1.23,0.98,0.4,0.58,0.34,0,,0.24,0.31,0.24,,,0,0.2,0.25,0.57,0,
2011-07-18 08:00:00,0.03,,0.28,0.08,,0.98,0.77,0,1,1.08,0.17,0.34,0.78,0.44,0,,0.24,0.09,0.19,,,0,0.2,0.4,0.45,0,
2011-07-18 09:00:00,0.21,,0.13,0.07,,0.57,0.72,0,0.4,,0.08,0.33,1.41,0.48,0,,0.21,0.13,0.11,,,0,0.2,0.36,0.54,0,
2011-07-18 10:00:00,0.16,,0.48,0.075,,0.46,0.7,0,0.4,,0.1,0.43,1.37,,1,,0.2,0.17,0.09,,,0,0.6,0.32,0.54,0,
2011-07-18 11:00:00,0.09,,0.55,0.04,,0.46,0.67,0,0.4,,0.07,2.13,0.9,,4,,0.13,0.15,0.11,,,0,0.2,0.29,0.49,0,
2011-07-18 12:00:00,0.3,,1.18,0,,0.41,0.71,0,0.4,1.09,0.07,0.21,0.82,0.26,2,,0.1,0.08,0.1,,,0,0.2,0.37,0.71,0,
