Kod stacji,DsWalbrzWyso,DsWrocWybCon,KpBydPlPozna,LbLublin_Krasn,LdLodzWIOSARubinst,LdLodzZachod,MzPlocKroJad,MzPlockPKN1,MzPlockPKN2,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,MzWarTolstoj,MzWarWokalna,OpKKozBSmial,OpZdziePiast,SlDabro1000L,SlZabSkloCur,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
2006-06-27 13:00:00,,0,1.16,1.92,0.51,0.73,1.98,,,0.13,0.28,1.71,,0.09,,1,0,0,0.39,,0
2006-06-27 14:00:00,,0.1,1.03,1.93,0.49,0.77,2.02,,,0.22,0.21,1.13,,0.06,,0,0,0,0.36,,0
2006-06-27 15:00:00,,0.3,1.52,1.66,0.43,0.92,1.97,,,0.24,0.29,1.52,,0.06,,0,0,0,,,0
2006-06-27 16:00:00,,0.4,1.4,1.74,0.49,1.1,2.07,,,0.24,0.27,1.48,,0.05,,0,0,0,,,0
2006-06-27 17:00:00,,0.3,1.61,1.83,0.42,1.41,2.07,,,0.26,0.26,1.84,,0.06,0,0,0,0,0.24,,0
2006-06-27 18:00:00,,0.2,1.84,1.76,0.46,1.34,2.55,,,0.69,0.31,2.45,,0.06,0,0,0,0,0.38,,0
2006-06-27 19:00:00,,0,1.58,1.5,0.69,1.24,4.99,,,0.97,0.26,1.81,,0.06,0,0,0,0,0.4,,0
2006-06-27 20:00:00,,0.1,1.49,1.73,0.59,1.31,2.26,,,0.98,0.38,1.49,,0.11,3,0,1,0.08,0.62,,0
2006-06-27 21:00:00,,0.6,1.84,1.64,0.59,1.47,2.63,,,0.78,0.67,0.91,,0.21,0,1,1,3.16,0.72,,0
2006-06-27 22:00:00,,0.2,2.06,1.4,1,1.66,3.76,,,1.41,0.43,0.6,,0.23,47,6,0,1.68,0.54,,1
2006-06-27 23:00:00,,0,1.91,1.44,0.59,1.08,6.3,,,2.13,0.41,0.76,,0.24,13,4,0,2.94,0.44,,1
2006-06-28 00:00:00,,0,0.89,1.5,0.47,0.8,6.46,,,1.73,0.18,0.87,,0.23,32,2,0,1.25,0.47,,1
2006-06-28 01:00:00,,0,0.89,1.7,0.39,0.82,2.66,,,1.79,0.18,0.27,,0.05,9,1,0,1.78,0.4,,0
2006-06-28 02:00:00,,0,0.82,1.12,0.41,0.78,2.1,,,1.24,0.2,0.17,,0.05,5,4,0,0.72,0.36,,0
2006-06-28 03:00:00,,0,0.81,1.06,0.51,0.58,1.98,,,0.75,,0.19,,0.06,23,13,0,0.86,0.34,,0
2006-06-28 04:00:00,,0.2,0.91,1.01,0.62,0.82,3.47,,,0.55,,0.27,,0.07,62,13,0,4.69,0.39,,0
2006-06-28 05:00:00,,0.2,0.95,1.27,0.45,0.59,3.09,,,0.48,,0.29,,0.09,8,2,0,0.86,0.35,,0
2006-06-28 06:00:00,,0,0.75,1.43,0.48,1.05,3.18,,,1.53,,0.38,,0.09,2,0,1,0,0.37,,0
2006-06-28 07:00:00,,0.2,1.02,1.48,0.73,1.03,2.51,,,1.02,,1.53,,0.11,0,0,0,0,0.52,,0
2006-06-28 08:00:00,,0.3,1.67,1.57,0.48,0.92,1.56,,,0.69,,3.25,,0.15,0,0,0,0,0.52,,0
2006-06-28 09:00:00,,0.4,1.52,1.78,0.5,,1.88,,,0.53,,3.56,,0.11,1,0,0,0,0.41,,0
2006-06-28 10:00:00,,0.4,1.28,1.68,0.46,,3.07,,,0.45,,,,0.1,3,0,0,0,0.49,,0
2006-06-28 11:00:00,,0.1,1.94,1.66,0.47,0.87,4.07,,,0.4,,,,0.1,0,0,0,0,0.47,,0
2006-06-28 12:00:00,,0,2.13,1.7,0.49,1.13,2.85,,,0.46,,,,0.09,0,0,0,0,0.43,,0
2006-06-28 13:00:00,,0,1.62,1.65,0.77,1.28,2.86,,,0.45,,,,0.12,4,0,0,0,0.34,,0
2006-06-28 14:00:00,,0,1.39,1.79,0.63,1.84,2.71,,,0.42,,,,0.08,0,0,0,0,0.59,,0
2006-06-28 15:00:00,,0,1.42,1.71,0.77,1.54,2.28,,,0.5,0.12,2.66,,0.08,0,0,0,0.12,0.47,,0
2006-06-28 16:00:00,,0,1.82,1.7,0.58,2.1,2.4,,,1.06,0.46,3.7,,0.08,0,0,0,0.18,0.27,,0
2006-06-28 17:00:00,,0.1,1.51,1.68,,2.06,2.09,,,0.74,0.37,3.55,,0.08,0,0,0,0.19,0.26,,1
2006-06-28 18:00:00,,0.5,1.76,1.71,,2.09,2.08,,,0.56,0.28,3.06,,0.08,0,0,0,0.46,0.26,,1
2006-06-28 19:00:00,,0.5,1.79,1.47,,1.99,2.46,,,0.43,0.28,1.61,,0.09,0,0,0,0.45,0.35,,0
2006-06-28 20:00:00,,0.4,1.28,1.3,0.71,1.94,3.89,,,0.53,0.28,2.29,,0.15,0,0,0,0.59,0.34,,1
2006-06-28 21:00:00,,0.6,1.55,1.32,0.45,2.06,2.76,,,0.54,0.3,3,,0.21,0,0,0,0.64,0.31,,1
2006-06-28 22:00:00,,0.5,1.48,1.33,0.69,2.12,2.05,,,0.49,0.46,1.15,,0.2,0,0,1,0.68,0.31,,0
2006-06-28 23:00:00,,0.4,1.74,1.31,0.78,1.26,1.5,,,0.45,0.46,1.16,,0.22,1,0,0,0.44,0.35,,0
2006-06-29 00:00:00,,0.3,0.86,1.19,0.6,1.16,1.28,,,0.39,0.34,0.71,,0.18,0,0,0,0.18,0.33,,0
2006-06-29 01:00:00,,0.4,0.82,1.12,0.81,1.01,1.08,,,0.3,0.31,0.41,,0.14,0,0,0,0.08,0.27,,0
2006-06-29 02:00:00,,0.2,0.76,1.05,0.65,0.73,1.06,,,0.22,0.25,0.32,,0.12,1,0,0,0.44,0.24,,0
2006-06-29 03:00:00,,0.1,0.78,1.08,0.63,0.87,1.01,,,0.2,0.21,0.21,,0.09,2,0,0,0,0.3,,0
2006-06-29 04:00:00,,0.1,,1.13,0.38,0.72,1.01,,,0.19,0.24,0.37,,0.1,1,0,1,0.33,0.49,,0
2006-06-29 05:00:00,,0.2,0.92,1.32,0.58,0.56,1.12,,,0.23,0.21,0.3,,0.09,1,0,0,0.21,0.45,,0
2006-06-29 06:00:00,,0.1,0.98,1.29,0.51,1.07,1.31,,,,0.22,0.44,,0.06,1,0,0,0.5,0.38,,0
2006-06-29 07:00:00,,0.2,0.98,1.29,0.44,1.41,1.35,,,,0.22,0.68,,0.11,1,0,0,1.52,0.4,,0
2006-06-29 08:00:00,,0,0.97,1.4,0.42,1.71,0.94,,,0.29,0.22,1.18,,0.11,2,0,0,1.62,0.39,,0
2006-06-29 09:00:00,,0.1,0.88,1.55,0.49,1.53,1.2,,,0.28,0.21,,,0.13,1,0,0,0.82,0.36,,0
2006-06-29 10:00:00,,0.1,1.01,1.53,0.45,1.5,2.28,,,0.31,0.22,2.14,,0.11,0,0,0,0.78,0.31,,1
2006-06-29 11:00:00,,0,1.15,1.54,0.74,1.01,4.92,,,0.39,0.21,1.72,,0.11,0,0,0,0.74,0.2,,1
2006-06-29 12:00:00,,0.1,1.08,1.43,0.58,0.97,2.62,,,0.47,0.26,2.2,,0.1,0,0,0,0.41,0.14,,1
2006-06-29 13:00:00,,8.7,1.24,1.4,0.49,1.44,2.82,,,0.7,0.25,2.78,,0.11,0,0,0,0.26,0.7,,1
2006-06-29 14:00:00,,0.6,1.27,1.47,0.68,1.61,3.65,,,1.1,0.2,3.02,,0.11,0,0,0,0.31,0.3,,1
2006-06-29 15:00:00,,0,1.38,1.75,0.6,1.63,3.7,,,1.38,0.28,2.74,,0.1,0,0,0,0.2,0.23,,1
2006-06-29 16:00:00,,0,1.31,1.33,0.56,1.29,3.47,,,0.76,0.27,2.39,,0.09,0,0,0,0.35,0.22,,1
2006-06-29 17:00:00,,0.1,1.07,1.58,0.53,1.01,2.62,,,0.46,0.25,2.2,,0.09,0,0,0,0.6,0.25,,1
2006-06-29 18:00:00,,0.1,0.97,1.39,0.55,1.13,1.76,,,0.32,0.27,2.03,,0.1,0,0,0,0.8,0.25,,1
2006-06-29 19:00:00,,0.2,1.04,1.31,0.78,1.43,2.03,,,0.3,0.26,1.55,,0.1,0,0,0,0.86,0.26,,1
2006-06-29 20:00:00,,0.3,0.88,1.33,0.92,0.92,1.46,,,0.31,0.31,1.2,,0.14,0,0,2,1.31,0.27,,1
2006-06-29 21:00:00,,0.1,0.86,1.4,0.81,1.52,2.19,,,0.34,0.3,1.5,,0.14,0,0,2,0.52,0.34,,1
2006-06-29 22:00:00,,0.1,1.01,1.29,0.65,1.22,1.21,,,0.36,0.33,1.11,,0.19,0,0,1,0.85,0.48,,1
2006-06-29 23:00:00,,0,1.18,1.22,0.37,1.14,0.97,,,0.29,0.54,0.81,,0.14,0,0,1,2.54,0.57,,1
2006-06-30 00:00:00,,0,1.06,1.31,0.44,0.63,1,,,0.26,0.26,0.48,,0.1,0,0,2,1.28,0.62,,1
2006-06-30 01:00:00,,0,0.94,1.17,0.52,0.54,1.98,,,0.25,0.27,0.38,,0.06,0,0,0,1.45,0.61,,0
2006-06-30 02:00:00,,0,1.06,1.24,0.61,0.34,1.08,,,0.28,0.25,0.34,,0.05,0,0,0,2.01,0.63,,0
2006-06-30 03:00:00,,0,0.96,1.26,0.56,0.52,0.96,,,0.23,0.17,0.21,,0.05,0,0,1,0.5,0.57,,0
2006-06-30 04:00:00,,0,1.01,1.33,0.63,0.46,0.96,,,0.21,0.23,0.16,,0.05,0,0,3,0.19,0.54,,0
2006-06-30 05:00:00,,0,0.88,1.28,0.57,0.62,0.93,,,0.19,0.19,0.15,,0.05,0,0,1,0.36,0.39,,0
2006-06-30 06:00:00,,0,1.01,1.44,0.39,0.61,0.92,,,0.21,0.23,0.21,,0.06,1,0,3,1.45,0.39,,0
2006-06-30 07:00:00,,0.3,1.1,1.53,0.39,0.81,0.94,,,0.24,0.21,0.62,,0.07,0,0,3,0.4,0.55,,0
2006-06-30 08:00:00,,0.2,1.36,1.6,0.45,,1.07,,,0.41,0.23,1.12,,0.09,0,0,2,0.75,0.55,,0
2006-06-30 09:00:00,,0.4,1.18,1.73,0.37,,1.22,,,0.42,0.29,0.74,,0.06,0,0,0,0.32,0.49,,1
2006-06-30 10:00:00,,0.4,1.21,1.34,0.58,0.33,1.03,,,0.49,0.36,0.76,,0.06,0,0,0,0.63,0.43,,1
2006-06-30 11:00:00,,0.5,0.92,1.8,0.55,0.84,0.69,,,0.59,0.27,0.71,,0.06,9,0,1,0.3,0.35,,1
2006-06-30 12:00:00,,0.7,1.19,1.78,0.55,0.67,0.7,,,0.48,0.92,0.7,,0.07,7,0,0,0.86,0.3,,1
2006-06-30 13:00:00,,0.8,1,1.79,0.53,0.74,0.64,,,0.37,0.21,0.6,,0.06,3,0,0,1.41,0.28,,1
2006-06-30 14:00:00,,0.5,0.98,,0.56,0.85,0.63,,,0.33,0.22,0.71,,0.06,0,0,0,1.09,0.47,,0
2006-06-30 15:00:00,,0.5,1.18,,,0.95,0.9,,,0.36,0.33,0.7,,0.07,1,0,0,1.14,0.38,,0
2006-06-30 16:00:00,,0.5,1.2,,,0.95,0.73,,,0.36,0.22,0.63,,0.07,1,0,0,0.22,0.31,,1
2006-06-30 17:00:00,,0.5,1.13,,0.46,0.96,0.83,,,0.4,0.18,0.75,,0.1,3,0,0,0.37,0.26,,1
2006-06-30 18:00:00,,0.5,0.94,,0.57,0.9,1.14,,,0.38,0.18,0.73,,0.1,5,0,0,0.53,0.27,,1
2006-06-30 19:00:00,,0.5,0.98,,0.54,1.12,1.06,,,0.37,0.21,0.64,,0.08,0,0,0,0.5,0.3,,1
2006-06-30 20:00:00,,0.6,0.93,,0.69,1.15,1.36,,,0.53,0.24,0.76,,0.09,0,0,0,0.48,0.31,,1
2006-06-30 21:00:00,,0.6,0.94,,0.81,1.59,1.44,,,0.68,0.3,0.76,,0.14,1,0,0,1.17,0.34,,1
2006-06-30 22:00:00,,0.6,0.9,,0.88,1.46,1.14,,,0.7,0.29,0.76,,0.15,0,0,1,0.92,0.43,,1
2006-06-30 23:00:00,,1,1.14,,0.73,1.48,1.38,,,0.58,0.31,0.86,,0.2,2,0,1,1.29,0.35,,1
2006-07-01 00:00:00,,1.6,1.65,1.79,0.84,0.91,1.28,,,0.44,0.32,0.92,,0.21,0,0,0,1.43,0.31,,1
2006-07-01 01:00:00,,0.4,1.02,,0.6,0.57,1.19,,,0.3,0.3,0.6,,0.12,1,0,0,0.92,0.31,,1
2006-07-01 02:00:00,,0.3,0.92,,0.74,0.65,1.23,,,0.23,0.23,0.43,,0.08,1,0,0,0.42,0.33,,0
2006-07-01 03:00:00,,0.1,0.9,,0.5,0.53,1.88,,,0.2,0.28,0.3,,0.07,0,0,0,0.46,0.37,,0
2006-07-01 04:00:00,,0,0.96,,0.53,0.53,1.39,,,0.19,0.23,0.18,,0.07,0,1,0,0.4,0.31,,0
2006-07-01 05:00:00,,0.1,0.96,,0.61,0.46,1.08,,,,0.23,0.22,,0.08,1,0,0,0.45,0.4,,0
2006-07-01 06:00:00,,0.1,0.88,,0.59,0.73,1.14,,,,0.22,0.27,,0.09,1,0,0,0.27,0.39,,0
2006-07-01 07:00:00,,0.1,0.98,,0.67,0.85,1.11,,,0.31,0.19,,,0.06,0,0,0,0.09,0.38,,0
2006-07-01 08:00:00,,0.3,0.92,,0.56,1.03,0.89,,,0.4,0.19,,,0.05,0,0,0,0.27,0.46,,0
2006-07-01 09:00:00,,0.2,0.79,,0.76,0.97,0.73,,,0.47,0.18,0.46,,0.05,0,0,0,0.1,0.47,,0
2006-07-01 10:00:00,,0.1,0.91,,0.66,0.77,0.63,,,0.66,0.19,0.48,,0.05,0,0,0,0.82,0.47,,
2006-07-01 11:00:00,,0,0.93,,0.41,0.68,0.56,,,0.66,0.2,0.57,,0.05,0,0,0,0.8,0.56,,0
2006-07-01 12:00:00,,0,,,0.62,0.64,0.62,,,0.56,0.21,0.42,,0.05,0,0,0,0.38,0.44,,
2006-07-01 13:00:00,,0,1.12,,0.56,0.43,0.74,,,0.44,0.22,0.43,,0.05,2,0,0,0.38,0.41,,1
2006-07-01 14:00:00,,0,1,,0.47,0.4,0.88,,,0.4,0.18,0.31,,0.06,8,0,0,0.46,0.49,,1
2006-07-01 15:00:00,,0,0.96,,0.51,0.63,0.88,,,0.34,0.16,0.36,,0.1,3,0,0,0.18,0.57,,1
2006-07-01 16:00:00,,0,1.03,,0.56,0.52,0.54,,,0.34,0.17,0.39,,0.05,2,0,0,0.08,0.39,,0
2006-07-01 17:00:00,,0.1,1.05,,0.44,0.51,0.56,,,0.36,0.16,0.45,,0.05,4,0,0,0.19,0.31,,0
2006-07-01 18:00:00,,0,1,,0.6,0.56,0.56,,,0.33,0.19,0.26,,0.05,0,0,0,0.86,0.31,,0
2006-07-01 19:00:00,,0,0.99,,0.49,0.56,0.62,,,0.27,0.19,0.2,,0.06,0,3,0,1.03,0.23,,0
2006-07-01 20:00:00,,0.2,0.95,,0.45,0.7,1.09,,,0.3,0.22,0.33,,0.06,27,5,1,1.87,0.3,,0
2006-07-01 21:00:00,,0.5,1.01,,0.82,0.61,1.38,,,0.32,0.3,0.48,,0.13,56,11,1,1.61,0.35,,0
2006-07-01 22:00:00,,0.8,1.17,,0.82,1.2,1.26,,,0.54,0.32,0.51,,0.14,32,5,0,3.57,0.61,,
2006-07-01 23:00:00,,0.4,1.65,,0.69,1.18,1.14,,,0.83,0.35,0.61,,0.12,9,1,0,4.67,0.57,,0
2006-07-02 00:00:00,,0.4,1.3,,0.72,0.84,1.27,,,0.62,0.35,0.5,,0.11,5,1,2,1.05,0.48,,0
2006-07-02 01:00:00,,0.4,1.07,,0.83,0.92,1.48,,,0.54,0.32,0.38,,0.12,3,0,1,0.64,0.41,,0
2006-07-02 02:00:00,,0.3,0.85,,0.7,0.88,1.21,,,0.44,0.34,0.42,,0.15,1,0,0,0.52,0.42,,0
2006-07-02 03:00:00,,0.3,0.89,,0.76,0.89,1.3,,,0.34,0.35,0.4,,0.16,1,0,0,0.23,0.62,,0
2006-07-02 04:00:00,,0.3,0.9,,0.67,0.81,1.12,,,0.31,0.36,0.26,,0.17,0,0,0,0.61,0.76,,0
2006-07-02 05:00:00,,0.2,0.97,,0.72,0.66,1.06,,,0.24,0.39,0.32,,0.14,1,0,0,2.18,1.03,,0
2006-07-02 06:00:00,,0.3,0.85,,0.57,0.52,0.81,,,0.23,0.28,0.35,,0.12,1,0,0,1.04,0.95,,0
2006-07-02 07:00:00,,0.1,0.93,,0.53,,0.92,,,0.29,0.21,0.28,,0.09,1,0,0,0.51,1.21,,0
2006-07-02 08:00:00,,0.1,0.9,,0.59,0.81,0.83,,,0.28,0.21,0.32,,0.06,0,0,0,0.25,0.73,,0
2006-07-02 09:00:00,,0,1.52,,0.5,0.6,0.71,,,0.42,0.26,0.28,,0.06,0,0,0,0.14,0.55,,0
2006-07-02 10:00:00,,0,1.03,,0.5,0.53,0.93,,,0.44,0.17,0.33,,0.05,1,0,0,0.32,0.49,,0
2006-07-02 11:00:00,,0,1.02,,0.41,0.63,0.82,,,0.44,0.2,0.31,,0.05,9,1,0,0.6,0.41,,0
2006-07-02 12:00:00,,0,1.07,,0.43,0.53,0.88,,,0.38,0.19,0.29,,0.05,4,3,0,0.4,0.36,,0
2006-07-02 13:00:00,,0,1.01,,0.43,0.44,0.99,,,0.35,0.2,0.24,,0.05,11,0,0,0.16,0.31,,0
2006-07-02 14:00:00,,0,1.03,,,0.45,0.98,,,0.21,0.2,0.24,,0.05,9,7,0,0.26,0.27,,0
2006-07-02 15:00:00,,0.1,0.93,,,0.53,0.96,,,0.17,0.22,0.23,,0.04,7,9,0,0.22,0.19,,0
2006-07-02 16:00:00,,0,0.91,,0.6,0.57,1.13,,,0.25,0.2,0.29,,0.05,11,13,0,0.18,0.26,,0
2006-07-02 17:00:00,,0,0.91,,0.59,0.48,0.76,,,0.25,0.15,0.19,,0.04,12,12,0,0.46,0.49,,0
2006-07-02 18:00:00,,0,1.01,,0.43,0.49,0.98,,,0.15,0.21,0.27,,0.05,13,12,0,0.76,0.55,,0
2006-07-02 19:00:00,,0,1.03,,0.62,0.54,0.71,,,0.19,0.18,0.33,,0.06,23,19,0,0.46,0.5,,0
2006-07-02 20:00:00,,0,0.97,,0.55,0.68,0.87,,,0.32,0.25,0.34,,0.06,51,15,0,0.5,0.41,,0
2006-07-02 21:00:00,,0.2,0.91,,0.53,0.62,0.94,,,0.23,0.24,0.43,,0.09,100,10,1,0.52,0.64,,0
2006-07-02 22:00:00,,0.3,0.9,,0.55,0.74,0.87,,,0.43,0.26,0.44,,0.11,96,19,2,0.79,0.75,,0
2006-07-02 23:00:00,,0.6,1.24,,0.6,0.71,0.94,,,0.55,0.24,0.38,,0.11,28,7,2,0.63,0.81,,0
2006-07-03 00:00:00,,0.2,0.79,,0.6,0.58,0.81,,,0.53,0.17,0.3,,0.07,6,9,1,0.69,0.96,,0
2006-07-03 01:00:00,,0,0.96,,0.66,0.62,0.76,,,0.56,0.17,0.27,,0.06,2,8,0,0.17,1.15,,0
2006-07-03 02:00:00,,0.1,0.96,,0.46,0.51,0.91,,,0.44,0.17,0.23,,0.06,2,4,1,0.27,0.96,,0
2006-07-03 03:00:00,,0.1,0.86,,0.63,0.4,2.3,,,0.36,0.19,0.19,,0.06,1,2,3,0.93,0.65,,0
2006-07-03 04:00:00,,0.2,0.72,,0.45,0.43,4.47,,,,0.22,0.16,,0.07,1,1,1,0.78,0.56,,0
2006-07-03 05:00:00,,0.3,0.93,,0.55,0.5,,,,,0.23,0.16,,0.06,1,0,2,0.52,0.5,,0
2006-07-03 06:00:00,,0.4,1.54,,0.51,0.52,1.32,,,0.35,0.22,,,0.08,1,0,0,0.49,0.5,,0
2006-07-03 07:00:00,,0.4,1.76,,0.45,0.69,1.3,,,0.5,0.27,,,0.09,0,0,0,0.33,0.59,,0
2006-07-03 08:00:00,,0.2,1.85,,0.46,0.89,,,,0.58,0.27,0.85,,0.08,0,0,0,0.65,0.84,,0
2006-07-03 09:00:00,,0.1,1.79,,0.53,0.71,0.81,,,0.74,0.21,0.69,,0.06,2,2,0,0.69,0.75,,0
2006-07-03 10:00:00,,0,1.44,,0.32,0.9,1.28,,,0.66,0.22,0.49,,0.05,1,4,1,0.7,0.54,,1
2006-07-03 11:00:00,,0,1.27,,0.39,0.59,1.35,,,0.57,0.24,0.45,,0.05,5,5,1,0.6,0.46,,1
2006-07-03 12:00:00,,0,1.01,,0.39,0.75,1.14,,,0.45,0.23,0.53,,0.04,5,12,0,0.27,0.37,,1
2006-07-03 13:00:00,,0,0.91,,0.45,0.58,1.17,,,0.47,0.23,0.5,,0.04,6,6,0,0.09,0.37,,0
2006-07-03 14:00:00,,0,1.02,,0.48,0.65,1.13,,,0.46,0.22,0.47,,0.05,6,8,0,0.29,0.29,,0
2006-07-03 15:00:00,,0,0.95,1.63,0.48,0.58,1.09,,,0.5,0.22,0.39,,0.05,9,6,0,0.18,0.31,,0
2006-07-03 16:00:00,,0,0.96,1.58,0.53,0.59,1.35,,,0.54,0.2,0.6,,0.05,4,10,0,0.43,0.3,,0
2006-07-03 17:00:00,,0,0.89,1.51,0.44,0.58,1.35,,,0.47,0.18,0.4,,0.05,8,8,0,0.42,0.3,,0
2006-07-03 18:00:00,,0,1.06,1.5,0.64,0.67,1.69,,,0.44,0.2,0.39,,0.06,17,10,0,0.64,0.35,,0
2006-07-03 19:00:00,,0,0.95,1.29,0.49,0.93,1.54,,,0.51,0.2,0.42,,0.06,23,8,0,0.79,0.35,,0
2006-07-03 20:00:00,,0.2,0.96,1.11,0.48,0.64,1.66,,,0.54,0.23,0.54,,0.08,20,1,0,0.63,0.39,,0
2006-07-03 21:00:00,,0.5,1.08,1.07,0.5,0.58,1.48,,,0.68,0.36,0.57,,0.13,45,1,0,0.95,0.59,,0
2006-07-03 22:00:00,,0.4,1.24,1.19,0.65,0.6,1.5,,,0.72,0.3,0.55,,0.15,20,0,0,0.53,0.99,,0
2006-07-03 23:00:00,,0.4,2.12,1.4,0.72,0.58,1.68,,,0.67,0.32,0.6,,0.16,2,1,0,0.77,1.17,,0
2006-07-04 00:00:00,,0.4,1.71,1.46,0.56,0.8,0.96,,,0.65,0.36,0.41,,0.18,1,0,0,1.02,1.39,,0
2006-07-04 01:00:00,,0.4,1.48,1.3,0.66,0.77,1.28,,,0.79,0.3,0.24,,0.17,3,4,0,0.65,1.44,,0
2006-07-04 02:00:00,,0.2,1.46,1.11,0.34,0.49,1.29,,,0.68,0.23,0.37,,0.2,2,3,0,0.7,1.23,,0
2006-07-04 03:00:00,,0.2,1.51,1.3,0.73,0.51,1.68,,,0.59,0.24,0.27,,0.17,2,3,0,0.71,1.12,,0
2006-07-04 04:00:00,,0.2,1.41,1.6,0.37,0.56,1.7,,,0.49,0.24,0.18,,0.15,1,5,0,0.73,1.12,,0
2006-07-04 05:00:00,,0.2,1.57,1.95,0.56,,1.81,,,0.47,0.37,0.26,,0.14,11,6,0,1.77,1.06,,0
2006-07-04 06:00:00,,0.3,1.87,2.03,0.64,,1.35,,,0.66,0.43,0.34,,0.2,8,15,0,0.61,1.16,,0
2006-07-04 07:00:00,,0.5,2.26,1.64,0.59,,1.62,,,0.68,0.33,0.89,,0.18,30,28,0,0.5,1.32,,0
2006-07-04 08:00:00,,0.5,2.21,1.67,0.52,,1.3,,,0.88,0.36,1.19,,0.13,22,24,0,0.74,1.37,,0
2006-07-04 09:00:00,,0.4,2.31,1.6,0.56,0.9,1.1,,,1,0.25,0.96,,0.09,8,10,0,1.13,1.22,,0
2006-07-04 10:00:00,,0.3,1.34,1.58,0.46,0.91,1.19,,,0.8,0.37,0.62,,0.07,38,5,0,1.31,0.84,,1
2006-07-04 11:00:00,,0.3,0.92,1.63,0.34,0.8,1.15,,,0.59,0.23,0.79,,0.05,21,1,0,1.13,0.6,,1
2006-07-04 12:00:00,,0.1,0.99,1.55,0.39,0.8,1.17,,,0.5,0.23,0.73,,0.06,13,2,0,0.46,0.46,,1
2006-07-04 13:00:00,,0.2,0.76,1.63,,0.74,1.16,,,0.6,0.22,0.6,,0.06,9,3,0,0.67,0.38,,0
2006-07-04 14:00:00,,0.2,0.91,1.67,,1.08,1.3,,,0.56,0.22,0.57,,0.05,14,2,0,0.73,0.35,,0
2006-07-04 15:00:00,,0,0.93,1.61,0.41,1.17,1.28,,,0.55,0.22,0.74,,0.06,5,0,0,1.26,0.34,,0
2006-07-04 16:00:00,,0,0.76,1.63,0.4,1.21,1.35,,,0.38,0.23,0.56,,0.06,2,1,0,0.56,0.35,,0
2006-07-04 17:00:00,,0,0.98,1.43,0.41,1.1,1.37,,,0.58,0.23,1,,0.07,3,4,0,0.44,0.36,,0
2006-07-04 18:00:00,,0,1.03,1.36,0.37,1.71,1.25,,,0.32,0.23,0.45,,0.07,8,6,0,0.54,0.3,,0
2006-07-04 19:00:00,,0,1.13,1.13,0.42,1.1,1.39,,,0.32,0.24,0.61,,0.08,23,2,0,0.77,0.4,,0
2006-07-04 20:00:00,,0.3,1.1,1.07,0.44,0.77,1.53,,,0.33,0.31,0.83,,0.12,4,1,0,3.04,0.43,,0
2006-07-04 21:00:00,,0.6,0.97,1.17,0.65,0.92,2.19,,,0.53,0.52,1.2,,0.17,3,3,0,1.66,0.63,,0
2006-07-04 22:00:00,,1,2.07,1.58,0.67,0.99,2.24,,,1.01,0.74,1.6,,0.2,3,20,0,1.01,1.35,,0
2006-07-04 23:00:00,,1.1,2.22,1.79,0.59,1.29,1.23,,,1.19,1.06,0.78,,0.12,16,18,0,2.01,1.86,,0
2006-07-05 00:00:00,,1.1,2.1,1.25,0.63,0.99,1.18,,,1.19,1.32,0.8,,0.13,93,25,0,3.21,2.23,,0
2006-07-05 01:00:00,,1,1.91,1.45,0.56,1.03,1.42,,,0.97,1.33,0.89,,0.33,108,23,0,3.4,1.85,,1
2006-07-05 02:00:00,,0.8,1.77,1.4,0.48,0.65,1.62,,,0.76,0.97,1.13,,0.35,70,18,1,7.69,1.49,,0
2006-07-05 03:00:00,,0.7,1.74,1.55,0.5,0.76,1.61,,,,0.77,0.72,,0.34,131,53,1,7.58,1.42,,0
2006-07-05 04:00:00,,0.6,1.7,1.57,0.45,1.02,1.7,,,0.88,0.62,0.38,,0.3,137,35,0,6.2,1.37,,1
2006-07-05 05:00:00,,0.6,1.97,1.53,0.75,0.77,1.89,,,1.41,0.41,,,0.28,166,31,1,2.27,1.23,,0
2006-07-05 06:00:00,,0.8,2.04,1.55,0.81,1.21,1.88,,,1.44,0.46,0.7,,0.25,134,35,0,0.91,1.24,,0
2006-07-05 07:00:00,,1,2.17,1.74,1.28,1.52,1.54,,,1.27,0.48,1.8,,0.25,153,35,0,0.45,1.51,,0
2006-07-05 08:00:00,,1,2.27,1.76,0.87,1.32,1.89,,,1.15,0.53,1.56,,0.24,26,46,0,0.5,1.44,,0
2006-07-05 09:00:00,,0.7,2.18,1.64,0.92,1.32,1.67,,,1.17,0.45,1.21,,0.2,5,6,0,0.39,1.17,,1
2006-07-05 10:00:00,,0.3,1.57,1.57,1.1,1.37,1.66,,,1.11,0.32,0.86,,0.14,2,0,0,0,0.91,,1
2006-07-05 11:00:00,,0.1,1.31,1.61,1.17,0.84,1.56,,,0.99,0.25,0.98,,0.09,1,0,0,0,0.69,,1
2006-07-05 12:00:00,,0,0.91,1.7,0.87,1.14,1.7,,,0.79,0.19,1.27,,0.08,0,0,0,0,0.57,,1
2006-07-05 13:00:00,,0,1.06,1.55,0.64,0.98,1.5,,,0.35,0.21,1.08,,0.07,0,0,0,0,0.5,,1
2006-07-05 14:00:00,,0.1,0.97,1.61,0.5,0.79,1.44,,,0.49,0.22,1.34,,0.06,0,0,0,0,0.41,,0
