Kod stacji,DsWalbrzWyso,DsWrocWybCon,KpBydPlPozna,LbLublin_Krasn,LdLodzWIOSARubinst,LdLodzZachod,MzPlocKroJad,MzPlockPKN1,MzPlockPKN2,MzPlocMiReja,MzRadTochter,MzWarAlNiepo,MzWarTolstoj,MzWarWokalna,OpKKozBSmial,OpZdziePiast,SlDabro1000L,SlZabSkloCur,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
2006-01-01 01:00:00,,,,2.1,2.05,2.4,2.91,2.07,1.54,2.96,,1.78,1.07,1.05,1,0,5,4.89,,,
2006-01-01 02:00:00,,,,2.07,2.15,2.36,2.63,2,1.47,2.75,,1.91,1.02,1.04,1,0,4,6.18,,,
2006-01-01 03:00:00,,,,2.03,1.58,1.97,2.53,1.6,1.5,2.72,,2.01,1,1,1,0,5,5.05,,,
2006-01-01 04:00:00,,,,1.98,1.93,1.93,2.42,1.72,1.48,2.42,,1.8,0.96,0.84,0,0,6,4.55,,,
2006-01-01 05:00:00,,,,1.89,2.42,2.5,2.46,1.83,1.4,2.61,,1.52,0.85,0.72,0,0,4,3.33,,,
2006-01-01 06:00:00,,,,1.77,2.12,2.65,2.88,2.01,1.51,2.7,,1.43,0.73,0.67,0,0,4,3.07,,,
2006-01-01 07:00:00,,,,1.72,1.26,1.67,3.47,2.26,1.9,3.01,,1.34,0.66,0.65,0,0,2,3.48,,,
2006-01-01 08:00:00,,,,1.66,1.11,1.4,3.21,2.23,1.98,3.08,,,0.65,0.64,0,0,2,5.45,,,
2006-01-01 09:00:00,,,,1.61,1.92,1.82,3,1.98,1.84,2.92,,,0.61,0.64,1,1,2,5.22,,,
2006-01-01 10:00:00,,,,1.61,2.01,2.47,2.82,2.01,2.02,3.03,,1.29,0.58,0.64,1,0,3,6.61,,,
2006-01-01 11:00:00,,,,1.61,2.59,2.81,3.19,1.83,1.16,3.82,,1.21,0.6,0.64,1,0,4,6.65,,,
2006-01-01 12:00:00,,,,1.57,3.25,3.66,3.12,2.11,2.11,3.51,,1.24,0.62,0.72,2,0,4,9.03,,,
2006-01-01 13:00:00,,,,1.52,3.57,4.41,3.29,2.12,2.2,3.43,,1.43,0.65,0.86,1,0,4,9.53,,,
2006-01-01 14:00:00,,,,1.52,3.21,4.79,3.6,1.96,2.16,3.49,,1.44,0.71,0.82,3,2,4,10.7,,,
2006-01-01 15:00:00,,,,1.52,3.39,5.53,4.06,1.81,1.98,3.76,,1.51,0.78,0.78,3,2,4,12.48,,,
2006-01-01 16:00:00,,,,1.54,3.75,5.33,3.99,1.87,2.32,4.16,,1.53,0.76,0.77,3,5,4,16.85,,,
2006-01-01 17:00:00,,,,1.82,3.67,5.48,3.95,2.17,2.63,3.73,,1.51,0.74,0.77,4,5,4,17.31,,,
2006-01-01 18:00:00,,,,2.35,4.41,6.54,4.43,2.55,2.72,3.49,,1.54,0.69,0.74,4,10,5,15.42,,,
2006-01-01 19:00:00,,,,2.58,4.48,7.28,4.57,2.7,2.89,3.39,,1.53,0.69,0.8,5,12,5,24.31,,,
2006-01-01 20:00:00,,,,2.57,3.67,5.76,4.56,2.76,2.61,3.6,,1.57,0.67,0.8,5,13,9,31.06,,,
2006-01-01 21:00:00,,,,2.39,4.31,5.15,4.3,2.78,3.03,3.44,,1.8,0.68,0.9,5,6,5,29.21,,,
2006-01-01 22:00:00,,,,2.21,4.88,4.81,4.17,2.39,2.43,3.81,,1.85,0.68,0.96,3,5,9,37.39,,,
2006-01-01 23:00:00,,,,2.05,3.22,4.71,4.13,2.44,2.68,4.28,,1.89,0.67,1.38,3,3,11,31.98,,,
2006-01-02 00:00:00,,,,1.86,2.5,3.9,3.5,2.6,3.26,3.13,,1.5,0.87,1.03,3,2,14,24.69,,,
2006-01-02 01:00:00,,,,1.81,2.35,,2.99,2.47,1.93,3.02,,1.38,0.87,0.89,2,2,10,23.04,,,
2006-01-02 02:00:00,,,,1.7,2.17,,3.13,2.56,2.98,,,1.17,0.82,0.65,3,1,8,18.25,,,
2006-01-02 03:00:00,,,,1.6,1.94,2.75,3.12,1.86,2.65,,,0.97,0.68,0.52,3,1,8,16.66,,,
2006-01-02 04:00:00,,,,1.53,1.81,2.27,2.71,1.81,4,2.65,,0.86,0.54,0.46,3,1,4,11.89,,,
2006-01-02 05:00:00,,,,1.52,1.76,2.21,2.75,1.95,1.66,2.82,,0.84,0.47,0.45,2,1,4,9.36,,,
2006-01-02 06:00:00,,,,1.54,1.66,2.53,2.6,1.93,1.84,2.85,,0.85,0.44,0.49,3,1,4,8.57,,,
2006-01-02 07:00:00,,,,1.68,2.28,3.53,3.2,2.03,1.65,3.12,,0.94,0.44,0.46,3,1,4,8.79,,,
2006-01-02 08:00:00,,,,1.92,2.45,3.53,4.15,,1.69,3.33,,1.21,0.47,0.53,4,2,4,8.12,,,
2006-01-02 09:00:00,,,,2.19,2.71,3.46,2.97,1.63,2.59,3.47,,1.81,0.53,0.67,6,2,5,7.74,,,
2006-01-02 10:00:00,,,,2.49,,5.48,2.78,1.49,2.41,3.42,,1.62,0.69,0.61,7,2,5,6.92,,,
2006-01-02 11:00:00,,,,2.73,,5.21,2.77,1.54,2.83,2.96,,1.38,0.74,0.63,8,2,3,4.46,,,
2006-01-02 12:00:00,,,,2.9,3.47,4.8,2.91,1.6,2.53,2.93,,1.88,0.72,0.74,7,2,3,3.5,,,
2006-01-02 13:00:00,,,,3.07,3.67,4.61,2.83,1.64,2.52,2.69,,1.69,0.83,0.78,4,2,3,4.33,,,
2006-01-02 14:00:00,,,,3.07,3.55,3.85,2.63,1.83,1.91,3,,2.09,0.79,0.93,4,1,3,6.22,,,
2006-01-02 15:00:00,,,,3.07,2.97,4.08,2.7,,2.29,2.81,,1.93,0.81,0.95,6,2,4,5.18,,,
2006-01-02 16:00:00,,,,3.14,3.32,4.73,2.56,1.75,2,2.71,,2.36,0.98,1.01,3,1,3,6.06,,,
2006-01-02 17:00:00,,,,3.13,3.65,6.17,2.49,1.67,2.53,3.1,,2.92,1.04,1.06,3,1,4,6.6,,,
2006-01-02 18:00:00,,,,3.03,2.78,4.23,2.56,1.82,1.9,3.24,,2.71,1.03,1.37,5,1,4,6.19,,,
2006-01-02 19:00:00,,,,2.99,2.97,3.72,2.62,1.95,2.43,2.64,,2.46,1.42,1.58,6,1,5,5.72,,,
2006-01-02 20:00:00,,,,3.01,2.71,3.4,2.91,2.03,1.92,2.77,,2.65,1.75,1.63,6,1,4,4.84,,,
2006-01-02 21:00:00,,,,3.1,2.78,3.46,2.86,2.03,1.97,2.98,,2.23,1.81,1.63,3,1,4,3.79,,,
2006-01-02 22:00:00,,,,2.95,2.78,3.74,2.78,1.85,1.88,2.8,,2.18,1.48,1.43,3,1,4,3.51,,,
2006-01-02 23:00:00,,,,2.67,2.74,3.54,2.72,1.83,1.6,2.76,,1.93,1.4,1.3,2,1,4,3.02,,,
2006-01-03 00:00:00,,,,2.38,2.62,3.26,2.68,1.88,1.56,2.46,,1.65,1.29,1.15,3,1,3,2.49,,,
2006-01-03 01:00:00,,,,2.03,2.6,3.22,2.74,1.81,1.38,2.55,,1.62,1.16,0.97,3,1,3,2.44,,,
2006-01-03 02:00:00,,,,1.8,2.43,2.92,2.73,1.76,1.36,2.5,,1.66,1.02,0.84,2,1,3,2.53,,,
2006-01-03 03:00:00,,,,1.58,2.28,2.64,3.03,2.72,1.39,2.43,,1.55,0.94,0.76,2,1,3,2.38,,,
2006-01-03 04:00:00,,,,1.44,2.07,2.47,2.55,1.8,1.34,2.69,,1.26,0.8,0.71,1,1,3,2.34,,,
2006-01-03 05:00:00,,,,1.36,1.89,2.31,2.31,1.88,1.38,2.3,,1.15,0.74,0.63,1,1,3,2.29,,,
2006-01-03 06:00:00,,,,1.24,1.84,2.17,2.45,1.9,1.41,2.42,,,0.66,0.57,1,1,3,2.3,,,
2006-01-03 07:00:00,,,,1.29,1.66,2.32,2.34,1.57,1.37,2.63,,,0.63,0.58,1,0,4,2.4,,,
2006-01-03 08:00:00,,,,1.38,2.28,2.47,2.4,1.73,1.47,3.08,,1.38,0.64,0.64,1,0,4,2.51,,,
2006-01-03 09:00:00,,,,1.5,2.12,3,2.5,1.72,1.43,2.62,,1.86,0.68,0.65,1,0,4,2.53,,,
2006-01-03 10:00:00,,,,1.61,2.93,3.76,2.61,1.89,1.74,2.71,,1.97,0.86,0.64,1,1,4,2.65,,,
2006-01-03 11:00:00,,,,1.76,3.45,4.31,2.74,1.99,1.75,2.68,,1.93,1.02,0.6,1,1,3,2.85,,,
2006-01-03 12:00:00,,,,1.8,3.67,4.14,3.07,2.09,1.73,2.93,,1.58,0.92,0.64,2,1,4,2.71,,,
2006-01-03 13:00:00,,,,1.85,3.82,4.33,2.99,1.89,1.69,3.25,,1.76,0.94,0.57,3,1,3,2.37,,,
2006-01-03 14:00:00,,,,1.98,3.95,4.76,2.78,,1.89,3.14,,1.68,0.83,0.6,3,1,3,2.42,,,
2006-01-03 15:00:00,,,,2.17,3.95,5.09,2.84,2.03,1.98,3.01,,1.84,0.83,0.77,3,1,3,2.58,,,
2006-01-03 16:00:00,,,,2.39,4.33,4.84,3.11,2.3,2.38,3.22,,1.92,0.9,0.78,4,1,3,2.56,,,
2006-01-03 17:00:00,,,,2.7,4.13,4.73,3.51,2.27,2.06,3.22,,2.01,0.85,0.87,3,1,4,2.48,,,
2006-01-03 18:00:00,,,,2.83,4.58,5.3,3.26,2.53,2.2,3.11,,1.69,0.88,0.89,4,1,5,2.49,,,
2006-01-03 19:00:00,,,,2.86,4.71,5.34,3.13,2.51,2.12,3.8,,2.55,0.86,0.9,4,1,5,2.61,,,
2006-01-03 20:00:00,,,,2.9,4.1,5.19,3.96,2.67,2.19,3.25,,1.97,1.09,1.13,4,1,4,2.5,,,
2006-01-03 21:00:00,,,,2.78,3.97,5.12,6.27,2.34,2.14,3.31,,2.23,1.18,1.24,3,1,4,2.46,,,
2006-01-03 22:00:00,,,,2.67,3.45,4.28,4.27,2.23,1.88,3.08,,1.92,1.29,1.06,4,1,4,2.37,,,
2006-01-03 23:00:00,,,,2.46,3.71,3.71,4.69,2.24,1.88,3.25,,1.69,1.21,1.05,4,1,3,2.21,,,
2006-01-04 00:00:00,,,,1.69,2.77,,5.93,2.23,1.87,3.04,,1.47,1.14,,4,0,4,1.93,,,
2006-01-04 01:00:00,,,,2.15,2.35,,4.39,2.27,1.75,,,1.21,0.97,0.81,4,0,3,1.88,,,
2006-01-04 02:00:00,,,,1.92,2.11,2.62,4.32,2.2,1.75,,,1.02,0.83,0.65,4,0,3,1.84,,,
2006-01-04 03:00:00,,,,1.81,2.13,2.58,3.75,2.22,1.76,3.02,,0.93,0.66,0.55,4,0,2,1.66,,,
2006-01-04 04:00:00,,,,1.78,1.93,2.42,4.49,2.28,1.67,3.05,,0.91,0.55,0.52,3,0,2,1.58,,,
2006-01-04 05:00:00,,,,1.76,1.77,2.26,4.12,2.16,1.65,3.01,,0.88,0.52,0.5,2,0,2,1.53,,,
2006-01-04 06:00:00,,,,1.77,1.87,2.26,2.93,2.03,1.67,2.88,,0.92,0.52,0.5,2,0,2,1.54,,,
2006-01-04 07:00:00,,,,1.86,2.05,2.52,2.9,1.96,1.68,3.07,,0.94,0.52,0.5,2,0,3,2.09,,,
2006-01-04 08:00:00,,,,2.33,2.48,3.07,2.5,2.36,1.42,2.61,,1.2,0.57,0.57,2,0,4,1.56,,,
2006-01-04 09:00:00,,,,2.78,,3.77,2.59,1.67,1.28,2.07,,1.51,0.59,0.6,1,0,3,1.7,,,
2006-01-04 10:00:00,,,,2.63,,3.78,2.42,,1.65,2.32,,1.77,0.7,0.67,1,0,3,2,,,
2006-01-04 11:00:00,,,,2.47,2.44,3.22,2.26,1.36,2.08,2.25,,1.7,0.75,0.69,1,0,2,2.03,,,
2006-01-04 12:00:00,,,7.67,1.62,2.93,3.26,2.41,,2.59,2.25,,1.8,0.76,0.67,3,0,2,1.85,,,
2006-01-04 13:00:00,,,,2.18,3.29,4.63,2.37,1.33,1.73,2.3,,1.72,0.68,0.61,2,1,3,2.33,,,
2006-01-04 14:00:00,,,,2.14,2.51,4.77,2.26,1.4,3.22,2.48,,1.81,0.64,0.63,2,1,3,3.31,,,
2006-01-04 15:00:00,,,,2.09,3.46,5.77,2.22,1.48,2.32,2.56,,1.99,0.67,0.61,1,0,3,5.31,,,
2006-01-04 16:00:00,,,,2.06,4.84,7.26,2.21,1.46,1.8,2.48,,2.08,0.51,0.61,2,1,4,5.75,,,
2006-01-04 17:00:00,,,,2.09,4.82,7.12,2.21,1.48,1.96,2.5,,2.23,0.57,0.65,3,1,4,8.17,,,
2006-01-04 18:00:00,,,,2.03,4.86,7.52,2.16,1.53,1.88,2.99,,2.16,0.68,0.69,5,1,2,7.65,,,
2006-01-04 19:00:00,,,4.62,2.07,4.83,6.65,2.26,1.42,1.28,2.31,,2.24,0.76,0.65,3,1,2,5.35,,,
2006-01-04 20:00:00,,,3.57,2.14,4.38,6.46,2.22,1.35,,2.3,,1.83,0.77,0.59,3,1,3,4.49,,,
2006-01-04 21:00:00,,,3.53,2.11,2.75,5.01,2.09,1.42,,2.11,,1.57,0.7,0.58,3,1,4,5.91,,,
2006-01-04 22:00:00,,,3.44,2,2.07,3.04,1.96,1.28,,1.98,,1.33,0.65,0.53,3,1,5,6.12,,,
2006-01-04 23:00:00,,,3.18,1.86,1.59,3.22,1.85,1.21,1.39,1.91,,1.16,0.46,0.48,3,1,4,3.51,,,
2006-01-05 00:00:00,,,2.96,1.76,1.33,2.65,1.67,1.25,1.34,1.72,,1.08,0.47,0.47,3,1,2,2.14,,,
2006-01-05 01:00:00,,,2.89,1.64,1.22,2.01,1.59,1.08,1.38,1.58,,0.91,0.43,0.44,4,1,0,1.35,,,
2006-01-05 02:00:00,,,2.75,1.56,1.06,1.58,1.5,1.15,1.23,1.48,,0.8,0.4,0.4,3,1,0,1.35,,,
2006-01-05 03:00:00,,,2.64,1.46,1.01,1.44,1.4,1.08,2.26,1.46,,0.71,0.37,0.38,3,1,0,1.29,,,
2006-01-05 04:00:00,,,2.61,1.41,0.86,1.28,1.34,1.01,1.8,1.36,,0.65,0.32,0.35,2,0,0,1.33,,,
2006-01-05 05:00:00,,,2.58,1.38,0.84,1.2,1.3,0.88,1.28,1.24,,,0.28,0.34,8,0,1,1.31,,,
2006-01-05 06:00:00,,,2.72,1.36,0.87,1.33,1.2,0.84,1.07,1.28,,,0.26,0.34,10,0,1,1.38,,,
2006-01-05 07:00:00,,,2.75,1.37,0.92,1.44,1.24,0.88,0.63,1.32,,0.74,0.28,0.36,3,0,1,1.68,,,
2006-01-05 08:00:00,,,2.82,1.46,0.94,1.45,1.24,0.93,1.35,1.25,,0.94,0.3,0.37,2,0,0,1.63,,,
2006-01-05 09:00:00,,,,1.58,1.07,1.65,1.29,0.89,1.23,1.45,,1.16,0.3,0.41,5,0,0,1.85,,,
2006-01-05 10:00:00,,,,1.66,1.52,2.56,1.42,1.06,1.34,1.54,,1.13,0.35,0.39,10,1,0,1.89,,,
2006-01-05 11:00:00,,,,1.72,1.33,3.25,1.4,0.87,1.34,1.55,,1.13,0.34,0.42,10,2,0,2.07,,,
2006-01-05 12:00:00,,,,1.76,1.06,2.79,1.38,0.71,0.99,1.57,,1.08,0.33,0.46,14,1,0,2.1,,,
2006-01-05 13:00:00,,,,1.74,1.34,3.12,1.37,,1.14,1.38,,1.13,0.33,,13,1,0,2.06,,,
2006-01-05 14:00:00,,,,1.72,2.07,3.22,1.35,0.96,1.44,1.76,,1.35,0.37,,10,0,0,2.31,,,
2006-01-05 15:00:00,,,,1.74,2.59,3.22,1.43,1.03,1.74,2.1,,1.3,0.37,0.49,10,0,0,2.27,,,
2006-01-05 16:00:00,,,,1.8,1.9,3.48,1.52,1.03,3.8,2.18,,1.44,0.38,0.5,34,1,0,2.42,,,
2006-01-05 17:00:00,,,,1.8,2,3.34,1.63,1.05,4.57,2.17,,1.48,0.4,0.5,56,1,0,2.57,,,
2006-01-05 18:00:00,,,,1.7,1.94,3.28,1.59,1.05,4.11,1.86,,1.51,0.43,0.53,30,1,0,2.39,,,
2006-01-05 19:00:00,,,,1.69,1.87,3.1,1.65,1.02,2.76,1.8,,1.38,0.43,0.49,24,1,0,2.46,,,
2006-01-05 20:00:00,,,,1.69,1.51,2.89,1.46,1.04,1.58,1.56,,1.2,0.36,0.44,21,1,0,2,,,
2006-01-05 21:00:00,,,,1.69,1.92,2.56,1.44,1.08,1.23,1.41,,1.21,0.34,0.44,16,1,0,1.64,,,
2006-01-05 22:00:00,,,,1.69,1.43,2.31,1.41,1.29,1.55,1.38,,1.07,0.36,0.45,25,1,0,1.59,,,
2006-01-05 23:00:00,,,,1.69,1.29,,1.48,1.08,1.47,1.54,,1.01,0.39,0.43,19,1,0,1.48,,,
2006-01-06 00:00:00,,,,1.65,1.12,,1.46,1.03,1.48,,,1.06,0.4,0.45,22,1,0,1.34,,,
2006-01-06 01:00:00,,,,1.62,1.22,1.59,1.34,0.96,1.51,1.37,,0.94,0.43,0.45,16,0,0,1.22,,,
2006-01-06 02:00:00,,,,1.56,1.22,1.36,1.48,1.02,3,1.44,,0.86,0.42,0.43,14,0,0,1.17,,,
2006-01-06 03:00:00,,,,1.49,1.03,1.22,1.43,0.9,3.92,1.48,,0.76,0.4,0.39,2,0,0,1.12,,,
2006-01-06 04:00:00,,,,1.41,0.89,1.22,1.39,0.91,2.84,1.44,,0.71,0.36,0.38,2,0,0,1.28,,,
2006-01-06 05:00:00,,,,1.33,0.89,1.22,1.29,0.91,2.13,1.26,,0.66,0.32,0.36,2,0,0,1.32,,,
2006-01-06 06:00:00,,,,1.24,0.82,1.3,1.41,0.98,1.63,1.27,,0.58,0.3,0.31,1,0,0,1.22,,,
2006-01-06 07:00:00,,,,1.28,0.83,1.53,1.34,0.88,1.63,1.36,,0.5,0.26,0.26,14,1,0,1.55,,,
2006-01-06 08:00:00,,,,1.34,,1.66,1.16,,1.19,1.23,,0.65,0.2,0.3,11,1,0,1.72,,,
2006-01-06 09:00:00,,,,1.45,,2.18,1.15,0.62,1.6,1.23,,0.98,0.23,0.31,12,3,0,1.79,,,
2006-01-06 10:00:00,,,5.35,1.52,1.37,2.9,1.2,0.74,3.28,1.51,,1.14,0.26,0.34,20,3,0,2.13,,,
2006-01-06 11:00:00,,,7.07,1.62,1.42,2.85,1.19,1.02,1.93,1.62,,0.84,0.28,0.35,15,4,0,2.07,,,
2006-01-06 12:00:00,,,5.03,1.66,1.27,3.22,1.19,0.82,1.74,1.78,,0.91,0.28,0.38,17,1,0,2.2,,,
2006-01-06 13:00:00,,,,1.81,1.67,3.7,1.3,0.81,2.32,1.49,,1,0.28,0.42,17,2,0,2.12,,,
2006-01-06 14:00:00,,,3.75,1.81,1.47,2.7,,0.83,1.5,1.67,,1.19,0.28,0.41,4,0,0,2.45,,,
2006-01-06 15:00:00,,,4.02,1.81,1.97,2.97,,0.65,1.82,1.6,,1.27,0.29,0.44,5,0,0,2.55,,,
2006-01-06 16:00:00,,,4.42,1.85,1.87,2.83,,0.78,1.53,1.84,,1.46,0.3,0.48,3,0,0,2.6,,,
2006-01-06 17:00:00,,,4.67,1.94,1.94,3.63,,0.84,2.19,1.88,,1.63,0.33,0.48,3,0,0,2.6,,,
2006-01-06 18:00:00,,,4.87,1.94,1.86,3.94,1.7,1.03,2.34,1.94,,1.5,0.43,0.49,2,0,0,2.46,,,
2006-01-06 19:00:00,,,3.86,1.94,2.13,3.31,1.53,0.99,1.47,1.7,,1.89,0.42,0.47,2,0,0,2.6,,,
2006-01-06 20:00:00,,,3.9,1.94,1.64,3.16,1.46,1.08,1.19,1.41,,1.5,0.37,0.46,2,0,1,2.36,,,
2006-01-06 21:00:00,,,3.23,1.88,1.85,3.07,1.56,1.06,1.09,1.55,,1.38,0.4,0.46,2,0,1,2.11,,,
2006-01-06 22:00:00,,,3.23,1.81,1.65,2.81,1.67,1.13,1.36,1.6,,1.06,0.45,0.4,1,0,1,2.15,,,
2006-01-06 23:00:00,,,3.1,1.7,1.4,2.18,1.67,1.07,0.99,1.54,,0.93,0.46,0.43,1,0,0,2.41,,,
2006-01-07 00:00:00,,,2.72,1.62,1.37,1.85,1.64,1.14,1.1,1.78,,0.89,0.36,0.43,2,0,1,2.27,,,
2006-01-07 01:00:00,,,2.59,1.56,1.49,1.83,1.67,1.19,1.26,1.68,,0.85,0.35,0.42,15,0,0,2.72,,,
2006-01-07 02:00:00,,,2.42,1.52,1.4,1.67,1.75,1.32,1.56,1.78,,0.88,0.34,0.41,16,0,0,2.21,,,
2006-01-07 03:00:00,,,2.41,1.52,1.19,1.53,1.58,1.24,1.16,1.62,,0.71,0.35,0.38,1,0,0,2.12,,,
2006-01-07 04:00:00,,,2.4,1.46,1.12,1.37,1.55,1.07,1.13,1.45,,,0.34,0.36,2,0,0,2.12,,,
2006-01-07 05:00:00,,,2.43,1.49,1.08,1.29,1.5,1.11,1.13,1.43,,,0.31,0.33,6,0,0,1.43,,,
2006-01-07 06:00:00,,,2.5,1.5,0.99,1.35,1.54,0.98,1.41,1.42,,0.66,0.29,0.34,16,0,0,1.35,,,
2006-01-07 07:00:00,,,2.89,1.52,1.09,1.34,1.53,1.05,1.82,1.43,,0.68,0.27,0.36,16,0,0,1.48,,,
2006-01-07 08:00:00,,,3.3,1.57,1.13,1.34,1.64,0.72,1.14,1.44,,0.84,0.27,0.43,5,1,0,2.16,,,
2006-01-07 09:00:00,,,3.76,1.72,1.34,1.52,1.76,1.01,1.4,1.53,,1.03,0.36,0.53,14,2,0,2.27,,,
2006-01-07 10:00:00,,,3.73,1.92,1.59,3.19,1.71,1.03,1.21,1.74,,1.37,0.45,0.72,12,4,0,2.24,,,
2006-01-07 11:00:00,,,5.06,2.05,1.93,6.41,1.81,1.32,1.5,2.12,,1.65,0.63,0.72,12,5,0,2.94,,,
2006-01-07 12:00:00,,,4.98,2.14,2.27,6.37,2.04,1.2,1.88,2.16,,1.85,0.7,0.85,13,1,1,2.55,,,
2006-01-07 13:00:00,,,5.32,2.22,2,6.43,2.1,1.32,3.05,2.44,,1.66,0.77,0.71,2,0,0,2.37,,,
2006-01-07 14:00:00,,,4.39,2.18,2.2,6.05,2.18,1.49,4.49,2.77,,1.38,0.85,0.67,4,1,1,1.89,,,
2006-01-07 15:00:00,,,5.92,2.26,2.34,13.8,2.23,1.62,4.99,2.92,,1.8,0.97,0.57,2,1,1,2.59,,,
2006-01-07 16:00:00,,,4.62,2.33,2.68,7.71,2.46,1.84,6.66,3.38,,2.09,0.99,0.72,2,0,2,4.27,,,
2006-01-07 17:00:00,,,4.58,2.33,3.08,6.12,3.12,2.22,9.52,3.55,,2.07,1.2,1.06,9,1,2,3.88,,,
2006-01-07 18:00:00,,,5.33,2.57,3.13,5.25,3.36,2.22,8.69,4.2,,2.35,1.14,1.42,40,4,2,4.09,,,
2006-01-07 19:00:00,,,7.29,2.87,3.03,4.44,3.44,1.85,2.86,3.61,,2.31,1.1,1.85,30,5,2,5.98,,,
2006-01-07 20:00:00,,,5.59,2.89,2.94,3.72,3.64,2.49,2.62,3.59,,2.81,1.66,2.11,13,7,2,6.45,,,
2006-01-07 21:00:00,,,5.54,3.05,3.49,4.35,3.92,2.83,4.76,4.02,,3.15,1.51,2.82,6,3,2,4.92,,,
2006-01-07 22:00:00,,,5.98,3.21,3.15,,4.39,3.08,4.33,,,2.93,1.45,2.42,6,2,2,4.61,,,
2006-01-07 23:00:00,,,5.54,3.31,2.71,3.89,4.24,3.02,4.39,,,2.66,2.15,2.88,7,2,2,4.54,,,
2006-01-08 00:00:00,,,5.93,3.42,3.03,4.1,4.3,2.94,4.01,3.99,,2.65,2.6,2.44,7,4,2,7.6,,,
2006-01-08 01:00:00,,,5.07,3.43,2.92,3.71,4.11,2.98,4.55,3.82,,2.45,3.45,2.4,19,8,2,7.27,,,
2006-01-08 02:00:00,,,4.69,3.33,2.11,3.13,4.18,3.06,3.7,3.63,,2.52,3.98,2.45,34,8,2,11.77,,,
2006-01-08 03:00:00,,,4.26,3.31,1.94,2.5,4.02,2.95,8.66,3.69,,2.3,3.78,2.39,29,7,2,10.6,,,
2006-01-08 04:00:00,,,3.99,3.34,1.7,3.45,3.84,2.79,5.01,3.48,,2.06,3.97,2.55,67,7,2,8.94,,,
2006-01-08 05:00:00,,,3.49,3.3,1.72,2.85,3.41,3.03,6.63,3.34,,1.95,4.01,2.19,,7,2,11.28,,,
2006-01-08 06:00:00,,,3.65,3.18,1.85,2.34,3.52,2.78,2.28,3.47,,2.19,2.96,2.14,33,16,2,12.92,,,
2006-01-08 07:00:00,,,4.06,3.13,,2.15,4.09,2.8,7.36,3.75,,2.02,3.38,2.03,32,11,2,11.59,,,
2006-01-08 08:00:00,,,4.67,3.14,1.78,2.17,4.16,3.07,4.24,3.67,,2.07,3.45,2.02,29,11,2,9.37,,,
2006-01-08 09:00:00,,,5.73,4.5,2.59,3.03,4.59,8.41,8.18,4.09,,2.46,3.33,2.04,28,14,6,14.63,,,
2006-01-08 10:00:00,,,8.84,6.73,4.1,4.34,5.49,6.38,10.49,3.22,,2.48,3.26,2.07,32,11,6,8.89,,,
2006-01-08 11:00:00,,,8.14,7.38,4.9,6.81,5.36,4.48,4.6,4.86,,3.62,3.35,2.15,50,14,5,8.31,,,
2006-01-08 12:00:00,,,7.62,5.85,4.39,6.38,5.74,4.25,4.07,5.1,,3.37,3.33,2.36,51,9,5,8.29,,,
2006-01-08 13:00:00,,,7.4,5.36,3.46,7.27,5.28,4.62,2.97,4.89,,3.16,3.29,2.05,29,7,2,8.64,,,
2006-01-08 14:00:00,,,7.84,3.92,3.61,7.8,3.64,3.75,3.02,4.22,,2.88,2.73,1.67,7,8,0,9.86,,,
2006-01-08 15:00:00,,,7.88,3.07,3.48,7.11,4.23,4.28,5.39,4,,2.41,3.19,1.01,52,9,0,13.72,,,
2006-01-08 16:00:00,,,12.76,3.03,3.52,6.65,4.63,3.85,6.3,4.26,,2.71,3.22,1.29,23,11,0,20.39,,,
2006-01-08 17:00:00,,,10.73,5.6,4.71,6.8,5.63,4.44,8.23,5.2,,3.08,3.14,1.36,18,10,0,21.91,,,
2006-01-08 18:00:00,,,9.34,9.76,5.26,6.51,6.18,5.14,7.43,6.26,,3.57,3.74,1.61,19,9,0,20.17,,,
2006-01-08 19:00:00,,,11.92,10.73,5.01,6.69,7.48,4.97,5.57,6.49,,4.15,3.69,2.16,14,6,1,21.58,,,
2006-01-08 20:00:00,,,16.7,10.32,4.56,6.44,8.05,5.28,8.18,6.7,,5.14,3.29,3.71,12,10,0,35.16,,,
2006-01-08 21:00:00,,,16.61,10.51,3.95,5.79,8.63,5.13,10.39,7.24,,4.01,3.99,4.5,10,11,0,17.38,,,
2006-01-08 22:00:00,,,13.22,11.46,3.84,6.04,8.63,5.14,9.18,8.03,,3.69,4.33,3.64,17,13,0,14.62,,,
2006-01-08 23:00:00,,,14.04,12.53,3.92,5.18,8.99,5.56,11.03,8.21,,4.26,4.98,3.72,71,13,0,32.63,,,
2006-01-09 00:00:00,,,14.17,13.75,2.89,4.15,6.22,4.97,13.71,5.89,,5.88,5.39,4.35,43,26,0,35.46,,,
2006-01-09 01:00:00,,,11.93,12.56,2.5,3.44,5.86,5.43,8.02,5.27,,6.7,5.01,6.13,26,19,0,27.08,,,
2006-01-09 02:00:00,,,11.65,10.27,2.35,2.83,7.49,4.6,8.16,5.75,,5.84,5.4,8.22,44,20,,25.81,,,
2006-01-09 03:00:00,,,11.28,8.42,2,2.65,7.25,3.67,5.72,5.63,,,4.75,9.19,54,28,,22.72,,,
