Kod stacji,LdLodzWIOSARubinst,LdLodzWIOSAZachodn,LuZgoraWIOS_AUT,MzPlockPKN,MzPlockPKN1,MzPlockPKN2,MzPlockPKN3,MzPlockReja,MzRadomTochter,MzWarNiepodKom,MzWarszUrsynow,OpKkozle1a,OpZdze2a,SlZabrzZabr_sklod,WpWKP002,ZpSzczecin002
Wskaźnik,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6
Czas uśredniania,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g
2005-01-01 01:00:00,2.61,1.69,0.1,,1.96,,,,2.15,1.53,1.02,,,,,0.1
2005-01-01 02:00:00,2.18,1.77,0.1,,3.55,,,0.91,1.96,1.62,0.9,,,,0,0.5
2005-01-01 03:00:00,1.99,1.57,0.1,,4.72,,,0.83,1.92,1.46,0.83,,,,0,0
2005-01-01 04:00:00,1.83,1.22,0.1,,2.88,,,0.84,1.76,1.21,0.84,,,,0,0
2005-01-01 05:00:00,1.86,1.22,0.1,,3.55,,,0.76,1.77,1.19,0.79,,,,0,0
2005-01-01 06:00:00,1.82,1.15,0.1,,4.18,,,0.68,1.81,1.17,0.79,,,,0,0
2005-01-01 07:00:00,1.68,1,0,,5.77,,,0.64,1.68,1.05,0.81,,,,0,0
2005-01-01 08:00:00,1.45,0.89,0,,3.85,,,0.6,1.66,0.99,0.77,,,,0,0
2005-01-01 09:00:00,1.29,0.95,,,3.31,,,0.55,1.68,0.83,0.72,,,,0,0
2005-01-01 10:00:00,1.32,1.19,0.1,,2.16,,,0.52,1.52,0.81,0.69,,,,0,0
2005-01-01 11:00:00,1.25,1.23,0.1,,3.85,,,0.54,1.67,0.77,0.68,,,,0,0
2005-01-01 12:00:00,1.37,1.63,0.1,,1.95,,,0.58,1.65,0.7,0.6,,,,0,0.5
2005-01-01 13:00:00,,1.66,0.1,,1.85,,,0.74,1.68,0.72,0.62,,,,0,1
2005-01-01 14:00:00,1.81,2,0.1,,1.65,,,0.85,1.61,0.75,0.66,,,,0,1
2005-01-01 15:00:00,1.58,1.32,0.1,,1.17,,,0.46,2.13,0.85,0.7,,,,0,1.5
2005-01-01 16:00:00,1.45,0.94,0.1,,1.24,,,0.6,1.81,0.87,0.69,,,,0,1
2005-01-01 17:00:00,1.4,0.88,0.1,,1.14,,,0.46,1.88,0.94,0.65,,,,0,1
2005-01-01 18:00:00,1.47,0.88,0.1,,1.17,,,0.83,1.86,0.97,0.64,,,,1,1
2005-01-01 19:00:00,1.66,1.06,0.1,,1.22,,,0.6,1.36,0.88,0.57,,,,3,1
2005-01-01 20:00:00,1.48,1.63,0.1,,1.16,,,0.74,1.5,0.84,0.52,,,,2,1
2005-01-01 21:00:00,1.6,1.11,0.2,,1.9,,,0.58,1.57,0.78,0.46,,,,,1
2005-01-01 22:00:00,1.68,1.41,0.1,,2.73,,,0.62,1.12,0.61,0.42,,,,2,1
2005-01-01 23:00:00,1.59,1.64,0.2,,2.05,,,0.61,1.25,0.6,0.44,,,,3,0
2005-01-02 00:00:00,2.28,1.65,0.2,,1.26,,,0.54,1.16,0.62,0.57,,,,1,0
2005-01-02 01:00:00,2.46,1.51,0.1,,0.89,,,0.6,1.09,,0.39,,,,1,0
2005-01-02 02:00:00,2.04,1.38,0.1,,0.94,,,0.54,0.93,0.64,0.36,,,,1,0
2005-01-02 03:00:00,1.6,1.04,0,,1.09,,,0.53,0.98,0.53,0.48,,,,0,0
2005-01-02 04:00:00,1.44,0.87,0,,1.1,,,0.53,0.94,0.46,0.55,,,,0,0
2005-01-02 05:00:00,1.21,0.68,0,,1.04,,,0.49,1.06,0.5,0.49,,,,0,0
2005-01-02 06:00:00,1.5,0.7,0,,1.24,,,0.55,0.97,0.51,0.51,,,,0,0
2005-01-02 07:00:00,1.06,0.78,0,,1.2,,,0.55,,0.55,0.51,,,,0,0
2005-01-02 08:00:00,1.28,0.89,0,,1.13,,,0.56,1.29,0.61,0.49,,,,0,
2005-01-02 09:00:00,1.91,1.5,0,,1.25,,,0.58,1.52,0.59,0.55,,,,0,0
2005-01-02 10:00:00,1.59,1.6,0.1,,1.22,,,0.64,1.45,0.72,,,,,0,0
2005-01-02 11:00:00,1.44,1.74,0.1,,1.43,,,0.82,1.46,0.94,,,,,0,0
2005-01-02 12:00:00,1.46,1.69,0.1,,2.38,,,0.61,1.27,1.07,0.71,,,,0,0.5
2005-01-02 13:00:00,1.26,1.28,0.1,,4.24,,,0.48,1.17,0.99,0.6,,,,0,1
2005-01-02 14:00:00,1.18,0.71,0,,4.1,,,0.41,1.22,0.74,0.49,,,,0,1
2005-01-02 15:00:00,1.15,0.66,0.1,,3.06,,,0.38,1.2,0.64,0.39,,,,0,1
2005-01-02 16:00:00,1.05,0.89,0.1,,4.31,,,0.35,1.1,0.57,0.4,,,,0,1
2005-01-02 17:00:00,1.2,0.97,0.1,,3.2,,,0.43,1.2,0.54,0.41,,,,0,1
2005-01-02 18:00:00,1.12,1.01,0.1,,3.48,,,0.41,1.04,0.46,0.37,,,,0,1
2005-01-02 19:00:00,1.01,,0.1,,2.63,,,0.42,1.1,0.5,0.42,,,,0,1
2005-01-02 20:00:00,1.05,,0,,2.47,,,0.47,1.34,0.61,0.49,,,,0,0.5
2005-01-02 21:00:00,1.15,0.98,0,,2.47,,,0.45,1.26,0.69,0.46,,,,0,0.5
2005-01-02 22:00:00,1,0.74,0,,4.04,,,0.36,0.95,0.59,0.41,,,,0,0
2005-01-02 23:00:00,0.87,0.68,0,,3.01,,,,0.83,0.47,0.37,,,,0,0
2005-01-03 00:00:00,0.84,0.59,0,,1.12,,,0.41,0.81,0.41,0.34,,,,0,0
2005-01-03 01:00:00,0.8,0.49,0,,2.02,,,0.4,0.85,0.36,0.31,,,,0,0
2005-01-03 02:00:00,0.77,0.42,0,,2.83,,,0.31,0.74,0.32,0.29,,,,0,0
2005-01-03 03:00:00,0.79,0.38,0,,1.99,,,0.27,0.55,0.28,0.25,,,,0,0
2005-01-03 04:00:00,0.71,0.36,0,,1.76,,,0.25,0.68,0.23,0.24,,,,0,0
2005-01-03 05:00:00,0.73,0.35,0,,3.72,,,0.24,0.51,0.24,0.23,,,,0,0
2005-01-03 06:00:00,0.67,0.36,0,,2.87,,,0.23,0.54,0.23,0.23,,,,0,0
2005-01-03 07:00:00,0.72,0.38,0,,2.62,,,0.24,0.56,0.26,0.25,,,,0,0
2005-01-03 08:00:00,0.83,0.54,0,,3.01,,0.26,0.28,0.64,0.35,0.31,,,,0,0
2005-01-03 09:00:00,0.94,0.79,0.1,,4.58,,0.54,0.4,0.99,0.59,0.36,,,,0,0.5
2005-01-03 10:00:00,1.22,0.8,0.1,,4.6,,0.44,0.38,1.19,0.81,0.4,,,,0,1
2005-01-03 11:00:00,,1.04,0.1,,4.03,,0.38,0.38,1.89,0.72,0.38,,,,0,0.5
2005-01-03 12:00:00,,1.08,0.1,,2.9,,0.56,0.38,1.24,0.74,0.35,,,,0,1
2005-01-03 13:00:00,1.27,1.17,0.1,,2.94,,0.87,0.39,1.28,0.78,0.35,,,,0,1
2005-01-03 14:00:00,1.34,1.06,0.1,,2.61,,0.58,0.36,1.09,0.84,0.41,,,,0,1
2005-01-03 15:00:00,1.08,1.14,0.1,,2.78,,0.57,0.41,1.23,0.9,0.47,,,,0,1
2005-01-03 16:00:00,1.28,1.13,0.1,,2.76,,0.5,0.45,1.47,0.86,0.45,,,,0,1
2005-01-03 17:00:00,1.41,1.21,0.1,,4.18,,0.79,0.45,1.41,1.06,0.48,,,,0,1
2005-01-03 18:00:00,1.69,1.3,0.1,,4.18,,0.45,0.5,1.48,1.28,0.56,,,,0,1
2005-01-03 19:00:00,1.76,1.26,0.1,,4.87,,0.8,0.57,1.35,1.28,0.57,,,,0,1.5
2005-01-03 20:00:00,1.49,1.2,0.1,,2.64,,0.88,0.56,1.39,1.05,0.54,,,,0,1.5
2005-01-03 21:00:00,1.52,0.85,0.1,,1.97,,0.9,0.51,1.31,0.98,0.56,,,,1,1
2005-01-03 22:00:00,1.31,1.02,0.1,,2.66,,1.06,0.48,1.2,0.94,0.55,,,,3,1
2005-01-03 23:00:00,1.47,1.45,0,,4.56,,0.88,0.48,1.07,,0.6,,,,1,0.5
2005-01-04 00:00:00,1.18,1.24,0,,3.87,,0.75,0.47,1.04,,0.52,,,,0,0
2005-01-04 01:00:00,1.13,0.79,0,,2.13,,0.9,0.53,1.07,0.54,0.44,,,,0,0
2005-01-04 02:00:00,0.9,0.58,0,,2.3,,0.62,0.37,0.87,0.49,0.38,,,,0,0
2005-01-04 03:00:00,0.85,0.53,0,,3.58,,0.41,0.35,0.73,0.41,0.4,,,,0,0
2005-01-04 04:00:00,0.83,0.5,0,,2.77,,0.47,0.33,0.79,0.35,0.38,,,,0,0
2005-01-04 05:00:00,0.81,0.47,0,,3.66,,0.74,0.3,0.83,0.33,0.4,,,,0,0
2005-01-04 06:00:00,0.84,0.45,0,,3.54,,0.56,0.28,,0.39,0.38,,,,0,0
2005-01-04 07:00:00,0.77,0.47,0,,7.33,,0.54,0.3,0.83,0.37,0.32,,,,0,0
2005-01-04 08:00:00,0.99,0.58,0,,4.33,,0.78,0.35,0.98,0.45,0.35,,,,0,0
2005-01-04 09:00:00,1.28,0.63,0,,3.36,,0.76,0.44,1.12,0.86,,,,,0,0.5
2005-01-04 10:00:00,1.32,0.71,0.1,,3.78,,0.88,0.46,1.16,1,0.42,,,,0,0.5
2005-01-04 11:00:00,1.3,0.9,0.1,,3.47,,0.93,0.42,1.42,1,0.41,,,,0,1
2005-01-04 12:00:00,1.31,1.87,0.1,,1.83,,1.13,0.44,1.49,1.13,0.42,,,,,1
2005-01-04 13:00:00,1.33,1.93,0.1,,2.01,,1.21,0.46,1.43,1.19,0.45,,,,0,1
2005-01-04 14:00:00,1.46,2.3,0.1,,4.72,,1.32,0.49,1.32,1.31,0.46,,,,0,1
2005-01-04 15:00:00,1.43,1.82,0.1,,3.28,,1.61,0.48,1.42,1.49,0.51,,,,0,1
2005-01-04 16:00:00,1.65,1.36,0.1,,1.68,,0.99,0.51,1.58,1.65,0.54,,,,0,1.5
2005-01-04 17:00:00,1.65,1.2,0.1,,4.35,,1.36,0.61,1.64,2.16,0.57,,,,0,1
2005-01-04 18:00:00,1.8,,0.1,,4.9,,1.34,0.55,1.52,2.16,0.58,,,,0,1
2005-01-04 19:00:00,1.53,,0.1,,3.24,,1.46,0.56,1.43,2.16,0.61,,,,0,1
2005-01-04 20:00:00,1.44,1.03,0.1,,7.78,,1.13,0.5,1.21,2.25,0.58,,,,0,1
2005-01-04 21:00:00,1.46,0.75,0.1,,6.86,,0.76,,1.09,1.59,0.52,,,,0,1
2005-01-04 22:00:00,1.26,0.75,0,,4.32,,0.63,,1.07,0.91,0.46,,,,1,0
2005-01-04 23:00:00,1.12,0.72,0,,3.79,,0.46,0.35,1.03,0.69,0.39,,,,0,0
2005-01-05 00:00:00,1.04,0.63,,,3.38,,0.43,0.31,0.94,0.51,0.35,,,,0,0
2005-01-05 01:00:00,1.04,0.62,0,,4.38,,0.84,0.32,0.79,0.41,0.31,,,,0,0
2005-01-05 02:00:00,0.91,0.51,0,,4.04,,0.49,0.34,0.79,0.32,0.3,,,,0,0
2005-01-05 03:00:00,0.99,0.48,0,,3.21,,0.41,0.33,0.77,0.31,0.3,,,,0,0
2005-01-05 04:00:00,0.88,0.48,0,,3.09,,0.71,0.31,0.79,0.3,0.29,,,,0,0
2005-01-05 05:00:00,0.83,0.48,0,,2.96,,0.54,0.31,0.73,0.27,0.3,,,,0,0
2005-01-05 06:00:00,0.85,0.46,0,,2.59,,0.41,0.31,0.77,0.28,0.3,,,,0,0
2005-01-05 07:00:00,0.64,0.51,0,,2.66,,0.44,0.34,0.8,0.31,0.3,,,,0,0
2005-01-05 08:00:00,0.97,0.64,0,,,,0.43,0.39,0.91,0.38,0.33,,,,0,0.5
2005-01-05 09:00:00,1.13,0.81,0.1,,2.63,,0.53,0.44,0.98,0.62,0.42,,,,0,1
2005-01-05 10:00:00,,0.96,0.1,,7.06,,0.56,0.41,1.09,0.74,0.42,,,,0,1
2005-01-05 11:00:00,,0.99,0.1,,3.92,,0.92,0.48,1.07,0.88,0.42,,,,0,1
2005-01-05 12:00:00,1.41,0.91,0.1,,3.99,,0.98,0.44,1.13,0.85,0.41,,,,0,1
2005-01-05 13:00:00,1.38,1.51,0.1,,3.56,,0.93,0.41,1.36,0.89,0.39,,,,0,1
2005-01-05 14:00:00,1.39,1.01,0.1,,3.33,,0.61,0.48,1.35,0.98,0.33,,,,0,1
2005-01-05 15:00:00,1.47,0.99,0.1,,4.19,,0.91,0.46,1.34,1.04,0.36,,,,0,1
2005-01-05 16:00:00,1.81,1.24,0.1,,4.52,,0.44,0.52,1.35,1.07,0.39,,,,0,1.5
2005-01-05 17:00:00,1.9,1.24,0.3,,4.73,,0.44,0.54,1.49,1.38,0.51,,,,1,2
2005-01-05 18:00:00,1.74,1.65,0.1,,2.66,,0.94,0.6,1.77,1.53,0.58,,,,1,2
2005-01-05 19:00:00,1.58,1.83,0.2,,3.73,,0.94,0.69,1.53,1.4,0.61,,,,0,1
2005-01-05 20:00:00,1.54,1.73,0.1,,7.58,,1.04,0.55,1.48,1.43,0.58,,,,1,1
2005-01-05 21:00:00,1.62,1.6,0.1,,4.57,,0.96,0.49,1.4,1.18,0.55,,,,0,1
2005-01-05 22:00:00,1.68,2.08,0.1,,4.7,,0.91,0.6,1.21,,0.53,,,,1,1
2005-01-05 23:00:00,1.76,1.48,0.1,,3.42,,1.05,0.6,1.33,,0.54,,,,2,1
2005-01-06 00:00:00,1.54,1.12,0.1,,3.58,,1,0.58,1.57,0.84,0.56,,,,1,1
2005-01-06 01:00:00,1.43,0.9,0.1,,3.14,,1.2,0.53,1.33,0.7,0.59,,,,1,2
2005-01-06 02:00:00,1.35,0.89,0.1,,4.01,,1.12,0.55,1.24,0.66,0.51,,,,0,0
2005-01-06 03:00:00,1.81,1.02,0.1,,3.82,,1.27,0.55,1.09,0.54,0.51,,,,0,0.5
2005-01-06 04:00:00,1.5,0.9,0.1,,2.23,,1.36,0.61,,0.59,0.52,,,,0,0
2005-01-06 05:00:00,1.41,0.93,0.1,,3.92,,1.37,0.62,,0.58,0.52,,,,0,0
2005-01-06 06:00:00,1.4,1.04,0.1,,3.63,,1.35,0.62,1.29,0.56,0.52,,,,0,0
2005-01-06 07:00:00,1.47,1.1,0.1,,2.41,,1.51,0.72,1.36,0.81,0.56,,,,0,1
2005-01-06 08:00:00,1.74,1.45,0.1,,1.83,,1.17,0.89,2.08,1.31,,,,,0,0
2005-01-06 09:00:00,2.11,2.02,0.1,,2.28,,1.26,0.94,2.34,2.05,0.8,,,,0,1
2005-01-06 10:00:00,1.85,2.72,0.1,,1.12,,1.44,0.97,2.86,2.91,0.82,,,,0,1
2005-01-06 11:00:00,1.47,2.72,0.1,,1.32,,1.5,0.92,2.67,3.8,0.81,,,,1,1
2005-01-06 12:00:00,1.3,2.43,0.1,,1.53,,1.61,0.85,2.46,2.77,0.77,,,,0,1
2005-01-06 13:00:00,1.16,1.96,0.1,,3.51,,1.49,0.92,2.2,2.2,0.69,,,,0,1
2005-01-06 14:00:00,1.39,1.83,0.1,,2.56,,1.53,0.97,1.74,2.27,0.71,,,,0,1
2005-01-06 15:00:00,1.81,1.88,0.1,,5.2,,1.43,0.82,1.74,2.12,0.73,,,,0,1
2005-01-06 16:00:00,1.86,1.62,0.1,,6.47,,1.45,0.78,1.95,1.87,0.69,,,,,1
2005-01-06 17:00:00,1.83,,0.1,,4.28,,1.67,0.72,1.75,1.83,0.71,,,,0,1
2005-01-06 18:00:00,1.81,1.2,0.1,,2.78,,1.91,0.66,1.72,1.93,0.71,,,,0,1.5
2005-01-06 19:00:00,1.81,1.18,0.1,,2.3,,1.53,0.58,1.46,1.95,0.63,,,,0,2
2005-01-06 20:00:00,1.59,1.24,0.1,,4.91,,1.1,,1.31,1.77,0.58,,,,0,2
2005-01-06 21:00:00,1.39,1.35,0.1,,5.55,,0.99,,1.25,1.28,0.58,,,,0,1.5
2005-01-06 22:00:00,1.34,1.13,0.1,,3.31,,0.78,0.5,1.25,0.95,0.47,,,,1,0.5
2005-01-06 23:00:00,1.33,0.94,0.1,,3.77,,0.44,0.42,1.17,0.75,0.47,,,,0,0
2005-01-07 00:00:00,1.2,0.81,0,,2.71,,0.69,0.36,1.06,0.62,0.45,,,,0,0
2005-01-07 01:00:00,1.06,1.16,0,,5.48,,0.94,0.4,0.88,0.51,0.42,,,,0,0
2005-01-07 02:00:00,1.13,0.68,0,,2.62,,0.96,0.43,0.92,0.48,0.43,,,,0,0
2005-01-07 03:00:00,1.03,0.58,0,,4.12,,0.79,0.42,0.85,0.44,0.39,,,,0,0
2005-01-07 04:00:00,0.95,0.51,0,,2.08,,0.39,0.38,0.82,0.35,0.36,,,,0,0
2005-01-07 05:00:00,0.9,0.52,0,,1.12,,0.68,0.34,0.86,0.32,0.34,,,,0,0
2005-01-07 06:00:00,1.02,0.6,0,,0.85,,0.94,0.38,0.86,0.39,0.36,,,,0,0
2005-01-07 07:00:00,1.08,0.75,0,,0.84,,0.91,0.47,0.89,0.46,0.39,,,,0,0
2005-01-07 08:00:00,1.27,0.92,0,1.12,0.9,,0.62,0.62,1.02,1.08,0.44,,,,0,0
2005-01-07 09:00:00,,1.31,0,1.22,0.97,,1.09,0.69,1.15,2.04,0.61,,,,0,0.5
2005-01-07 10:00:00,,1.56,0.1,1.28,1.72,,0.94,0.77,1.31,1.96,0.49,,,,0,0.5
2005-01-07 11:00:00,0.88,1.64,0.1,1.4,2.01,,0.85,0.81,1.2,1.61,0.55,,,,0,1
2005-01-07 12:00:00,2.4,1.52,0.1,1.16,1.46,,0.68,0.63,1.31,1.19,0.51,,,,0,1
2005-01-07 13:00:00,1.08,1.66,0.1,1.16,1.55,,0.85,0.7,1.34,1.12,0.47,,,,0,1
2005-01-07 14:00:00,1.16,1.73,0.1,1.26,1.54,,0.93,0.67,1.38,1.07,0.49,,,,0,1
2005-01-07 15:00:00,0.99,1.41,0.1,1.18,1.75,,0.83,0.7,1.66,1.12,0.5,,,,0,1
2005-01-07 16:00:00,1.08,1.45,0.1,1.21,1.13,,0.76,0.76,1.6,1.23,0.49,,,,1,1
2005-01-07 17:00:00,1.12,2.1,0.1,1.17,1.21,,0.96,0.76,1.72,1.56,0.52,,,,0,1
2005-01-07 18:00:00,1.54,2.17,0.1,1.26,1.8,,1.07,0.65,1.59,1.65,0.53,,,,1,1
2005-01-07 19:00:00,1.72,2.17,0.1,1.3,1.79,,0.85,0.62,1.64,1.49,0.54,,,,1,1
2005-01-07 20:00:00,1.92,1.99,0.1,1.31,2.3,,0.94,0.56,1.58,1.27,0.55,,,,0,1
2005-01-07 21:00:00,1.84,1.68,0,1.23,1.35,,0.73,0.49,1.56,,0.51,,,,0,0
2005-01-07 22:00:00,1.82,2.45,0.1,1.13,1.38,,0.63,0.47,1.4,,0.51,,,,0,0
2005-01-07 23:00:00,1.64,1.74,0,1.09,2.25,,0.8,0.43,1.38,0.81,0.44,,,,0,0
2005-01-08 00:00:00,1.64,1.1,0,1.07,1.99,,0.62,0.36,1.34,0.63,0.42,,,,0,
2005-01-08 01:00:00,1.47,0.91,0,0.97,2.18,,0.9,0.37,1.18,0.52,0.42,,,,0,0
2005-01-08 02:00:00,1.29,0.81,0,0.95,1.97,,0.53,0.32,1.22,0.47,0.39,,,,0,0
2005-01-08 03:00:00,1.17,0.64,0,0.89,0.76,,0.38,0.3,,0.47,0.33,,,,0,0
2005-01-08 04:00:00,1.02,0.55,0,0.88,0.8,,0.49,0.28,1.11,0.37,0.33,,,,0,0
2005-01-08 05:00:00,1.1,0.54,0,0.84,1.61,,0.44,0.25,1.06,0.31,0.28,,,,0,0
2005-01-08 06:00:00,1.07,0.5,0,0.85,0.81,,0.38,0.23,1,0.29,,,,,0,0
2005-01-08 07:00:00,1.15,0.62,0,0.83,0.99,,0.26,0.28,0.96,0.29,,,,,0,0
2005-01-08 08:00:00,1.02,0.67,0,0.94,1.02,,0.5,0.35,0.89,0.35,0.28,,,,0,0
2005-01-08 09:00:00,1.2,0.78,0.1,0.94,0.5,,0.45,0.44,1.08,0.45,0.31,,,,0,0
2005-01-08 10:00:00,1.44,1.24,0.1,1.01,1.14,,0.63,0.58,1.18,0.79,0.41,,,,0,1
2005-01-08 11:00:00,1.92,1.53,0.1,1.09,1.01,,0.62,0.54,1.27,0.92,0.41,,,,0,0
2005-01-08 12:00:00,2.38,2.18,0.1,1.2,0.88,,0.9,0.74,1.31,1.35,0.64,,,,0,1
2005-01-08 13:00:00,2.03,2.05,0.1,1.03,0.88,,0.94,0.65,1.16,1.55,0.63,,,,0,0
2005-01-08 14:00:00,1.64,1.39,0.1,1.49,1,,1.05,0.68,1.23,1.51,0.55,,,,0,0
2005-01-08 15:00:00,1.56,,0.1,1.33,0.96,,0.96,0.64,1.25,1.7,0.74,,,,0,0.5
2005-01-08 16:00:00,3.4,,0,1.31,1.03,,0.95,0.71,1.34,1.82,0.77,,,,0,1
2005-01-08 17:00:00,1.61,1.41,0,1.35,1.04,,1.03,0.73,1.4,1.62,0.7,,,,1,0.5
2005-01-08 18:00:00,1.69,1.38,0.1,1.33,1.4,,1.55,0.72,1.34,1.32,0.57,,,,0,0
2005-01-08 19:00:00,1.66,1.28,0,1.32,2.03,,1.04,,1.21,0.98,0.49,,,,0,0
2005-01-08 20:00:00,1.49,1.19,0,1.18,1.73,,1.14,0.66,1.09,0.93,0.54,,,,0,0.5
2005-01-08 21:00:00,1.35,1.26,0,1.19,1.19,,1.19,0.59,1.13,0.86,0.58,,,,0,0
2005-01-08 22:00:00,1.21,1.26,0,1.13,1.99,,0.89,0.54,1.17,0.91,0.56,,,,0,0
2005-01-08 23:00:00,1.39,1.37,0,0.97,1.64,,0.7,0.39,1.04,0.87,0.5,,,,0,0
2005-01-09 00:00:00,1.12,0.66,0,0.85,1.04,,0.26,0.31,1.06,0.54,0.42,,,,0,0
2005-01-09 01:00:00,1.04,0.52,0,0.81,2.46,,0.26,0.26,0.97,0.36,0.23,,,,0,0
2005-01-09 02:00:00,0.76,0.45,0,0.8,3.43,,0.37,0.24,0.72,0.31,0.22,,,,0,
2005-01-09 03:00:00,0.82,0.39,0,0.76,3.4,,0.41,0.24,0.53,0.27,0.24,,,,0,0
2005-01-09 04:00:00,0.8,0.38,0,0.7,3.76,,0.41,0.22,0.65,0.25,0.22,,,,0,0
2005-01-09 05:00:00,0.84,0.42,0,0.73,3.54,,0.37,0.23,0.66,0.24,0.21,,,,0,0
2005-01-09 06:00:00,0.61,0.39,0,0.72,2.66,,0.26,0.23,0.57,0.22,0.21,,,,0,0
2005-01-09 07:00:00,0.76,0.38,0,0.69,1.1,,0.36,0.24,0.52,0.21,0.21,,,,0,0
2005-01-09 08:00:00,,0.43,0,0.7,0.51,,0.26,0.25,0.63,0.23,0.23,,,,0,0
2005-01-09 09:00:00,0.97,0.77,0,0.73,0.88,,0.38,0.33,0.67,0.31,0.24,,,,0,0
2005-01-09 10:00:00,1.12,0.9,0,0.85,0.8,,0.47,0.38,0.77,0.37,0.26,,,,0,0
2005-01-09 11:00:00,1.21,0.95,0,0.89,1.27,,0.56,0.54,0.83,0.42,0.3,,,,0,0
2005-01-09 12:00:00,1.05,1.21,0,0.85,1.33,,0.39,0.43,0.82,0.47,0.32,,,,0,1
2005-01-09 13:00:00,1.09,1.11,0.1,0.86,1.28,,0.66,0.47,0.82,0.53,0.34,,,,0,1
2005-01-09 14:00:00,1.08,1.27,0,0.89,1.25,,0.48,0.46,0.81,0.56,0.33,,,,0,1
2005-01-09 15:00:00,0.97,0.98,0.1,0.9,1.06,,0.42,0.45,0.83,0.61,0.32,,,,0,1
2005-01-09 16:00:00,0.96,0.95,0.1,0.9,2.29,,0.58,0.46,0.89,0.61,0.35,,,,0,1
2005-01-09 17:00:00,0.98,0.99,0.1,1.01,3.41,,0.56,0.45,0.99,0.58,0.36,,,,0,0.5
2005-01-09 18:00:00,0.91,1.04,0.1,0.95,4.07,,0.53,0.41,0.98,0.52,0.36,,,,0,1
2005-01-09 19:00:00,0.94,0.94,0.1,1.01,3.68,,0.76,0.45,0.82,,0.38,,,,0,1
2005-01-09 20:00:00,1,0.87,0.1,1.01,3.34,,0.83,0.43,0.93,,0.35,,,,0,1
2005-01-09 21:00:00,1.04,0.79,0.1,1.02,4.97,,0.47,0.4,0.91,0.62,0.37,,,,0,0.5
2005-01-09 22:00:00,0.94,0.76,0.1,1,5.6,,0.74,0.37,0.95,0.61,0.39,,,,0,0
2005-01-09 23:00:00,1.02,0.85,0,1.03,2.88,,0.88,0.42,0.9,0.56,0.37,,,,0,0
2005-01-10 00:00:00,1.02,0.67,0,0.98,2.45,,0.79,0.4,0.83,0.55,0.35,,,,0,0
2005-01-10 01:00:00,0.85,0.57,0,1.01,2.07,,0.78,0.35,0.85,0.45,0.34,,,,0,0
2005-01-10 02:00:00,0.85,0.48,0,0.97,1.37,,0.67,0.38,,0.42,0.31,,,,0,0
2005-01-10 03:00:00,0.83,0.44,0,0.94,1.25,,0.57,0.3,0.8,0.37,0.29,,,,0,0
2005-01-10 04:00:00,0.83,0.52,0,0.89,1.55,,0.46,0.28,0.69,0.31,0.29,,,,0,0
2005-01-10 05:00:00,0.93,0.66,0,0.85,0.92,,0.44,0.28,0.64,0.26,,,,,,1.5
2005-01-10 06:00:00,0.91,0.7,0,0.95,1.4,,0.47,0.33,0.6,0.28,,,,,0,0
2005-01-10 07:00:00,1.09,0.74,0.1,1.13,0.82,,0.68,0.59,0.86,0.38,0.31,,,,0,0
2005-01-10 08:00:00,1.24,0.97,0.1,1.26,1.01,,1.04,0.7,1.16,0.79,0.47,,,,0,0
2005-01-10 09:00:00,1.54,1.23,0.1,1.39,1.1,,1.47,0.89,1.39,2.04,0.61,,,,0,0
2005-01-10 10:00:00,1.93,1.73,0,2.3,1.38,,1.13,0.91,1.45,3.1,0.54,,,,0,0
2005-01-10 11:00:00,2.09,1.74,0,1.68,1.21,,1.19,0.89,1.59,2.31,0.62,,,,,0
2005-01-10 12:00:00,1.88,1.77,0.1,1.34,1.14,,1.16,0.82,1.34,1.92,0.73,,,,,0
2005-01-10 13:00:00,2.06,1.77,0.1,1.3,2.15,,1.31,0.73,1.12,2,0.66,,,,,0
2005-01-10 14:00:00,1.72,,0.1,1.24,1.79,,1.07,0.68,1.12,1.69,0.59,,,,,0
2005-01-10 15:00:00,1.33,,0.1,1.28,1.34,,1.06,0.71,1.16,1.73,0.63,,,,,1
2005-01-10 16:00:00,1.74,2.1,0.1,1.37,1.08,,1.13,0.87,1.34,1.92,0.62,,,,,1
2005-01-10 17:00:00,2,2.27,0.2,1.44,1.08,,1.98,,1.41,2.71,0.66,,,,,1
2005-01-10 18:00:00,1.94,2.35,0.3,1.51,1.29,,1.64,,1.29,2.89,0.65,,,,,1
2005-01-10 19:00:00,2.01,2.2,0.2,1.6,1.54,,1.75,0.99,1.27,2.3,0.63,,,,,0
2005-01-10 20:00:00,1.78,1.85,0.1,1.69,2,,1.6,0.81,1.4,1.93,0.56,,,,,0
2005-01-10 21:00:00,1.81,1.65,0.1,1.7,1.83,,1.56,0.86,1.53,1.54,0.56,,,,,0
2005-01-10 22:00:00,1.63,1.54,0.1,1.62,2.22,,1.57,0.8,1.59,1.23,0.54,,,,,0
2005-01-10 23:00:00,1.72,1.33,0.1,1.62,2.2,,1.53,0.77,1.56,1.2,0.57,,,,,0
