Kod stacji,LdLodzWIOSARubinst,LdLodzWIOSAZachodn,LuZgoraWIOS_AUT,MzPlockPKN,MzPlockPKN1,MzPlockPKN2,MzPlockPKN3,MzPlockReja,MzRadomTochter,MzWarNiepodKom,MzWarszUrsynow,OpKkozle1a,OpZdze2a,SlZabrzZabr_sklod,WpWKP002,ZpSzczecin002
Wskaźnik,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6
Czas uśredniania,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g
2005-07-31 23:00:00,0.57,0.75,0,1.43,,0.25,0.25,0.33,0.25,0.7,0.54,0,0,,,
2005-08-01 00:00:00,0.51,0.54,0,1.45,,0.25,0.26,0.29,0.26,0.75,0.48,0,0,,,
2005-08-01 01:00:00,0.38,0.41,0,1.55,,0.25,0.26,0.28,0.26,0.44,0.47,0,0,,,
2005-08-01 02:00:00,0.38,0.36,0,1.52,,0.25,0.26,0.43,0.21,0.5,0.55,0,0,,,
2005-08-01 03:00:00,0.38,0.42,0,1.38,,0.25,0.26,0.28,0.16,0.23,0.47,0,0,,,
2005-08-01 04:00:00,0.39,,0,1.58,,0.25,0.26,0.71,0.15,0.18,0.33,0,0,,,
2005-08-01 05:00:00,0.42,,0,1.64,,0.25,0.26,,0.17,0.24,0.31,0,0,,,
2005-08-01 06:00:00,0.53,0.74,0,,,0.25,0.25,0.64,0.23,0.52,0.36,0,0,,,
2005-08-01 07:00:00,0.6,0.84,0,1.68,,0.25,0.26,0.49,0.31,0.79,0.47,0,0,,,
2005-08-01 08:00:00,0.56,0.77,0,1.51,,0.25,0.26,0.48,0.35,1.46,0.55,0,0,,,
2005-08-01 09:00:00,0.53,0.7,0,1.73,,0.49,0.26,0.5,0.3,1.92,,3,0,,,
2005-08-01 10:00:00,0.48,0.72,0,1.78,,0.99,0.26,0.46,0.39,1.3,0.53,5,0,,,
2005-08-01 11:00:00,0.42,0.57,0,1.51,,0.75,0.38,0.39,0.26,0.8,0.39,1,0,,,
2005-08-01 12:00:00,0.44,0.59,0,1.28,,0.25,0.26,0.34,0.29,0.99,0.33,2,0,,,
2005-08-01 13:00:00,0.44,0.52,0,2.03,,0.25,0.26,0.3,0.21,0.82,0.32,0,0,,,0
2005-08-01 14:00:00,0.42,0.57,0,1.65,,0.25,0.26,0.28,0.2,0.9,0.27,0,0,,,0
2005-08-01 15:00:00,0.48,0.55,0,1.15,,0.25,0.26,0.34,0.23,1.19,0.27,0,0,,,0
2005-08-01 16:00:00,0.41,0.56,0,1.12,,0.25,0.26,0.34,0.28,1.25,0.22,0,0,,,0
2005-08-01 17:00:00,0.4,0.63,0,1.42,,0.25,0.26,0.29,0.33,1.46,0.24,0,0,,,0
2005-08-01 18:00:00,0.47,1.17,0,1.5,,0.25,0.26,0.35,0.3,1.32,0.3,0,0,,,0
2005-08-01 19:00:00,0.42,0.65,0,1.58,,0.26,0.26,0.37,0.32,1.31,0.34,0,0,,,0
2005-08-01 20:00:00,,0.6,0,1.72,,0.47,0.26,0.48,0.56,1.2,0.43,5,0,,,0
2005-08-01 21:00:00,,0.62,0,1.57,,0.71,0.26,0.52,0.83,1.07,0.47,4,0,,,0
2005-08-01 22:00:00,0.55,0.62,0,1.95,,2.13,1.21,9.23,0.74,1.22,0.54,1,0,,,0
2005-08-01 23:00:00,0.53,0.77,0,2.79,,1.32,13.08,16.71,0.54,1.2,0.45,1,0,,,0
2005-08-02 00:00:00,0.51,0.69,0,2.72,,0.71,12.4,24.54,0.49,1.12,0.5,4,0,,,0
2005-08-02 01:00:00,0.48,0.54,0,5.77,,0.25,14.46,11.32,0.48,0.58,0.38,25,0,,,0
2005-08-02 02:00:00,0.42,0.41,0,4.61,,0.25,11.45,0.95,0.36,0.34,0.28,19,0,,,0
2005-08-02 03:00:00,0.41,0.39,0,3.72,,0.25,18.01,0.63,0.37,0.18,0.31,1,0,,,0
2005-08-02 04:00:00,0.43,0.44,0,3.51,,0.53,14.96,1.55,0.35,0.21,0.31,0,0,,,0
2005-08-02 05:00:00,0.43,0.53,0,2.15,,0.25,4.88,6.34,0.44,0.32,0.44,0,0,,,0
2005-08-02 06:00:00,0.46,0.75,0,,,0.25,1.87,1.99,0.58,0.68,0.58,0,0,,,0
2005-08-02 07:00:00,0.5,0.97,0,,,0.25,0.26,0.67,0.43,1.39,0.76,2,0,,,0
2005-08-02 08:00:00,0.44,1,0,1.17,,0.69,0.26,2.51,0.37,2.17,0.83,4,0,,,0
2005-08-02 09:00:00,0.47,0.88,0,1.58,,0.94,1.13,2.19,0.33,2.22,0.64,3,0,,,0.3
2005-08-02 10:00:00,0.44,0.69,0,1.55,,0.96,0.35,0.36,0.29,1.2,0.38,5,0,,,0
2005-08-02 11:00:00,0.34,0.6,0.1,1.16,,0.5,,0.22,0.24,1.32,0.24,3,0,,,0
2005-08-02 12:00:00,0.35,0.5,0,1.61,,0.25,0.26,0.24,0.22,1.03,0.23,2,0,,,0
2005-08-02 13:00:00,0.33,0.62,0,1.53,,0.25,0.37,0.24,0.23,1.39,0.22,6,0,,,0
2005-08-02 14:00:00,0.32,0.75,0,,,0.24,0.26,0.41,0.2,1.13,0.2,2,0,,,
2005-08-02 15:00:00,0.35,0.6,0,2.74,,0.25,0.26,0.26,0.24,1.24,0.25,0,0,,,0.3
2005-08-02 16:00:00,0.35,0.57,0,,,0.24,0.26,0.25,0.18,,0.27,2,0,,,0.8
2005-08-02 17:00:00,0.42,0.82,0,,,0.25,0.26,0.26,0.24,2.06,0.32,1,0,,,0.3
2005-08-02 18:00:00,0.39,0.87,0,,,0.24,0.26,0.26,0.29,1.98,0.39,1,0,,,0.4
2005-08-02 19:00:00,0.39,1.02,0,1.62,,0.57,0.26,0.29,0.31,1.87,0.38,0,0,,,0.5
2005-08-02 20:00:00,0.47,0.97,0,1.56,,0.44,0.26,0.41,0.43,2.05,0.64,1,0,,,0.3
2005-08-02 21:00:00,0.65,1.15,0,,,0.38,0.39,1.05,0.51,2.09,1.96,2,0,,,0.3
2005-08-02 22:00:00,0.68,1.53,0,1.55,,0.97,1.29,1.55,0.75,3,2.09,0,0,,,0.3
2005-08-02 23:00:00,0.79,1.58,0,1.18,,1.13,11.62,1.18,0.85,2.58,3.37,0,0,,,0.5
2005-08-03 00:00:00,0.51,1.46,0,1,,2.06,3.03,0.43,0.64,3.29,4.18,0,0,,,0
2005-08-03 01:00:00,0.5,1.22,0,1.4,,2.15,1.51,0.42,0.8,3.44,3.08,1,0,,,0
2005-08-03 02:00:00,0.43,0.98,0,3.09,,9.13,2.23,0.46,0.6,1.22,1.74,1,0,,,0
2005-08-03 03:00:00,0.48,,0,,,7.88,0.77,,0.99,0.93,1.35,1,0,,,0
2005-08-03 04:00:00,0.37,,0,1.61,,4.03,1.4,,0.97,0.8,1.11,0,0,,,0
2005-08-03 05:00:00,0.41,0.72,0,5.58,,0.66,7.34,0.94,1.24,1.04,1.05,1,2,,,0
2005-08-03 06:00:00,0.55,0.71,0,1.09,,0.25,19.89,1.31,1.14,1.4,1.28,19,3,,,0
2005-08-03 07:00:00,1.13,0.73,0,1.02,,0.56,1.45,0.9,1.16,1.11,0.98,40,1,,,0
2005-08-03 08:00:00,0.67,0.66,0,,,2.51,0.47,0.75,0.8,1.47,,24,0,,,0.4
2005-08-03 09:00:00,0.53,0.68,0,,,7.15,0.38,0.65,1.06,1.26,0.6,58,2,,,0.4
2005-08-03 10:00:00,0.42,0.52,0,,,4.01,0.6,0.51,0.49,0.88,0.79,55,3,,,0.2
2005-08-03 11:00:00,0.39,0.45,0.1,1.24,,0.9,0.26,0.38,0.38,0.98,0.29,28,1,,,0.8
2005-08-03 12:00:00,0.34,0.61,0,1.21,,0.75,0.26,0.36,0.3,0.69,0.27,15,2,,,0.6
2005-08-03 13:00:00,0.34,0.49,0,1.37,,1.6,0.26,0.36,0.25,0.84,0.24,2,2,,,0.2
2005-08-03 14:00:00,0.38,0.52,0,1.26,,0.63,0.26,0.33,0.25,0.74,0.21,7,3,,,0.6
2005-08-03 15:00:00,0.41,0.79,0,,,0.25,0.26,0.38,0.27,0.61,0.25,6,2,,,0.8
2005-08-03 16:00:00,0.42,0.59,0,,,0.25,0.26,0.41,0.29,0.8,0.23,2,2,,,1.3
2005-08-03 17:00:00,0.44,0.61,0,,,0.25,0.94,0.43,0.29,0.63,0.26,1,1,,,1.4
2005-08-03 18:00:00,0.4,0.53,0,,,0.38,1.43,0.53,0.31,0.72,0.36,0,4,,,2
2005-08-03 19:00:00,,0.49,0,,,1.31,0.26,0.61,0.36,0.53,0.53,0,5,,,1.2
2005-08-03 20:00:00,,0.55,0,1.02,,2.15,0.26,0.92,0.41,0.72,0.68,2,1,,,1.4
2005-08-03 21:00:00,0.81,0.83,0,1.59,,6.21,0.37,,0.51,0.75,0.68,2,4,,,1.9
2005-08-03 22:00:00,0.64,0.91,0,1.37,,1.52,0.74,,0.46,0.53,0.61,2,4,,,0.9
2005-08-03 23:00:00,0.65,0.89,0,1.95,,2.6,0.44,,0.37,0.46,0.55,2,1,,,0.6
2005-08-04 00:00:00,0.69,0.74,0,1.65,,8.16,0.48,0.49,0.45,0.26,0.45,6,1,,,0
2005-08-04 01:00:00,0.51,0.63,0,1.21,,4.93,0.26,0.31,0.34,0.23,0.38,4,1,,,0
2005-08-04 02:00:00,0.52,0.53,0,1.32,,0.27,0.26,0.31,0.31,0.21,0.39,0,0,,,0
2005-08-04 03:00:00,0.67,0.53,0,1.63,,0.25,0.26,0.34,0.37,0.21,0.44,0,0,,,0
2005-08-04 04:00:00,0.68,0.57,0,2.1,,0.25,0.26,0.37,0.35,0.22,0.44,0,0,,,0
2005-08-04 05:00:00,0.79,0.65,0,1.99,,1.75,0.63,0.37,0.45,0.26,0.44,0,0,,,0
2005-08-04 06:00:00,0.74,0.69,0,,,1.97,0.26,0.48,0.43,0.44,0.48,0,0,,,0
2005-08-04 07:00:00,0.75,0.8,0,3.34,,1.36,2.29,0.66,0.56,0.85,0.51,0,0,,,0
2005-08-04 08:00:00,0.51,0.77,0,3.17,,1.13,3.35,0.82,0.6,2.11,0.74,0,0,,,0
2005-08-04 09:00:00,0.49,0.68,0,2.03,,0.61,0.26,0.7,0.44,1.94,0.7,0,0,,,0
2005-08-04 10:00:00,0.4,0.6,0,1.36,,0.25,1.88,2.26,0.42,2.36,0.56,0,0,,,0
2005-08-04 11:00:00,0.38,0.56,0,3.77,,0.25,7.56,4.78,0.45,2.12,0.56,1,0,,,0
2005-08-04 12:00:00,0.35,0.62,0,2.71,,0.25,5.93,5.19,0.39,1.79,0.64,1,0,,,0
2005-08-04 13:00:00,0.39,0.7,0,1.45,,0.26,8.28,2.42,0.3,1.25,0.44,2,0,,,0
2005-08-04 14:00:00,0.39,0.71,0,2.17,,0.25,6.33,4.38,0.3,,0.35,1,0,3.37,,0
2005-08-04 15:00:00,0.4,0.66,0,1.49,,0.25,6.86,3.56,0.35,,0.29,0,0,1.69,,0
2005-08-04 16:00:00,0.43,0.73,0,1.97,,0.25,4.32,,0.32,2.74,0.37,0,0,1.7,,0
2005-08-04 17:00:00,0.56,0.94,0,2.22,,0.25,11.38,,0.27,2.33,0.44,0,0,1.92,,0
2005-08-04 18:00:00,0.41,0.83,0,1.46,,0.25,5.76,1.1,0.37,2.18,0.56,0,0,,,0
2005-08-04 19:00:00,0.37,0.63,0,1.26,,0.25,0.34,1.08,0.4,1.81,0.61,0,0,1.38,,0
2005-08-04 20:00:00,0.39,0.64,0,1.81,,0.25,4.33,4.32,0.5,1.53,0.51,4,0,0.95,,0
2005-08-04 21:00:00,0.47,0.64,0,1.73,,0.44,9.66,4.17,0.38,1,0.53,1,0,0.85,,0
2005-08-04 22:00:00,0.56,0.75,0,2.01,,0.25,3.7,0.66,0.37,1.28,0.57,1,0,0.83,,0
2005-08-04 23:00:00,0.51,0.77,0,1.87,,0.25,4.28,0.41,0.23,1,0.44,1,0,0.73,,0.1
2005-08-05 00:00:00,0.39,0.52,0,1.55,,0.25,4.89,2.9,0.26,0.57,0.33,0,0,0.62,,0.1
2005-08-05 01:00:00,0.78,0.4,0,1.52,,0.26,4.98,1.81,0.24,0.34,0.35,0,0,0.64,,0
2005-08-05 02:00:00,0.43,,0,1.44,,0.26,4.86,,0.19,0.26,0.29,0,0,0.61,,0
2005-08-05 03:00:00,0.44,,0,1.34,,0.25,3.21,,0.19,0.23,0.25,2,0,0.57,,0
2005-08-05 04:00:00,0.43,0.38,0,1.54,,1.3,1.26,0.3,0.22,0.2,0.24,5,0,0.61,,0
2005-08-05 05:00:00,0.34,0.39,0,1.76,,0.25,0.35,0.3,0.28,0.33,0.24,7,0,0.62,,0.2
2005-08-05 06:00:00,0.43,0.42,0,1.87,,0.25,0.63,0.52,0.37,0.5,,7,0,0.63,,0
2005-08-05 07:00:00,0.45,0.56,0,1.85,,0.25,0.61,0.59,0.44,1.18,,6,0,0.62,,0
2005-08-05 08:00:00,0.5,0.83,0,1.64,,0.25,1.14,0.6,0.58,1.82,0.61,6,0,0.62,,0
2005-08-05 09:00:00,0.43,0.94,0,1.7,,0.25,0.35,0.51,0.46,1.81,0.57,2,0,0.6,,0
2005-08-05 10:00:00,5.38,0.86,0,1.66,,0.25,0.37,0.21,0.48,1.43,0.52,0,0,0.68,,0
2005-08-05 11:00:00,0.39,0.72,0,1.63,,0.25,0.26,0.35,0.48,1.53,0.43,0,0,0.63,,0
2005-08-05 12:00:00,0.33,0.78,0,1.54,,0.25,0.26,0.22,0.39,1.28,0.31,0,0,,,0
2005-08-05 13:00:00,0.36,0.76,0,1.54,,0.25,0.26,0.15,0.55,1.47,0.26,0,0,,,0
2005-08-05 14:00:00,0.36,0.63,0,1.83,0.37,0.39,0.26,0.3,0.5,1.35,0.27,0,0,,,0
2005-08-05 15:00:00,0.4,0.6,0.1,1.79,1.25,0.7,0.48,0.32,0.61,2.08,0.24,0,0,0.92,,0
2005-08-05 16:00:00,0.34,0.75,0,1.64,1.27,0.45,0.26,0.3,0.56,2.12,0.46,2,0,1.05,,0
2005-08-05 17:00:00,0.33,0.67,0,1.65,1.26,0.25,0.26,0.69,0.38,1.67,0.52,8,0,0.89,,0.3
2005-08-05 18:00:00,,0.59,0,1.75,0.23,0.25,0.26,0.47,0.7,2.05,0.79,0,0,0.81,,0
2005-08-05 19:00:00,0.5,0.74,0,1.89,0.23,0.26,0.26,0.51,1.12,2.25,0.76,0,1,0.69,,0
2005-08-05 20:00:00,0.57,0.72,0,1.75,0.22,0.25,0.26,0.51,0.75,2.2,0.73,0,0,1.38,,0.3
2005-08-05 21:00:00,0.83,1.05,0,1.91,0.23,0.25,0.66,0.65,0.69,2.08,0.86,0,0,2.73,,0.5
2005-08-05 22:00:00,0.93,1.22,0,2.16,0.22,0.43,0.36,0.8,0.55,1.61,0.7,0,1,1.9,,0.7
2005-08-05 23:00:00,0.65,1,0,1.91,0.4,0.25,0.34,0.91,0.44,1.1,0.56,0,2,1.64,,0.5
2005-08-06 00:00:00,0.64,0.68,0,1.83,0.31,,0.26,0.56,0.4,0.81,0.49,1,9,2.69,,0
2005-08-06 01:00:00,0.62,0.61,0,1.79,0.51,,0.37,0.46,0.41,0.84,0.51,18,7,9.52,,0
2005-08-06 02:00:00,0.6,0.58,0,1.6,1.14,,0.26,0.46,0.3,0.64,0.46,53,8,10.63,,0
2005-08-06 03:00:00,0.9,0.72,0,1.67,0.67,,0.34,0.57,0.41,0.54,0.43,67,20,4.47,,0
2005-08-06 04:00:00,0.82,0.89,0,1.82,0.4,,0.66,0.66,0.46,0.49,0.42,62,14,3.98,,0
2005-08-06 05:00:00,0.84,0.97,0,1.57,1.95,,0.69,0.69,0.33,0.61,0.42,17,6,4.14,,0
2005-08-06 06:00:00,0.68,1.05,0,1.34,0.77,,0.74,0.67,0.4,0.61,0.43,4,7,2.33,,0
2005-08-06 07:00:00,1.17,1,0,1.31,0.37,,0.36,0.65,0.64,0.64,0.47,3,14,1.48,,0
2005-08-06 08:00:00,1.02,0.88,0,1.55,0.66,,0.63,0.94,0.51,1.08,0.57,3,15,1.25,,0
2005-08-06 09:00:00,0.72,0.75,0,1.43,0.45,,0.5,0.97,0.5,0.97,0.51,3,6,1.29,,0
2005-08-06 10:00:00,0.57,0.61,0,1.27,0.32,,0.5,0.55,0.39,0.74,0.61,3,3,1.11,,0
2005-08-06 11:00:00,0.47,0.62,0,1.03,0.23,,0.26,0.44,0.31,0.63,0.47,4,2,1.27,,0
2005-08-06 12:00:00,0.46,0.63,0,1.15,0.23,,0.26,0.43,0.38,0.64,0.31,1,1,1.01,,0
2005-08-06 13:00:00,0.44,0.68,0,1.19,0.43,,0.26,0.43,0.26,,0.3,0,0,1.22,,0
2005-08-06 14:00:00,0.41,0.68,0,1.29,0.23,,0.26,0.52,0.21,,0.27,0,0,1.08,,0
2005-08-06 15:00:00,0.47,0.64,0,1.43,0.49,,0.26,0.6,0.18,0.47,0.25,0,0,1.43,,0
2005-08-06 16:00:00,0.48,0.56,0,1.24,2.91,,0.26,0.4,0.22,0.84,0.28,1,0,0.62,,0
2005-08-06 17:00:00,0.42,0.57,0,1.34,1.3,,0.26,0.46,0.31,0.98,0.37,0,0,0.61,,0
2005-08-06 18:00:00,0.4,0.55,0,1.46,0.23,,0.26,0.6,0.36,0.89,0.43,0,0,0.67,,0
2005-08-06 19:00:00,0.37,0.51,0,1.7,1.23,,0.26,0.7,0.57,0.75,0.48,0,0,1.2,,0
2005-08-06 20:00:00,0.4,0.46,0,1.8,3.13,,0.5,0.71,0.52,0.7,0.49,0,0,1.62,,0
2005-08-06 21:00:00,0.4,0.48,0,1.73,1.35,,0.58,0.61,0.69,0.72,0.51,1,0,1.92,,0
2005-08-06 22:00:00,0.52,0.71,0,1.63,6.7,,0.26,0.47,0.63,0.51,0.56,0,0,2.45,,0
2005-08-06 23:00:00,0.54,0.77,0,1.69,0.6,,0.26,0.44,0.32,0.5,0.46,1,0,2.3,,0
2005-08-07 00:00:00,0.5,0.65,0,1.57,0.37,,0.26,0.43,0.31,0.4,0.37,0,0,1.9,,0
2005-08-07 01:00:00,0.53,,0,1.45,0.55,,0.26,,0.26,0.3,0.35,1,2,2.24,,0
2005-08-07 02:00:00,0.72,0.6,0,1.38,1.83,,0.26,,0.21,0.4,0.34,1,2,2.36,,0
2005-08-07 03:00:00,0.45,0.49,0,1.26,1.79,,0.26,0.43,0.22,0.32,0.36,2,3,2.24,,0
2005-08-07 04:00:00,0.38,0.4,0,1.25,1.35,,0.26,0.39,0.24,0.5,0.37,2,2,2.84,,0
2005-08-07 05:00:00,0.37,0.4,0,1.2,9.16,,0.26,0.4,0.29,0.27,,1,0,3.14,,0
2005-08-07 06:00:00,0.4,0.41,0,1.14,4.07,,0.26,0.38,0.28,0.48,,1,1,9.57,,0
2005-08-07 07:00:00,0.41,0.44,0,1.16,4.6,,0.26,0.35,0.36,0.28,0.4,22,2,3.25,,0
2005-08-07 08:00:00,0.36,0.39,0,1.02,4.31,,0.26,0.31,0.35,0.52,0.37,3,8,2.62,,0
2005-08-07 09:00:00,0.38,0.36,0,1.13,2.98,,0.26,0.25,0.22,0.39,0.31,9,6,1.42,,0
2005-08-07 10:00:00,0.37,0.42,0,1.3,0.22,,0.26,0.25,0.25,0.81,0.25,5,2,0.58,,0
2005-08-07 11:00:00,0.29,0.36,,1.39,0.23,,0.26,0.21,0.17,0.48,0.3,2,1,0.82,,0
2005-08-07 12:00:00,0.44,0.32,,1.4,0.23,,0.26,0.22,0.47,0.53,0.19,4,0,0.54,,0
2005-08-07 13:00:00,0.37,0.36,,1.48,0.58,,0.26,0.51,0.41,0.51,0.18,0,0,0.6,,0
2005-08-07 14:00:00,0.42,0.52,,1.47,0.23,,0.26,0.27,0.46,0.43,0.24,2,0,0.76,,0
2005-08-07 15:00:00,0.29,0.44,,1.32,0.23,,0.26,0.25,0.51,0.6,0.25,1,0,1.2,,0
2005-08-07 16:00:00,0.39,0.43,,1.1,0.23,,0.26,0.26,0.64,0.8,0.17,1,0,2.41,,0
2005-08-07 17:00:00,,0.58,,1.33,1.83,,0.26,0.33,0.31,0.76,0.15,1,0,1.71,,0
2005-08-07 18:00:00,0.41,0.47,,1.49,0.72,,0.26,0.37,0.23,1.12,0.2,1,0,1.03,,0
2005-08-07 19:00:00,0.48,0.6,,1.68,0.23,,0.26,0.7,0.22,0.55,0.26,3,0,3.32,,0
2005-08-07 20:00:00,0.71,0.96,,1.86,0.23,,0.26,0.85,0.27,0.78,0.36,1,0,3.55,,0
2005-08-07 21:00:00,0.75,0.87,,1.46,1.18,,0.26,0.53,0.22,0.44,0.33,1,0,1.05,,0
2005-08-07 22:00:00,0.87,1.07,,1.4,4.52,,0.26,0.46,0.28,1.34,0.48,1,0,1.31,,0
2005-08-07 23:00:00,0.82,1.31,,1.42,4.61,,0.26,0.4,0.2,1.03,0.61,1,0,1.44,,0
2005-08-08 00:00:00,0.63,0.95,,1.35,0.69,,0.26,0.37,0.27,0.72,0.75,2,0,0.91,,0
2005-08-08 01:00:00,0.59,0.82,,1.28,0.23,,1.34,1.35,0.2,0.34,0.62,3,0,0.61,,0
2005-08-08 02:00:00,0.58,0.64,,3.93,0.22,,2.17,1.87,0.15,0.28,0.39,4,0,0.54,,0
2005-08-08 03:00:00,0.37,0.42,,7.13,0.36,,26.27,0.6,0.22,0.2,0.29,1,0,0.5,,0
2005-08-08 04:00:00,0.4,0.3,,2.76,0.36,,15.71,0.35,0.18,0.25,0.31,0,0,0.38,,0
2005-08-08 05:00:00,0.34,0.31,,1.96,0.32,,5.32,2.39,0.23,0.27,0.29,0,0,0.44,,0
2005-08-08 06:00:00,0.37,0.48,,2.4,0.52,,3.28,8.3,0.33,0.41,0.47,0,0,0.44,,0
2005-08-08 07:00:00,0.49,0.77,,1.8,0.94,,8.19,8.94,0.38,1.31,0.57,1,0,0.43,,0
2005-08-08 08:00:00,0.58,0.83,,2.28,1.38,,5.38,9.58,0.34,2.28,1.11,2,0,0.4,,0
2005-08-08 09:00:00,0.52,0.75,,4.05,0.22,,7.09,4.3,0.39,1.49,0.71,1,0,0.43,,3.2
2005-08-08 10:00:00,0.48,0.87,,4.46,0.23,,14.15,1.25,0.36,1.28,0.52,0,0,0.39,,0.5
2005-08-08 11:00:00,0.39,0.81,,2.62,0.23,0.23,6.45,2.82,0.21,0.94,0.49,0,0,0.31,,0.8
2005-08-08 12:00:00,0.35,0.72,0,1.9,0.23,0.24,5.77,1.47,0.44,,0.37,1,0,0.38,,0
2005-08-08 13:00:00,0.34,0.69,0,1.51,0.23,0.24,5.03,1.58,0.32,1.37,0.29,0,0,0.39,,0
2005-08-08 14:00:00,0.35,0.65,0,1.31,0.23,0.24,2.52,0.97,0.29,1.31,0.43,0,0,0.27,,
2005-08-08 15:00:00,0.33,0.62,0,1.28,0.23,0.24,2.64,0.97,0.37,1.15,0.44,0,0,0.26,,0
2005-08-08 16:00:00,0.4,0.65,0,1.14,0.23,0.24,1.2,0.91,0.31,1.46,0.41,0,0,0.17,,0
2005-08-08 17:00:00,0.4,0.75,0,1.12,0.23,0.24,2.64,0.75,0.28,1.47,0.4,1,0,0.38,,0
2005-08-08 18:00:00,0.42,0.84,0,2.1,0.23,0.25,1.45,2.74,0.38,2.01,0.75,1,0,0.57,,0
2005-08-08 19:00:00,0.49,0.81,0,2.52,0.23,0.25,12.83,2.39,0.45,1.62,0.5,0,0,0.79,,0
2005-08-08 20:00:00,0.58,0.75,0,3.24,0.23,0.25,9.49,0.42,0.46,1.46,0.47,0,0,0.78,,3.7
2005-08-08 21:00:00,0.7,0.81,0,6.1,0.23,0.25,6.34,0.39,0.33,0.9,0.43,0,0,0.9,,0.2
2005-08-08 22:00:00,0.64,0.9,0,3.28,0.34,0.25,13.21,1.91,0.19,0.88,0.52,1,0,5.26,,0.4
2005-08-08 23:00:00,0.46,,0,2.24,0.23,0.25,7.58,4.78,0.28,0.55,0.37,1,0,9.78,,0.9
2005-08-09 00:00:00,0.41,,0,1.8,0.37,0.25,4.95,,0.64,0.26,0.25,0,0,66.36,,1.6
2005-08-09 01:00:00,0.36,0.39,0,1.41,0.22,0.25,2.97,1.52,0.56,0.22,0.23,0,0,79.9,,1.6
2005-08-09 02:00:00,0.33,0.34,0,1.32,0.74,0.25,1.6,0.27,0.37,0.15,0.21,0,0,24.04,,0.1
2005-08-09 03:00:00,0.34,0.31,0,1.21,0.59,0.25,0.37,0.24,0.23,0.15,0.19,0,0,6.58,,0
2005-08-09 04:00:00,0.39,0.33,0,1.07,0.22,0.25,0.26,0.23,0.19,0.15,,0,0,0.98,,0
2005-08-09 05:00:00,0.34,0.39,0,1.03,0.22,0.25,0.26,0.24,0.2,0.22,0.41,0,0,0.83,,0
2005-08-09 06:00:00,0.38,0.54,0,1.1,0.74,0.25,0.26,0.38,0.21,0.23,0.32,0,0,0.99,,0
2005-08-09 07:00:00,0.53,0.6,0,1.22,0.74,0.25,0.26,0.37,0.25,0.5,0.35,1,0,1.29,,0
2005-08-09 08:00:00,0.41,0.64,0,1.2,5.11,0.25,0.35,0.53,0.3,0.63,0.35,0,0,1.15,,0
2005-08-09 09:00:00,0.39,0.71,0,1.13,2.26,0.25,0.35,0.36,0.34,0.59,0.35,0,0,0.66,,0
2005-08-09 10:00:00,0.54,0.76,0,1.12,6.61,0.25,0.26,0.36,0.55,0.62,0.37,0,0,0.5,,0
2005-08-09 11:00:00,0.4,0.54,0,1.07,4.45,0.38,0.27,0.37,0.59,0.44,0.31,0,0,0.45,,0
2005-08-09 12:00:00,0.4,0.51,0,1.01,4.14,0.24,0.33,0.28,0.19,0.45,0.24,0,0,0.46,,0
2005-08-09 13:00:00,0.37,0.48,0,0.95,3.91,0.25,0.26,0.25,0.21,0.58,0.22,0,0,0.45,,0
2005-08-09 14:00:00,0.48,0.59,0,0.88,8.45,0.25,0.26,0.24,0.17,1.25,0.22,0,0,0.48,,0
2005-08-09 15:00:00,,0.48,0,0.75,8.74,0.25,0.26,0.24,0.22,0.74,0.25,0,0,0.55,,0
2005-08-09 16:00:00,,0.47,0,0.8,7.16,0.25,0.26,0.28,0.18,0.86,0.25,0,0,0.47,,0
2005-08-09 17:00:00,0.56,0.57,0,0.72,2.29,0.24,0.26,0.29,0.28,0.7,0.25,0,0,0.68,,0
2005-08-09 18:00:00,0.48,0.54,0,0.76,1.91,0.25,0.26,0.26,0.18,0.69,0.27,0,0,0.55,,0
2005-08-09 19:00:00,0.47,0.55,0,0.72,5.26,0.25,0.26,0.23,0.24,0.54,0.24,0,0,0.46,,0
2005-08-09 20:00:00,0.48,0.46,0,0.87,4.1,0.26,0.26,0.26,0.26,0.44,0.25,0,0,0.73,,0
2005-08-09 21:00:00,0.36,0.39,0,0.83,3.78,1.11,0.26,0.29,0.24,0.39,0.25,0,0,1.08,,0
2005-08-09 22:00:00,0.4,0.32,0,0.73,4.31,0.25,0.26,0.23,0.3,0.45,0.22,0,0,0.84,,0
2005-08-09 23:00:00,0.32,0.28,0,0.73,4.51,0.25,0.26,0.24,0.22,0.32,0.2,0,0,0.76,,0
2005-08-10 00:00:00,0.27,0.28,0,0.62,0.83,0.25,0.26,0.22,0.16,0.18,0.17,0,0,0.78,,0
2005-08-10 01:00:00,0.38,0.24,0,0.67,0.7,0.25,0.26,0.23,0.39,0.17,0.16,0,0,0.53,,0
2005-08-10 02:00:00,0.3,0.21,0,0.63,0.67,0.25,0.26,0.17,0.51,0.15,0.17,0,0,0.43,,0
2005-08-10 03:00:00,0.31,0.21,0,0.59,0.79,0.25,0.26,0.15,0.22,0.15,0.17,0,0,0.4,,0
