Kod stacji,DsJelGorOgin,DsLegAlRzecz,DsWalbrzWyso,DsWrocWybCon,DsZgorBohGet,KpBydPlPozna,KpCiechTezni,KpZielBoryTu,LbLubObywate,LbZamoHrubie,LdLodzGdansk,LdLodzZachod,LuGorzKosGdy,LuZielKrotka,MpKrakBulwar,MpNoSaczNadb,MzPlocKroJad,MzPlocMiReja,MzRadTochter,MzSiedKonars,MzWarAlNiepo,MzWarWokalna,OpKKozBSmial,OpZdziePiast,PkMielSolski,PkPrzemGrunw,PkRzeszRejta,PmGdaKacze02,PmSlupKniazi,PmStaGdaLubi,SkKielJagiel,SlCzerKopaln,SlCzestoBacz,SlDabro1000L,SlRybniBorki,WmElbBazynsk,WmOlsPuszkin,WpPoznDabrow,ZpSzczPils02
Wskaźnik,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6,C6H6
Czas uśredniania,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g,1g
2015-01-01 01:00:00,,2.8,3.8,,2.73134,2.05,1.38,,2.646418,2,,3.398301,,0.58154,4.4,,1.55,1.901003,,3.498659,3.163672,0.822319,1,2.3,3.99123,0.92881,1.62032,,,,0.61,,,3.7,3.7,1.954387,1.257201,0.3,
2015-01-01 02:00:00,6.00853,2.5,4.20024,,2.63895,1.48,1.31,,2.281559,2,,2.949329,,0.51037,3.9,,1.46,1.911484,,3.343067,2.928163,0,0.67299,1.01502,4.03209,0.8411,1.5474,0.37304,3.37851,,0.57,,,3.6,,1.672521,1.06126,0.3,
2015-01-01 03:00:00.005000,7.11967,2.5,4.35741,,2.78578,0.9,1.12,,2.078215,2,,2.832435,,0.40798,3.6,,1.35,1.695794,,3.213394,2.84564,0.01,0.82823,0.89991,3.80049,0.73944,1.52078,0.29383,3.15859,,0.54,,,3.9,,1.535002,0.977008,0.2,
2015-01-01 04:00:00.010000,7.05412,2.3,4.32035,,2.87389,0.85,0.92,,1.934986,2,,2.832187,,1.30998,3.2,,1.21,1.446735,,3.057913,2.757056,5.648927,0.83163,0.93194,3.67743,0.70127,1.48566,0.30307,2.80001,,0.53,,,3.9,3.8,1.446989,0.866983,0.2,
2015-01-01 05:00:00.015000,7.423,2.1,4.41361,,2.53621,0.28,0.86,,1.788736,2,,2.528575,,0.3749,3.2,,1.02,1.249993,,2.897409,2.652787,0.199858,0.81114,1.32546,3.47774,0.65614,1.48245,0.28307,2.47389,,0.54,,,3.7,3.7,1.607806,0.768986,0.2,
2015-01-01 06:00:00.020000,6.04866,1.9,4.74991,,2.16441,0.14,0.74,,1.710177,1.7,,2.231107,,0.28949,2.9,,0.92,1.195398,,2.767392,2.597413,1.645979,0.80599,2.09142,3.34371,0.63242,1.44281,0.24882,2.41929,,0.53,3.3,,4.2,3.7,1.416819,0.672569,0.1,
2015-01-01 07:00:00.025000,3.47956,1.9,4.1466,,0.91765,0,0.71,,1.666778,1.7,,2.194545,,0.25754,2.6,,0.79,1.026992,,2.691703,2.525056,1.448402,0.83912,1.56199,3.41422,0.63347,1.50875,0.24726,2.2421,,0.53,3.4,,3.9,3.8,0.755288,0.487997,0.1,
2015-01-01 08:00:00.030000,0.65521,1.9,3.90883,,0.76882,0.38,0.47,,1.656015,1.5,,1.929844,,0.2652,2.3,,0.61,0.842999,,2.642963,2.488304,2.262683,0.77285,3.84461,3.25826,0.65783,1.51874,0.24455,2.18079,,0.53,3.4,,4,4,0.728004,0.353257,0.1,
2015-01-01 09:00:00.035000,0.6627,1.9,4.11141,,0.81861,0.98,0.33,,1.658586,1.7,,2.024208,,0.27004,1.9,,0.52,0.679903,,2.740561,2.3262,9.998189,0.80451,9.86295,3.26278,0.70692,1.60046,0.25105,2.13194,,0.54,3.6,,4.5,4.2,0.797003,0.294667,0.1,
2015-01-01 10:00:00.040000,0.69896,2.1,4.2214,,0.72727,1.08,0.29,,1.747743,1.7,,1.978726,,0.43432,1.9,,0.45,0.563762,,3.177307,2.259099,0.642287,0.96911,7.07552,3.45824,0.76884,1.77584,0.24813,2.15454,,0.56,4.5,,4.5,5.1,0.843679,0.299542,0.1,
2015-01-01 11:00:00.045000,0.71124,2.1,4.19342,,0.96971,1.55,0.36,,1.810202,2,,0.773146,,0.37096,1.9,,0.41,0.589422,,3.295839,2.050531,10.849595,1.25787,5.51219,3.63354,0.87307,2.01945,0.25948,2.55472,,0.62,5.4,,5.1,6.6,1.870182,0.28442,0.2,
2015-01-01 12:00:00.050000,0.66,2.1,4.28777,,1.15982,1.73,0.3,,1.850655,2.4,,1.525151,,0.38333,1.9,,0.5,0.729677,,2.113359,1.997355,0.631514,1.48907,5.2028,3.64665,0.97476,2.24572,0.25957,2.55506,,0.63,6.4,,6,7.5,2.14284,0.332358,0.1,
2015-01-01 13:00:00.055000,0.59348,2.4,4.50324,,1.25158,1.71,0.38,,1.810744,2,,2.123376,,0.37859,2.3,,0.5,0.752361,,1.570363,1.766104,1.12186,2.22843,1.53201,3.52415,1.06932,2.69782,0.27441,3.46917,,0.69,8.8,,7,8.2,1.490283,0.396906,0.2,
2015-01-01 14:00:00.060000,0.59414,2,4.02433,,0.89894,0.79,0.38,,1.507239,1.7,,1.747917,,0.30046,2.5,,0.52,0.767295,,1.404021,1.755754,0.467021,2.60341,1.86171,3.55487,1.1683,2.93478,0.30713,3.70259,,0.67,9,,6.8,8,1.514725,0.40634,0.2,
2015-01-01 15:00:00.065000,0.53801,2,4.03424,,0.83331,0.66,0.57,,1.45867,2.2,,1.552834,,0.63562,2.6,,0.54,0.788658,,1.221583,1.759558,0.053552,2.35858,1.8824,3.72503,1.25528,2.98355,0.36031,3.51081,,0.62,7.6,,6.3,6.8,1.492177,0.41424,0.2,
2015-01-01 16:00:00.070000,0.75389,2.8,4.14038,,1.43381,1.36,0.82,,1.293388,2,,1.576104,,0.47726,2.6,,0.59,0.870399,,1.140397,1.717994,0.925613,2.3858,3.13477,3.75254,1.62795,3.27011,0.38568,3.42188,,0.52,7.9,,6.3,7.6,1.563882,0.365806,0.3,
2015-01-01 17:00:00.075000,3.18963,3.2,4.26061,,3.35082,0.66,0.78,,0.901719,2,,1.704694,,0.57194,2.6,,0.59,1.102043,,1.3192,1.95208,1.606303,2.33334,4.87817,3.76068,1.70438,3.29289,0.53067,3.35419,,0.49,9.8,,6.6,7.8,1.175955,0.463622,0.3,
2015-01-01 18:00:00.080000,2.11267,3.5,4.35955,,3.35604,0.84,1.01,,0.74681,1.5,,1.992705,,0.86917,2.6,,0.63,1.001753,,1.286544,2.273307,7.041327,2.43677,6.19919,3.83036,1.49712,3.26199,0.60511,3.32909,,0.49,10.6,,6.3,8.2,1.311743,0.593892,0.3,
2015-01-01 19:00:00.085000,4.24816,3.3,3.87786,,2.51218,0.32,0.81,,0.919758,0.9,,2.566623,,0.99097,2.6,,0.56,0.944068,,1.512643,2.062072,4.925698,2.40741,8.29159,4.03911,1.45169,3.44221,0.50497,3.48352,,0.39,10.2,,7.6,7.9,1.2059,0.648014,0.3,
2015-01-01 20:00:00.090000,5.27941,2.8,4.13082,,2.27915,0.64,0.77,,0.868843,0.9,,2.791774,,0.72543,2.9,,0.64,1.001267,,2.2531,1.885486,0.726268,2.66106,12.8297,4.24112,1.58012,3.45281,0.50913,3.81157,,0.36,10.7,,9.3,7.9,0.982353,0.607705,0.3,
2015-01-01 21:00:00.095000,4.12719,2.8,3.729,,1.8799,1.4,1,,0.817244,0.7,,2.165434,,0.41829,3.4,,0.69,0.957682,,2.267523,1.946701,11.152276,2.91841,16.0945,3.85946,1.61582,3.37453,0.48737,3.69458,,0.32,15.5,,9.3,7.5,1.014913,0.505872,0.4,
2015-01-01 22:00:00.100000,4.12189,2.2,3.24627,,2.40201,1.54,1.05,,0.942036,0.7,,2.742178,,0.58366,3.6,,0.72,1.135546,,1.87046,1.860281,0.081842,3.24435,11.7053,3.79966,1.68944,3.48441,0.55479,3.52664,,0.3,17,,9.7,7.3,1.08098,0.612851,0.3,
2015-01-01 23:00:00.105000,3.1477,1.8,2.52754,,1.69746,1.29,1.06,,0.873718,0.5,,2.551613,,0.38715,3.9,,0.71,1.133327,,1.626124,1.878908,0,4.08869,7.97419,3.64425,1.786,3.31645,0.58068,3.51695,,0.32,14.5,,10,6.1,1.032501,0.621608,0.3,
2015-01-02 00:00:00.110000,3.55363,2.1,2.11065,,1.57955,0.94,1.14,,1.030776,0.7,,2.899662,,0.33834,4.4,,0.87,1.305134,,1.723348,1.852079,0.01,3.42972,23.0765,4.04731,1.92918,3.12386,0.57456,3.30997,,0.38,8.2,,10.2,5.5,1.107949,0.478517,0.2,
2015-01-02 01:00:00.115000,3.34211,3.5,2.03435,,0.94665,0.56,0.95,,0.899058,0.9,,4.190012,,0.38559,5.1,,1.03,1.325507,,1.550989,2.037223,0.03,2.01221,24.2061,4.21758,1.90983,3.01083,0.51104,3.05707,,0.5,5.5,,8.7,4.8,0.990425,0.563198,0.2,
2015-01-02 02:00:00.120000,3.77342,3.6,2.42223,,0.77713,0.7,0.9,,0.714611,0.9,,2.151333,,0.34596,5.4,,0.97,1.263408,,1.50154,2.00865,0.01,1.45609,24.6089,3.97456,1.94857,2.79553,0.48304,3.00894,,0.52,3.6,,8.8,3.9,0.916105,0.557601,0.2,
2015-01-02 03:00:00.125000,4.26492,3.7,2.50581,,0.74548,0.11,0.8,,0.692513,0.7,,2.032274,,0.28448,5.7,,0.93,1.242266,,1.650797,2.074017,0.04,1.1452,22.9686,4.15863,1.71736,2.52247,0.50788,2.75371,,0.67,2.7,,5.7,2.7,0.828081,0.526584,0.2,
2015-01-02 04:00:00.130000,3.29008,3.6,2.52109,,0.78415,0.14,0.65,,0.722457,0.7,,1.953043,,0.31795,5.8,,0.79,1.049005,,1.743307,2.057378,0.926165,0.93193,18.948,4.28902,1.37279,2.281,0.51299,2.60746,,0.74,2.2,,3.6,2.6,0.876465,0.485649,0.2,
2015-01-02 05:00:00.135000,2.37096,2.8,2.03961,,0.73575,0.51,0.61,,0.878674,0.9,,1.991791,,0.2891,5.8,,0.62,0.893294,,1.706465,2.13245,2.028001,0.64769,26.9662,3.82278,1.25158,2.20964,0.45149,2.44231,,0.73,2.4,,2.4,2.7,0.824918,0.452969,0.2,
2015-01-02 06:00:00.140000,1.71942,2.5,1.62891,,0.68527,0.17,0.53,,1.149077,1.3,,2.095785,,0.25574,5.5,,0.54,1.097627,,1.721457,1.9682,0.271672,0.45528,24.0016,3.75472,1.22795,2.1814,0.40578,2.34986,,0.73,2.9,,2.1,2.4,0.724803,0.440872,0.2,
2015-01-02 07:00:00.145000,1.22405,2.9,1.55624,,0.74566,0.31,0.58,,1.468456,1.3,,2.481683,,0.24266,5.2,,0.55,1.287135,,1.82065,2.047928,0.923322,0.41746,6.58826,3.91543,1.36019,2.56815,0.38208,2.13549,,0.79,3.1,,1.9,2.4,0.7561,0.481587,0.2,
2015-01-02 08:00:00.150000,1.06515,2.6,1.74955,,0.68508,0.6,0.66,,1.699083,1.7,,2.660227,,0.23054,4.9,,0.68,1.147848,,1.937458,2.228112,0.673031,0.44405,0.74322,3.93125,1.50606,2.85866,0.37957,2.08195,,0.55,2.6,,2.3,2.3,0.81175,0.458295,0.2,
2015-01-02 09:00:00.155000,0.76487,2.8,2.69193,,0.733,0.76,0.64,,1.872076,1.5,,3.953018,,0.22857,4.5,,0.83,0.629973,,2.524733,2.480177,0.940448,0.38871,0.79922,3.98315,1.57107,2.74027,0.4701,2.30468,,0.42,2.7,,2.6,2.6,0.932926,0.435816,0.2,
2015-01-02 10:00:00.160000,0.57789,1.4,2.34715,,0.78076,0.93,0.61,,1.845386,1.7,,4.139129,,0.2494,3.8,,0.78,1.17546,,2.679736,2.519789,1.247295,0.40147,0.70223,4.01721,1.60423,2.59421,0.48942,2.95123,,0.42,3.4,,2.8,2.9,1.222225,0.590417,0.2,
2015-01-02 11:00:00.165000,0.53247,1.7,2.67071,,0.86838,1.46,0.75,,1.688575,2,,2.779111,,0.32388,3.6,,0.75,1.153197,,3.000612,2.342,0,0.37042,1.1969,3.89588,1.61883,2.51376,0.58718,3.11738,,0.41,3.6,,2.5,2.6,1.046887,0.650722,0.2,
2015-01-02 12:00:00.170000,0.49462,1.4,2.49992,,1.40394,1.34,0.75,,1.712792,2,,2.650556,,0.29081,3.8,,0.7,1.059911,,2.743149,2.342,0,0.44089,1.40542,3.8436,1.64159,2.43185,0.59188,3.00765,,0.35,3.2,,2.2,2.3,1.037462,0.623865,0.2,
2015-01-02 13:00:00.175000,0.56665,1.8,2.74177,,1.47774,0.98,0.9,,1.737145,1.7,,3.513714,,0.34121,5.4,,0.65,1.084833,,2.585305,2.342,0.633086,0.39434,0.70793,3.88594,1.50926,2.52969,0.62116,3.61674,,0.33,3.6,,2.3,1.8,1.010854,0.502351,0.3,
2015-01-02 14:00:00.180000,0.50384,2.2,2.89196,,2.13335,0.9,0.91,,1.750584,1.7,,3.290764,,0.49086,3.2,,0.62,1.016796,,2.542341,2.342,,0.41254,1.02504,3.87547,1.42693,2.74306,0.45973,3.07276,,0.39,4.3,,2.3,,1.435039,0.548573,0.2,
2015-01-02 15:00:00.185000,0.4962,2.3,3.95987,,2.4207,0.54,0.7,,1.893348,1.7,,2.862768,,0.92071,2.8,,0.61,0.967763,,2.696134,2.342,0.48705,0.47714,2.68458,3.84228,1.34859,2.60227,0.41612,3.09483,,0.42,3.3,,2.5,2.4,1.013831,0.47459,0.2,
2015-01-02 16:00:00.190000,0.73133,2.3,3.50475,,1.50095,0.98,0.74,,2.045565,2,,1.975884,,0.99753,1.8,,0.6,0.900991,,2.586743,2.342,0.74681,0.60584,2.81162,4.08465,1.31055,2.45791,0.35627,2.53716,,0.42,3.6,,2.8,2.8,1.030111,0.435139,0.3,
2015-01-02 17:00:00.195000,0.45255,2.4,3.40808,,2.88014,0.27,0.79,,2.015936,2.2,,1.934993,,0.45359,1.6,,0.6,0.858133,,2.566893,2.342,0.84422,0.71079,2.72878,4.28146,1.23434,2.66077,0.29111,2.88582,,0.34,4.2,,3.5,2.9,0.780588,0.402503,0.3,
2015-01-02 18:00:00.200000,0.44383,2.4,2.24812,,1.34015,0.97,0.61,,2.040018,2.2,,1.910591,,0.35524,1.6,,0.57,0.836343,,2.159454,2.342,2.53266,1.30908,1.23784,4.51753,1.33756,3.09785,0.21282,2.0748,,0.34,3.7,,3.4,2.9,0.626581,0.39808,0.3,
2015-01-02 19:00:00.205000,0.4678,2.2,2.54674,,0.98519,0.36,0.61,,1.474499,2.2,,1.871883,,0.29813,1.6,,0.55,0.801201,,2.226742,2.342,0.3247,0.63359,0.14373,4.74372,1.36476,3.21116,0.21426,2.08953,,0.36,4.9,,4,3.3,0.587301,0.353302,0.2,
2015-01-02 20:00:00.210000,0.47519,2.1,2.40867,,0.71638,0.49,0.47,,1.310255,2.2,,1.877554,,0.39434,1.6,,0.52,0.71298,,2.167119,2.342,0.29223,0.39621,0.15296,3.30948,1.4836,3.36532,0.23004,2.01556,,0.35,4.5,,3.6,4,0.585633,0.275844,0.2,
2015-01-02 21:00:00.215000,0.44584,1.7,1.1019,,1.13737,0.77,0.48,,0.915023,2.2,,1.578306,,0.30122,1.6,,0.49,0.688335,,2.115968,2.342,0.25976,0.32887,0.1257,3.00919,1.59971,3.32473,0.21052,1.89857,,0.34,4.8,,3.3,3.8,0.541663,0.214951,0.2,
2015-01-02 22:00:00.220000,0.45924,1.7,0.91251,,0.88699,0,0.47,,0.738963,2,,1.538515,,0.24098,1.6,,0.46,0.680936,,1.453451,2.342,0.06494,0.39571,0.12086,3.0753,1.81866,3.21067,0.21361,1.83592,,0.37,4.5,,3.3,3.2,0.47325,0.18692,0.1,
2015-01-02 23:00:00.225000,0.41504,1.6,0.9031,,0.66496,0,0.32,,0.641519,1.5,,1.552492,,0.18566,1.6,,0.44,0.60606,,1.130055,2.342,1.10398,0.26194,0.0716,2.91872,1.9945,3.00818,0.20942,1.74071,,0.3,3.7,,2.8,2.4,0.4245,0.19026,0.2,
2015-01-03 00:00:00.230000,0.39969,1.4,0.80612,,0.52726,0,0.3,,0.568428,0.9,,1.319236,,0.1834,1.5,,0.39,0.533258,,1.423146,2.342,0.12988,0.21968,0.08002,2.75373,1.9143,2.83831,0.19516,1.51649,,0.24,3.1,,2.2,2.4,0.417555,0.175455,0.1,
2015-01-03 01:00:00.235000,0.35572,1.1,0.6557,,0.62951,0,0.26,,0.46829,0.7,,1.047939,,0.15491,1.2,,0.36,0.476963,,1.305565,2.342,0,0.24562,0.08474,2.64076,1.69082,2.61541,0.18155,1.44126,,0.16,2.4,,2,1.8,0.382154,0.165705,0.1,
2015-01-03 02:00:00.240000,0.33844,0.9,0.60505,,0.47297,0,0.24,,0.441141,0.7,,0.848022,,0.14511,1.3,,0.33,0.433986,,1.10326,2.342,0.06494,0.2082,0.04652,2.60964,1.55853,1.456,0.1854,1.38712,,0.32,1.4,,1.8,1.3,0.332817,0.1625,0.1,
2015-01-03 03:00:00.245000,0.31885,0.8,0.56666,,0.3632,0,0.21,,0.392436,0.5,,0.960547,,0.11846,1.2,,0.3,0.378416,,0.93157,2.342,0.12988,0.16547,0.02774,2.26401,1.4423,0.96897,0.17112,1.30883,,0.13,1.2,,1.6,0.9,0.333118,0.156943,0.1,
2015-01-03 04:00:00.250000,0.29349,0.7,0.57066,,0.32217,0,0.2,,0.354645,0.3,,0.724032,,0.10586,1,,0.27,0.283348,,0.818599,2.342,8.47467,0.13055,0.0068,1.98946,1.26179,0.74356,0.16171,1.20052,,0.09,1,,2,0.8,0.302106,0.13,0.1,
2015-01-03 05:00:00.255000,0.27518,0.7,0.57602,,0.30677,0,0.21,,0.319379,0.3,,0.61031,,0.10734,1,,0.26,0.328948,,0.761342,2.342,0,0.12134,0.00081,1.69115,1.16282,0.69913,0.16155,1.18633,,0.08,1.1,,1.2,,0.29223,0.13,0.1,
2015-01-03 06:00:00.260000,0.27726,0.7,0.56571,,0.34857,0,0.19,,0.313786,0.3,,0.686576,,0.09724,1,,0.27,0.275474,,0.712663,2.342,0,0.10891,0,1.60654,1.00653,0.57957,0.15844,1.21133,,0.07,0.8,,1.2,0.8,0.29223,0.12192,0.1,
2015-01-03 07:00:00.265000,0.27148,0.8,0.68225,,0.45346,0,0.22,,0.303144,0.1,,0.688447,,0.10767,0.4,,0.26,0.309926,,0.759973,2.342,0.16235,0.10444,0,1.4686,0.8555,0.48663,0.15788,1.20396,,0.07,1,,0.7,0.9,0.345219,0.113795,0.1,
2015-01-03 08:00:00.270000,0.28275,0.8,0.76536,,0.55317,0,0.21,,0.305669,0.5,,0.754684,,0.11482,0.4,,0.26,0.308053,,0.887056,2.342,0.12988,0.11513,0,1.54324,0.82033,0.68491,0.15857,,,0.07,1,,0.8,1,0.395638,0.136139,0.1,
2015-01-03 09:00:00.275000,0.29599,1.2,0.93657,,0.38436,0,0.21,,0.338139,0.5,,0.743499,,0.15355,0.4,,0.28,0.361229,,0.837184,2.342,0,0.14778,0.00189,1.83034,0.96829,0.64311,0.16494,,,0.07,2.2,,1,1.9,0.467297,0.131986,0.1,
2015-01-03 10:00:00.280000,0.57178,1.4,1.68551,,0.3943,0,0.32,,0.362491,0.7,,2.213088,,0.28223,1.2,,0.32,0.461305,,1.008485,2.342,4.25357,0.2194,0.0005,1.98324,0.92154,0.74553,0.16731,,,0.08,2.7,,1.1,2.8,0.682952,0.191299,0.2,
2015-01-03 11:00:00.285000,0.61363,1.9,2.93823,,0.42466,0.47,0.35,,0.42211,0.9,,1.664471,,0.21531,0.7,,0.35,0.557595,,1.083201,2.342,0,0.24343,0.04312,1.70899,0.99788,0.65159,0.18992,,,0.09,3.7,,1.2,2.9,0.639704,0.258149,0.1,
2015-01-03 12:00:00.290000,0.5875,1.8,3.05198,,0.48066,0.71,0.39,,0.419314,0.5,,2.568343,,0.29015,1,,0.37,0.627349,,1.15269,2.342,0.22729,0.22398,0.10005,1.76318,0.96626,0.68512,0.26329,,,0.1,3.2,,1.6,2.3,0.902035,0.21942,0.1,
2015-01-03 13:00:00.295000,0.46064,1.9,2.93473,,0.43976,0.43,0.45,,0.489575,0.7,,1.780293,,0.44858,0.7,,0.38,0.591415,,1.063696,2.342,1.68844,0.21619,0.07306,1.83468,0.92382,0.73156,0.39574,,,0.15,2.2,,2,1.8,0.992409,0.249302,0.1,
2015-01-03 14:00:00.300000,0.53755,2.1,3.25476,,2.19669,0.21,0.46,,0.560107,0.7,,1.735341,,0.26813,0.4,,0.4,0.639738,,1.278777,2.342,0,0.15575,0.13135,2.02699,0.90465,0.50487,0.47327,,,0.18,2.1,,1.9,1.5,0.819281,0.293538,0.2,
2015-01-03 15:00:00.305000,0.49695,2.3,3.20869,,3.21259,0.79,0.48,,0.473611,0.7,,1.98015,,0.27181,1,,0.43,0.63547,,1.365861,2.342,0.03247,0.17897,0.33672,1.96443,1.14926,0.60087,0.3605,,,0.15,2.1,,2.3,1.9,0.998227,0.288708,0.2,
2015-01-03 16:00:00.310000,0.49597,2.3,3.38313,,1.0244,0.43,0.49,,0.497693,0.7,,2.11239,,0.30569,1,,0.44,0.657764,,,2.342,0,0.19807,0.30322,2.35282,1.33187,0.95526,0.40152,,,0.17,2.1,,2.3,2.1,1.039266,0.310646,0.2,
2015-01-03 17:00:00.315000,0.60796,2.5,2.93645,,0.96166,0.89,0.47,,0.608542,1.1,,2.491793,,0.35176,1,,0.47,0.718249,,,2.342,0.38964,0.21676,0.48417,2.55895,1.3296,1.02708,0.35916,,,0.22,3.9,,2.5,2.6,1.177353,0.357365,0.2,
2015-01-03 18:00:00.320000,0.48877,2.5,3.08132,,1.247,0.36,0.46,,0.638486,1.3,,2.267682,,0.52499,1.3,,0.54,0.769734,,1.718338,2.342,2.11055,0.3056,0.99486,2.65543,1.45927,1.20292,0.43988,,,0.32,3.3,,2.4,2.6,1.265112,0.346531,0.2,
2015-01-03 19:00:00.325000,0.48981,2.1,3.17944,,1.91517,0.64,0.61,,0.697834,1.1,,2.623621,,0.44009,1.5,,0.51,0.779134,,1.796149,2.342,0.03247,0.29508,1.22214,3.02006,1.58464,1.20487,0.39128,,,0.29,3.5,,2.4,2.1,0.99507,0.311503,0.2,
2015-01-03 20:00:00.330000,0.69803,2.2,3.24143,,1.38845,1.07,0.67,,0.703697,0.9,,2.076818,,0.36253,1.6,,0.5,0.783336,,1.749411,2.342,0.06494,0.28983,0.404,2.9632,1.61123,1.11954,0.39755,,,0.29,2.8,,2,1.9,1.01807,0.300896,0.2,
2015-01-03 21:00:00.335000,0.77148,2.6,2.92698,,0.52667,0.89,0.68,,0.668431,0.9,,1.99024,,0.35643,1.3,,0.51,0.695842,,1.659572,2.342,0.22729,0.29283,0.33577,2.71641,1.52865,0.91448,0.36362,,,0.33,3,,2.4,2,1.053471,0.26826,0.2,
2015-01-03 22:00:00.340000,0.81567,2.3,3.41334,,0.62318,0,0.6,,,0.9,,1.907801,,0.3183,2.6,,0.49,0.695708,,1.588412,2.342,0.29223,0.33074,0.28742,2.78226,1.36897,1.14312,0.37612,,,0.25,3.5,,2.4,2.1,0.857253,0.28424,0.2,
2015-01-03 23:00:00.345000,0.48024,1.7,2.5705,,0.64237,0.11,0.45,,,0.7,,1.797946,,0.31499,1.3,,0.52,0.701594,,1.743138,2.342,0.48705,0.39703,0.83214,2.51955,1.35582,1.11123,0.36739,,,0.23,3.6,,2.2,2.2,0.640065,0.26808,,
2015-01-04 00:00:00.350000,0.36818,1.8,2.10312,,0.61944,0.15,0.45,,0.821852,0.7,,1.416108,,0.28108,1.3,,0.48,0.670385,,1.397685,2.342,0.29223,0.46937,0.72446,2.11171,1.19196,0.88842,0.38862,,,0.25,4.1,,2.5,2.1,0.614134,0.235354,,
2015-01-04 01:00:00.355000,0.41112,1.3,1.11144,,0.52569,0.32,0.45,,0.836373,0.5,,1.252714,,0.20755,1.2,,0.49,0.640204,,1.56462,2.342,0.58446,0.31558,0.27899,2.28507,1.11149,0.68512,0.30826,,,0.21,3.4,,2.1,1.7,0.490793,0.218878,,
2015-01-04 02:00:00.360000,0.44163,1.2,1.01126,,0.45698,0,0.36,,0.722716,0.5,,1.116023,,0.16276,1,,0.45,0.612908,,1.431679,2.342,0.48705,0.22637,0.18976,2.25539,1.12032,1.02615,0.26795,,,0.16,2.3,,1.9,1.6,0.452911,0.18692,,
2015-01-04 03:00:00.365000,0.40622,1.2,1.22499,,0.40521,0,0.3,,0.71434,0.5,,0.900337,,0.13108,1,,0.41,0.522421,,1.358984,2.342,0.42211,0.18229,0.03135,2.07807,1.0172,0.62606,0.2352,,,0.2,1.8,,1.4,1.8,0.449914,0.177371,,
2015-01-04 04:00:00.370000,0.34722,1,1.10057,,0.36369,0,0.22,,0.630891,0.5,,0.944158,,0.11146,1,,0.36,0.476998,,1.282584,2.342,0.16235,0.16414,0.0269,1.92908,0.96583,0.55131,0.20843,,,0.22,1.4,,1.5,1.4,0.456519,0.17058,,
2015-01-04 05:00:00.375000,0.31925,0.8,1.1548,,0.33866,0,0.21,,0.525075,0.5,,0.703441,,0.10284,1,,0.32,0.407628,,1.114956,2.342,0.74681,0.16683,0.01381,1.92519,0.93708,0.59805,0.19113,,,0.13,1.2,,1.1,0.8,0.669198,0.1625,,
2015-01-04 06:00:00.380000,0.29417,0.7,1.15737,,0.35024,0.1,0.21,,0.457421,0.615,,0.67521,,0.09599,1,,0.29,0.359831,,0.987403,2.342,1.75338,0.11372,6e-05,2.02836,0.84573,0.65968,0.22726,,,0.13,1.8,,0.8,0.7,0.507028,0.1625,,
2015-01-04 07:00:00.385000,0.30149,0.7,0.94278,,0.29165,0,0.19,,0.416834,0.615,,0.66934,,0.09353,1,,0.28,0.369155,,0.939444,2.342,0.19482,0.10996,0,1.7727,0.79048,0.64135,0.19831,,,0.11,1.1,,0.7,0.7,0.474017,0.17058,,
2015-01-04 08:00:00.390000,0.33174,0.7,1.02587,,0.2842,0.1,0.21,,0.373811,0.41,,0.670362,,0.13097,1.3,,0.27,0.32471,,0.833866,2.342,0.38964,0.10112,0,1.67208,0.66602,0.5742,0.1933,1.79773,,0.11,1.4,,0.8,0.6,0.43848,0.170625,,
2015-01-04 09:00:00.395000,0.31034,0.8,1.13719,,0.45712,0.39,0.19,,0.359605,0.41,,0.625357,,0.13929,1,,0.3,0.412463,,0.893749,2.342,0.22729,0.11006,0.00187,1.9758,0.63407,0.57019,0.18841,2.07822,,0.11,0.9,,0.9,0.7,0.381387,0.219465,,
2015-01-04 10:00:00.400000,0.33509,1,0.9386,,0.84134,1.83,0.2,,0.446462,0.41,,0.689441,,0.14965,1,,0.33,0.498419,,1.07751,2.342,0.42211,0.09368,0.01572,1.77079,0.70564,0.49926,0.19592,1.84259,,0.16,2.6,,1.1,1.4,0.427837,0.261038,,
2015-01-04 11:00:00.405000,0.37723,1.2,1.03101,,0.71642,2.05,0.24,,0.424545,0.41,,0.986184,,0.15745,1.2,,0.39,0.583419,,0.877466,2.342,0.12988,0.09931,0.01015,1.82977,0.71141,0.44095,0.26398,2.10339,,0.17,4.5,,0.8,1,0.986862,0.221226,,
