Kod stacji,DsLegAlRzecz,DsWalbrzWyso,DsWrocWybCon,KpBydPlPozna,LbLubObywate,LdLodzGdansk,LdLodzZachod,LuGorzKosGdy,LuZielKrotka,MpKrakBulwar,MpSuchaBWIOSHand1512,MzPlocKroJad,MzPlocMiReja,MzRadTochter,MzSiedKonars,MzWarAlNiepo,MzWarWokalna,OpKKozBSmial,PmGdaKacze02,PmStaGdaLubi,SlDabro1000L,SlRybniBorki,SlZlotPotLes,WmOlsPuszkin,WpPoznDabrow
2013-01-23 20:00:00,,,,2.66,5.12,10.91,7.84,1,,4.2,5,,3.9,6.35,4.46,3.51,2.81,9,3.77,2,9.6,5.5,5,2.14,3.2
2013-01-23 21:00:00,,,,3.37,3.16,8.97,7.61,1,,4.7,10.8,,4.7,10.69,5.05,3.52,3.97,5,2.83,2.3,8.2,7.4,4.3,2.39,3.1
2013-01-23 22:00:00,,,,3.38,4.25,10.34,8.52,1,,5.1,15.5,,4.71,9.17,6.19,3.62,4.16,4,2.64,1.8,9.4,8.6,4.7,2.1,3.3
2013-01-23 23:00:00,,,,3.72,3.94,9.18,7.68,1,,5.2,17.3,,4.84,6.93,5.69,4.83,4.77,4,1.87,1.7,10.1,9.5,5.2,1.82,3.6
2013-01-24 00:00:00,,,,2.58,3.85,9.06,6.65,1,,5,13,,5.08,7.43,4.83,7.12,4.45,11,1.96,1.6,8.9,10.8,5.8,1.57,3.8
2013-01-24 01:00:00,,,,2.45,4.07,7.75,6.46,1,,5.1,13,,5.04,5.59,3.88,4.77,3.42,66,1.69,1.5,11.3,11.4,7.3,1.55,4
2013-01-24 02:00:00,,,,2.73,3.96,7.98,6.76,1,,5.4,,,4.53,5.05,3.08,4.81,3.87,85,1.74,1.5,11.2,9.7,7.1,1.26,4
2013-01-24 03:00:00,,,,2.38,3.45,6.58,6.14,1,,5.8,,,4.42,4.76,3.28,2.72,3.93,32,1.73,1.4,11.6,7.5,7.2,1.13,3.3
2013-01-24 04:00:00,,,,2.58,3.93,6.49,5.71,1,,6,10.5,,4.9,4.64,3.32,5.04,4.28,10,1.79,1.5,10.1,6.6,6.9,1.04,3.3
2013-01-24 05:00:00,,,,3.16,6.02,7.6,6.18,1,,6.4,10,,5.14,5.73,3.41,7.17,5.74,9,1.84,1.6,10.7,7.2,6.9,0.97,3.5
2013-01-24 06:00:00,,,,2.1,4.26,8.8,7.61,1,,6.8,19.5,,5.38,5.87,3.34,6.37,5.2,8,1.91,1.4,9.4,6.1,6.7,1.07,3.6
2013-01-24 07:00:00,,,,2.75,4.22,9.36,9.17,1,,7,18.8,,5.81,6.45,3.58,5.54,4.46,10,2.06,1.6,8.8,7.3,6.8,1.31,3.5
2013-01-24 08:00:00,,,,4.17,5.36,9.01,9.2,1,,7,20.3,,6.27,7.6,3.41,5.09,3.27,15,2.46,2.5,9.7,7.3,6.9,1.34,3.5
2013-01-24 09:00:00,,,,7.24,8.58,11.57,9.31,1,,6.7,22.5,,6.67,,3.48,3.51,3.9,13,2.5,3.2,10,7.8,7.6,1.99,4.1
2013-01-24 10:00:00,,,,5.28,6.56,11.09,9.84,1,,6.5,20.4,,7.13,,3.39,3.91,,17,2.83,2.9,11.4,8.8,7.5,1.7,5.1
2013-01-24 11:00:00,,,,6.42,4.91,12.46,9.51,1,,6.4,19.2,,6.66,8.61,3.04,3.7,,22,3.76,2.4,12.1,9.8,6.6,1.45,5.6
2013-01-24 12:00:00,,,,7.11,5.69,9.55,6.58,0,,6,19.3,,7.59,7.05,3.37,3.26,3.63,21,2.95,2,12,10.9,6.5,1.62,5.5
2013-01-24 13:00:00,,,,5.44,6.15,8.76,7.26,0,,5.8,16,,8.09,6.85,3.3,3.29,2.36,19,3.68,1.9,11.4,14.1,6.2,1.94,4.5
2013-01-24 14:00:00,,,,6.56,5.06,6.88,6.46,0,,5.5,7,,6.75,5.59,2.89,3.73,2.39,16,2.36,1.2,9.4,8.3,5.8,1.98,4
2013-01-24 15:00:00,,,,4.3,5.65,7.53,6.39,0,,5.5,15,,7.87,7.47,3.05,4.15,3.07,14,2.14,2.3,9.1,5.1,6.2,1.44,3.7
2013-01-24 16:00:00,,,,6.01,5.54,7.29,6.56,0,,5.5,16,,7.13,6.43,2.71,5.9,3.37,18,3.41,3.7,9.6,4.7,5.9,1.03,3.2
2013-01-24 17:00:00,,,,10.17,6.9,10.17,5.93,1,,5.4,17.5,,7.31,7.94,4.3,6.95,4.65,13,4.4,7.7,8.6,8.4,6,1.28,3
2013-01-24 18:00:00,,,,15.24,9.55,8.92,7.06,1,,5.7,15.8,,5.91,7.52,4.73,6.78,4.5,14,4.37,13.7,8.3,8.8,5.5,2.24,3.1
2013-01-24 19:00:00,,,,9.81,7.29,9.4,10.62,1,,6.5,13.8,,6.34,7.34,6.2,5.65,4.24,6,5.21,12.6,7.9,6.9,6.4,2.39,3
2013-01-24 20:00:00,,,,9.79,5,8.42,10.98,1,,8,12.8,,5.12,7.38,7.85,6.03,4.9,8,6.36,12.7,8.7,5.4,6.3,2.52,3.6
2013-01-24 21:00:00,,,,10.81,5.64,10.74,8.53,1,,11.1,11.8,,4.7,8.31,9.86,5.47,3.86,7,5.5,12.8,8.6,5,6.5,2.5,3.6
2013-01-24 22:00:00,,,,13.76,4.01,7.86,5.99,0,,12.5,12.8,,3.72,7.56,14.48,5.45,4.78,9,7.51,6.5,9.1,5.3,6.4,2.32,3.5
2013-01-24 23:00:00,,,,26.22,3.78,6.96,5.45,0,,13.3,10.3,,4.33,6.02,11.82,4.09,4.63,9,4.74,10.5,9.2,5.1,5.7,2.41,4
2013-01-25 00:00:00,,,,21.03,4.31,5.9,5.41,0,,13,9.5,,6.03,6.28,8.53,5.72,4.4,7,2.42,9.8,8.8,5,5.3,2.57,5.2
2013-01-25 01:00:00,,,,10.48,2.63,5.01,4.92,0,,11.1,8.8,,4.88,5.82,6.97,5.23,4.46,7,1.57,7.2,8.1,4.4,5,4.05,5.5
2013-01-25 02:00:00,,,,10.65,2.15,4.47,4.54,1,,9.9,7.8,,4.99,5.41,4.85,4.77,4.61,6,0.58,3.1,6.8,4.3,4.7,3.48,5.5
2013-01-25 03:00:00,,,,9.99,1.62,4.09,3.88,1,,8.5,7,,5.06,6.26,4.78,3.94,4.07,6,0.44,3.9,5.5,4.3,4.3,2.99,5.6
2013-01-25 04:00:00,,,,9.31,1.83,3.53,3.44,1,,7.2,7,,5.24,5.64,4.34,2.67,3.04,6,0.38,2.8,5,4.6,4.5,2.37,5.4
2013-01-25 05:00:00,,,,9.6,1.68,3.13,3.2,1,,6,7.8,,4.98,5.37,3.87,2.87,2.78,6,0.84,1.3,4.4,4.4,4.2,1.21,5.4
2013-01-25 06:00:00,,,,10.09,1.84,3.48,3.74,1,,4.9,7.8,,4.26,5.75,4.59,2.72,2.75,6,2.8,1.4,4.4,4.4,4,0.88,5.7
2013-01-25 07:00:00,,,,10.5,1.79,7.92,4.02,1,,3.9,6.3,,7.03,6,5.16,1.93,2.78,6,2.92,1.5,4.7,4.7,3.4,0.91,6.3
2013-01-25 08:00:00,,,,18.35,3.39,5.52,3.97,1,,2.9,5,,5.79,6.42,6.96,2.18,2.85,5,2.7,1.7,4.2,4.9,2.8,1.9,8.9
2013-01-25 09:00:00,,,,18.91,3.34,6.24,4.53,1,,2.3,4,,5.36,8.47,7.44,2.13,2.9,5,2.8,1.8,3.4,4.4,2.9,1.87,7.6
2013-01-25 10:00:00,,,,24.44,3.33,4.71,3.52,1,,1.9,3.3,,5.01,7.43,9.07,2.78,2.72,3,3.35,2.3,2.9,3.7,2.5,1.7,7.6
2013-01-25 11:00:00,,,,33.24,4.26,3.77,2.85,1,,1.6,1.8,,4.25,,3.66,2.77,2.89,4,2.94,2.1,3,3,1.8,1.54,7.5
2013-01-25 12:00:00,,,,12.43,3.2,3.16,2.68,1,,1.6,1.5,,3.58,,3.08,3.37,2.25,2,3.4,1.9,2.7,3.2,2.1,3.32,6.9
2013-01-25 13:00:00,,,,12.52,2.19,3.39,3.04,0,,1.3,2,,3.66,5.94,2.99,3.07,2.06,2,3.85,2.3,2.4,3.1,1.9,2.28,4
2013-01-25 14:00:00,,,,6.71,2.27,2.84,2.11,0,,1.3,2,,3.55,5.2,2.37,1.38,1.68,2,3.69,3.7,2.1,2.8,2.1,1.61,2.5
2013-01-25 15:00:00,,,,5.02,2.51,3.63,2.53,0,,1.2,2,,4.22,4.08,2.61,1.33,1.65,2,2.9,3.2,2.5,3,2.3,1.41,1.7
2013-01-25 16:00:00,,,,3.96,2.63,3.63,4.3,0,,1.2,2,,5.04,3.68,4.67,1.41,1.54,1,3.06,4.1,2.8,3.1,2.2,1.37,1.7
2013-01-25 17:00:00,,,,4.8,4,4.63,4.75,0,,1.3,2,,5.67,2.51,5.32,1.5,1.58,3,3.61,5.4,2.6,4.5,1.7,1.77,1.5
2013-01-25 18:00:00,,,,6.02,3.5,7.25,6.86,0,,1.3,2,,6.2,2.61,7.75,1.35,1.63,3,5.6,15.5,2.6,4.5,1.2,3.35,3.1
2013-01-25 19:00:00,,,,5.52,3.65,6.33,6.23,0,,1.3,2.8,,4.23,2.55,12.01,1.74,1.7,4,4.39,13,2.4,4.3,1.6,3.83,4.7
2013-01-25 20:00:00,,,,6.87,2.78,5.4,5.43,0,,1.3,2.8,,4.06,2.55,15.02,1.39,1.59,4,6.17,9.4,2,3.9,1.7,4.58,5.7
2013-01-25 21:00:00,,,,8.47,3.08,4.64,4.72,0,,1.3,2,,4.99,2.95,15.08,1.29,1.69,4,5.26,10.6,2.2,3.9,2.3,4.2,7
2013-01-25 22:00:00,,,,6.69,2.41,3.56,4.44,0,,1.3,2,,3.32,3.18,22.97,1.22,1.63,3,5.17,11.9,2,2.9,2.1,5.43,5.8
2013-01-25 23:00:00,,,,3.37,2.46,2.7,3.7,0,,1.3,2,,3.39,3.9,,1.2,,2,5.61,8.9,2,3.1,1.9,6.56,7.7
2013-01-26 00:00:00,,,,4.73,2.57,2.46,3.12,0,,1.3,1.8,,3.34,3.2,22.97,0.92,,2,5.18,5,1.8,3.4,1.9,7.2,7.5
2013-01-26 01:00:00,,,,3.64,1.04,2.41,2.5,0,,1.3,1,,3.34,2.25,16.28,0.87,,3,4.51,5.4,1.7,2.8,1.5,7.58,5.2
2013-01-26 02:00:00,,,,4.3,0.9,2.3,2.04,0,,1.3,1,,2.53,1.55,9.17,0.81,,2,4.36,4,3.5,2,1.7,6.66,4.7
2013-01-26 03:00:00,,,,4.55,0.95,1.71,1.82,0,,1.3,1,,2.18,1.3,10.25,0.81,,2,3.56,1.7,2,1.2,1.5,3.45,3.8
2013-01-26 04:00:00,,,,3.23,0.9,1.65,1.87,0,,1,1,,1.96,0.87,10.89,0.96,,1,2.83,1.2,0.8,0.9,0.9,2.28,3.7
2013-01-26 05:00:00,,,,3.07,0.75,1.37,1.84,0,,1,1,,1.94,0.97,9.41,0.82,,1,2.14,1.1,0.8,1,0.9,2.77,3.9
2013-01-26 06:00:00,,,,2.3,0.77,1.51,2.47,0,,1,2,,1.93,0.99,5.33,0.78,,3,1.73,1.4,1.2,1,1,2.61,3.6
2013-01-26 07:00:00,,,,2.18,0.83,1.61,2.19,0,,1,2.8,,1.91,1.22,2.6,1.18,,6,1.76,1.2,0.7,1.1,1,2.8,3.3
2013-01-26 08:00:00,,,,2.06,0.94,1.77,2.51,0,,1,1.8,,1.88,2.63,2,1.03,,6,1.93,1,0.7,1.1,1,2.98,2.1
2013-01-26 09:00:00,,,,1.27,1.07,1.9,2.48,0,,1,1.3,,2.44,4.36,1.65,1.02,,12,1.71,1.5,0.9,1.1,1.1,3.01,1.8
2013-01-26 10:00:00,,,,1.56,1.23,2.98,2.88,0,,1,2,,2.26,3.74,1.96,0.93,,5,1.71,1.2,1.2,1.3,1.1,2.47,1.9
2013-01-26 11:00:00,,,,2.16,1.28,3.66,3.76,0,,1.2,2,,2.39,3.21,1.86,0.86,,5,1.5,0.9,1.8,1.6,1.2,1.95,1.7
2013-01-26 12:00:00,,,,1.2,1.62,3.82,3.97,1,,1.3,2,,2.48,4.09,1.91,0.95,,5,1.27,1.2,1.8,1.5,1.3,1.61,1.7
2013-01-26 13:00:00,,,,1.39,1.54,4.53,4.82,1,,1.3,2,,2.38,,2.02,1.04,,7,1.3,0.9,1.6,1.8,1.3,1.36,1.6
2013-01-26 14:00:00,,,,1.39,1.65,3.84,4.98,0,,1.3,2,,2.84,4.24,2.05,1.21,,2,1.44,0.8,1.7,1.8,1.3,1.3,1.4
2013-01-26 15:00:00,,,,1.16,1.6,3.94,7.69,0,,1.6,2.8,,2.31,3.75,2.32,1.19,,8,1.29,1.3,1.9,1.8,1.2,1.31,1.4
2013-01-26 16:00:00,,,,2.35,1.6,4.37,5.12,0,,1.6,3.3,,2.74,4.32,2.86,1.3,,3,1.4,1.1,2,2.1,1.2,1.45,1.5
2013-01-26 17:00:00,,,,2.25,1.99,5.53,4.59,0,,1.6,4.3,,3.48,8.85,4.72,1.47,,3,1.66,1.2,2.4,2.5,1.3,1.78,1.4
2013-01-26 18:00:00,,,,3.18,2.53,4.26,5.02,0,,1.6,6.3,,5.65,10.97,6.24,1.46,,4,1.69,1.2,3,3,1.4,1.71,1.6
2013-01-26 19:00:00,,,,1.86,3.12,3.78,4.75,0,,1.9,8.8,,5.02,7.49,5.54,1.7,,4,1.49,1.1,2.8,3.8,1.5,1.65,1.8
2013-01-26 20:00:00,,,,1.94,3.31,4.15,4.9,0,,2.1,9,,4.55,5.99,2.46,2.15,,4,1.41,1.3,3.3,5,1.6,1.36,2
2013-01-26 21:00:00,,,,1.47,3.34,5.02,5.53,0,,2.3,11.5,,4.35,4.55,2.22,2.39,,4,1.54,1,4.1,5.2,1.7,1.24,1.7
2013-01-26 22:00:00,,,,2.29,3.12,4.45,4.08,0,,1.9,13.5,,4.38,6.19,2.36,4.21,,4,1.43,1.1,4.3,6.7,1.9,1.13,1.6
2013-01-26 23:00:00,,,,2,2.99,3.85,3.5,0,,1.9,16.8,,4.42,6.42,2.29,4.12,,5,1.41,1.1,4.1,7.1,2.1,1.15,2
2013-01-27 00:00:00,,,,2.11,2.57,5.17,3.39,0,,1.9,20.8,,4.27,9.04,2.27,3.72,,6,1.65,1.2,7.3,7.1,2.1,1.15,2
2013-01-27 01:00:00,,,,1.92,2.72,3.61,2.68,0,,1.9,19.8,,4.07,7.39,2.26,3.73,,7,1.46,1.1,7.8,14.6,2.2,1.12,1.8
2013-01-27 02:00:00,,,,2.05,3.87,3.09,2.59,0,,1.9,16.5,,3.91,6.54,2.19,3.35,,8,1.41,1.1,7.6,12.3,2.3,1.05,1.9
2013-01-27 03:00:00,,,,1.73,3.48,2.77,2.72,0,,1.9,13.8,,3.56,4.89,2.17,3.06,,8,1.45,1.1,7.8,5.4,2.5,0.98,1.9
2013-01-27 04:00:00,,,,1.01,2.47,2.53,2.48,0,,1.9,12.3,,3.15,3.43,2.08,2.24,,5,1.5,1.1,5.3,4.3,2.6,0.94,2.1
2013-01-27 05:00:00,,,,1.12,2.17,2.65,2.62,0,,2.1,12,,3.2,3.92,1.97,1.66,,4,1.5,1,5.4,3.6,2.8,0.98,2.1
2013-01-27 06:00:00,,,,2.31,1.79,2.5,2.51,0,,2.3,12.5,,3.08,3.25,2.04,1.68,,3,1.42,1,5.4,2.5,3,1.01,2.1
2013-01-27 07:00:00,,,,2.34,1.69,2.98,2.96,0,,2.3,11.8,,3.29,3.63,1.94,2.45,,4,1.36,0.9,5.4,1.9,3.3,1.18,2.2
2013-01-27 08:00:00,,,,2.41,2,4.06,3.45,0,,2.3,12.8,,4,5.09,2.06,2.46,,6,1.46,1,5.3,2.1,4,1.2,2.3
2013-01-27 09:00:00,,,,2.96,2.5,5.09,4.39,0,,2.6,19.8,,3.95,4.84,2.44,2.81,,6,1.62,1.7,5.9,2,4.4,1.22,2.5
2013-01-27 10:00:00,,,,4.37,2.68,7.89,5.84,0,,2.8,24.3,,5.22,5.23,2.6,2.44,,2,1.77,1.6,7,2.4,4.1,1.3,2.9
2013-01-27 11:00:00,,,,4.39,4.74,10.78,8.28,0,,3.4,22,,5.7,5.98,2.72,2.77,,2,1.84,1.7,7.8,2.6,4.3,1.39,3.7
2013-01-27 12:00:00,,,,4.46,4.59,10.59,7.11,0,,3.6,15.3,,5.95,10.11,2.63,3.38,,2,2.02,2,7.9,2.4,4.3,1.32,4.4
2013-01-27 13:00:00,,,,5.4,3.8,9.91,6.57,0,,3.6,10,,5.76,10.76,2.76,3.8,,2,2.03,1.8,5.9,2.3,4.2,2.05,4.7
2013-01-27 14:00:00,,,,5.31,3.63,7.94,7.12,0,,3.6,10.3,,5.96,7.63,2.76,4.06,,3,2.18,2,5.2,2.4,3.7,2,3.8
2013-01-27 15:00:00,,,,4.63,4.36,7.52,6.55,0,,3.6,8,,6.43,,2.94,4.51,,3,2.2,1.7,4.7,2.8,4,1.7,3.8
2013-01-27 16:00:00,,,,4.36,4.43,7.13,6.15,0,,3.6,9.3,,7.02,8.12,3.11,4.14,,3,2.3,1.7,5,3.3,4.4,1.67,3.7
2013-01-27 17:00:00,,,,4.86,6.73,8.15,3.34,0,,3.6,8.6,,7.1,9.16,3.96,5.04,,3,2.25,2,6,3.2,4.7,2,3.4
2013-01-27 18:00:00,,,,6.1,13.57,9.29,7.68,0,,3.8,4.3,,7.2,12.28,6.11,5.76,,3,2.15,2.1,6.9,3.5,4.5,1.81,3.6
2013-01-27 19:00:00,,,,2.74,14.42,9.88,8.05,0,,4.4,5,,7.71,15.11,7.2,5.79,,3,2.43,2.3,7,4.7,4.7,1.67,3.9
2013-01-27 20:00:00,,,,6.51,16.97,13.02,8.38,0,,5.1,9.2,,7.37,13.88,8.41,6.52,,3,2.75,2.6,9.7,5.3,4.8,1.82,3.5
2013-01-27 21:00:00,,,,6.03,14.13,7.96,6.97,0,,5.5,17.4,,8.31,11.63,8.61,6.32,,2,2.94,2.8,11.9,3.9,4.5,1.97,3.3
2013-01-27 22:00:00,,,,5.27,13.14,8.12,7.48,0,,5.9,21.5,,8.23,8.7,9.58,7.61,,2,2.97,2.5,11.3,3.8,4.6,2.08,3.8
2013-01-27 23:00:00,,,,5.31,15.44,7.11,6.6,0,,7.7,22.7,,8.01,9,9.64,6.8,,2,3,2.4,10.9,4.9,6,2.11,3.7
2013-01-28 00:00:00,,,,4.57,36.8,6.68,6.01,0,,7.8,19.3,,7.74,8.4,8,8.52,,2,3.08,2.3,9.7,4.9,5.2,2.02,2.9
2013-01-28 01:00:00,,,,4,15.32,6.33,5.6,0,,8.1,15.3,,7.37,10.38,7.11,8.45,,2,2.95,2.2,8,3.4,3.9,2,2.5
2013-01-28 02:00:00,,,,3.46,12.8,4.8,4.56,0,,8.1,13.8,,7.41,8.73,7.09,8.39,,2,2.87,2,8.3,2.9,4.4,1.99,2.5
2013-01-28 03:00:00,,,,3.01,9.37,5.05,4.88,0,,9,11.3,,7.48,7.51,6.98,8.47,,2,2.79,1.9,7.7,2.8,5.3,2.02,2.3
2013-01-28 04:00:00,,,,2.6,7.53,7.19,5.74,0,,8.5,10.9,,7.32,6.97,6.26,8.4,,2,2.72,1.5,6.4,3.1,4.2,2.05,2.2
2013-01-28 05:00:00,,,,2.67,6.84,6.02,5.66,0,,7.8,11.3,,6.8,7.81,5.9,7.85,,2,2.57,1.5,6.4,3,4.2,1.99,2.2
2013-01-28 06:00:00,,,,3.08,10.42,5.72,5.49,0,,7.3,7.8,,7.25,8.27,5.91,7.46,,2,2.43,1.6,6.6,2.6,3.9,1.94,2.8
2013-01-28 07:00:00,,,,3.64,10.14,6.41,5.69,0,,7.1,7.3,,8.35,7.75,6.18,7.46,,3,2.56,2.1,6,2.7,3.9,2.15,2.5
2013-01-28 08:00:00,,,,4.55,19.06,6.35,6.82,0,,7.1,9,,9.58,7.58,7.11,7.51,,3,2.72,2.5,6.5,2.6,4.2,2.93,3.9
2013-01-28 09:00:00,,,,5.75,20.74,7.16,6.89,0,,7.1,13.4,,10.26,8.29,9.37,7.07,,4,2.62,2.9,6.2,3.1,4.2,2.76,4
2013-01-28 10:00:00,,,,4.64,21.42,8.07,7.97,0,,7.7,11,,10.45,9.2,8.25,7.14,,3,2.86,3.1,5.3,3.1,4.5,2.61,1.8
2013-01-28 11:00:00,,,,6.1,10.41,10.53,7.57,0,,8,8.6,,11.62,7.71,7.2,7.04,,3,2.72,2.6,4.7,3.1,4.6,2.9,1.9
2013-01-28 12:00:00,,,,4.25,5.92,7.8,6.29,0,,6.8,9.8,,11.17,6.75,5.92,7.28,6.06,3,2.28,3.2,4.1,3.1,4.5,3.1,1.4
2013-01-28 13:00:00,,,,5.85,5.89,6.98,7.24,0,,5.2,9.3,,10.74,6.88,5.3,7.25,6.21,3,2.42,2.2,4.6,4,4.5,3.27,1
2013-01-28 14:00:00,,,,4.82,4.35,7.73,7.06,0,,4.9,5.1,,10.72,7.07,5.44,7.21,5.93,4,2.58,2.7,4.8,3.3,4.4,3.45,1.3
2013-01-28 15:00:00,,,,2.23,4.6,7.1,7,0,,5.2,6,,10.74,6.76,5.79,7.85,5.93,4,2.56,2.2,5.2,3.7,4.5,3.6,1.7
2013-01-28 16:00:00,,,,2.33,4.69,7.52,7.03,0,,5.2,7,,9.1,,7.15,7.94,5.59,4,2.42,1.5,6.1,3.9,4.6,3.9,2
2013-01-28 17:00:00,,,,1.79,4.61,8.99,6.45,0,,4.6,8.5,,11.24,,8.55,7.81,5.9,4,2.02,1.5,6.7,4.8,4.4,4.11,3.1
2013-01-28 18:00:00,,,,2.7,5.02,6.54,5.37,0,,4,11.5,,11.54,10.32,9.74,8.57,6.77,4,2.62,1.3,7.6,4.7,4.3,4.42,4
2013-01-28 19:00:00,,,,3.41,5.88,6.35,4.61,0,,3.6,10.3,,7.94,10.55,9.61,8.64,7.5,5,3.05,1.3,8.8,4.5,4.2,4.34,5.5
2013-01-28 20:00:00,,,,3.17,5.72,5.77,5.02,0,,3.6,8.1,,5.14,10.64,11.85,8.66,7.84,5,2.87,1.3,7.7,4.7,4,3.92,4.2
2013-01-28 21:00:00,,,,3.08,5.85,6.51,6.17,0,,3.6,7.5,,4.41,9.95,12.44,9.27,7.69,6,3.02,1.2,9.2,5,4.1,4.22,2.9
2013-01-28 22:00:00,,,,1.53,6.14,6.11,5.62,0,,3.6,9.2,,4.32,7.39,11.83,7.07,6.61,7,1.23,0.8,8.7,5.6,4.7,4.11,3.1
2013-01-28 23:00:00,,,,2.55,6.43,5.1,4.58,0,,3.6,8,,4.67,6.46,8.33,5.46,4.92,7,0.8,0.6,8.1,5,4.9,3.78,2.6
2013-01-29 00:00:00,,,,1.19,5.85,5.26,4.98,0,,3.6,7.5,,4.44,4.79,8.18,5.2,5.38,6,1.11,0.6,7.9,5.2,4.8,3.47,2.2
2013-01-29 01:00:00,,,,1.04,6.67,5.06,4.41,0,,3.6,6,,4.61,5.12,8.26,6.29,5.81,4,0.83,0.5,7.2,3.7,4.5,4.19,2
2013-01-29 02:00:00,,,,0.71,5.7,4.46,3.8,0,,3.2,5.8,,3.74,3.27,9.05,6.31,5.27,4,0.74,0.7,5.9,3.9,4.8,3.45,1.6
2013-01-29 03:00:00,,,,0.58,5.26,3.72,3.23,0,,3.2,5,,3.57,2.68,8.13,5,4.21,4,0.58,0.5,5.6,3.9,4.3,2.62,1.2
2013-01-29 04:00:00,,,,0.74,4.93,3.94,3.67,0,,2.9,4,,3.47,2.21,7.17,4.9,3.08,3,0.62,0.4,4.8,3.6,5.1,1.9,1.1
2013-01-29 05:00:00,,,,0.66,4.65,3.33,3.36,0,,2.9,4.3,,2.95,2.45,6.49,3.27,2.86,3,0.71,0.4,4.1,3.8,4.6,2.08,1.1
2013-01-29 06:00:00,,,,0.53,4.03,2.91,2.88,0,,2.9,5.3,,2.88,3.05,5.95,3.09,2.68,3,0.73,0.5,2.8,3.6,3.5,1.01,1
2013-01-29 07:00:00,,,,0.74,3.18,3,3.04,0,,2.9,5.7,,3.21,3.62,6.89,2.73,2.63,3,0.86,0.6,2.7,3,3.1,0.86,1.1
2013-01-29 08:00:00,,,,0.84,3.02,3.54,3.98,0,,2.9,10.4,,3.78,6.06,6.81,3.25,2.66,3,1.17,0.6,2.8,3.2,2.7,1.15,1.4
2013-01-29 09:00:00,,,,1.16,3.66,5.17,5.01,0,,2.9,10.1,,3.98,6.35,5.86,3.74,3.03,2,1.23,0.8,3.7,3.1,2.3,1.16,1.4
2013-01-29 10:00:00,,,,1.49,7.06,5.22,5.65,0,,3.2,10.9,,3.45,5.6,7.06,3.96,3.28,1,1.51,0.8,3.9,2.1,2.1,1.15,1.6
2013-01-29 11:00:00,,,,1.47,8.79,5.16,5.35,0,,2.9,5.4,,3.93,4.8,5.16,4,3.22,1,1.31,0.8,3.9,3,2.2,1.2,1.4
2013-01-29 12:00:00,,,,1.12,4.54,5.41,4.99,0,,2.6,6,,3.97,4.12,4.14,4.03,3.35,1,1.39,1.1,2.6,2.6,2.3,1.14,1.7
2013-01-29 13:00:00,,,,0.8,3.62,5.53,4.69,0,,2.1,3.5,,3.8,4.09,4.04,3.85,2.98,1,1.67,1.1,2.3,1.6,2.2,1.24,1.4
2013-01-29 14:00:00,,,,0.98,3.43,4.61,4.06,0,,1.8,2.6,,3.84,,4.84,3.85,3.3,0,1.53,1.2,2.7,1.4,2.2,1.32,1.2
2013-01-29 15:00:00,,,,0.96,3.14,4.97,4.64,0,,1.6,2.3,,4.09,4.22,4.42,3.82,2.96,0,1.56,1.6,2.4,1.4,2,1.33,1.4
2013-01-29 16:00:00,,,,0.93,4.07,5.32,4.75,0,,1.6,3.5,,4.38,4.9,4.54,3.83,2.73,1,1.91,2.8,2.7,1.5,1.9,1.42,1.8
2013-01-29 17:00:00,,,,1.08,3.75,5.85,5.11,0,,1.6,5,,5.31,5.19,5.16,4.27,2.97,1,1.82,2.1,2.8,1.4,2,1.66,3.1
2013-01-29 18:00:00,,,,3.14,4.24,7.49,6.24,0,,1.9,5.1,,5.21,,5.85,4.35,3.22,1,2.17,1.1,3.1,1.7,2.2,2.19,2
2013-01-29 19:00:00,,,,3.26,3.34,8.71,7.43,0,,2.1,4.5,,3.64,,7.23,4.69,3.58,2,2.13,0.9,3.2,1.6,2.3,2.14,2
2013-01-29 20:00:00,,,,1.54,3.03,13.45,5.85,0,,2.6,5.3,,3.55,3.09,7.34,4.42,3.28,1,2.02,0.8,3.2,1.8,2.1,1.79,1.6
2013-01-29 21:00:00,,,,1.43,3.17,6.25,4.92,0,,2.6,4.5,,3.76,2.87,5.38,4.09,3.28,1,2.39,0.9,3.1,2.2,2.1,1.94,2.1
2013-01-29 22:00:00,,,,1.32,3,5,4.64,0,,2.6,4,,3.61,3.39,4.41,3.48,2.86,2,2.21,0.9,3.1,2.2,2.5,1.94,1.7
2013-01-29 23:00:00,,,,1.21,2.65,4.14,3.88,0,,2.5,3.3,,4.07,3.5,4.44,2.75,2.5,1,1.62,0.6,3.4,2.5,2.4,1.5,1.7
2013-01-30 00:00:00,,,,0.78,3.32,3.75,3.15,0,,2.3,2.3,,2.84,3.16,4.63,2.68,2.4,1,0.9,0.5,3.2,2.6,2.1,1.52,1.1
2013-01-30 01:00:00,,,,0.33,2.68,3.43,2.88,0,,2.3,1.8,,2.75,2.61,4.27,2.64,2.16,1,1.07,0.6,3.6,2.6,2.1,1.25,1.2
2013-01-30 02:00:00,,,,0.19,2.43,3.51,3.23,0,,1.9,1,,2.51,2.64,3.77,1.42,1.89,1,0.94,0.5,3.3,3.1,2.3,1.15,2.1
2013-01-30 03:00:00,,,,0.25,2.22,2.96,3.02,0,,1.8,1,,2.26,1.9,3.21,1.27,1.84,0,1.2,0.4,2.3,2.2,2,0.98,1.1
